procavia_capensis ENSPCAG00000006178
loxodonta_africana ENSLAFG00000014406
echinops_telfairi ENSETEG00000001739
bos_mutus ENSBMUG00000021636
bos_taurus ENSBTAG00000000478
bison_bison_bison ENSBBBG00000003387
capra_hircus ENSCHIG00000017621
sus_scrofa ENSSSCG00000011401
tursiops_truncatus ENSTTRG00000006883
pteropus_vampyrus ENSPVAG00000017101
equus_caballus ENSECAG00000012188
equus_asinus_asinus ENSEASG00005012125
ursus_maritimus ENSUMAG00000021895
ursus_americanus ENSUAMG00000028340
ailuropoda_melanoleuca ENSAMEG00000011778
neovison_vison ENSNVIG00000000910
mustela_putorius_furo ENSMPUG00000013088
canis_lupus_familiaris ENSCAFG00000010695
vulpes_vulpes ENSVVUG00000028462
panthera_tigris_altaica ENSPTIG00000002485
panthera_pardus ENSPPRG00000002322
sorex_araneus ENSSARG00000005948
erinaceus_europaeus ENSEEUG00000001968
spermophilus_dauricus ENSSDAG00000013281
marmota_marmota_marmota ENSMMMG00000003321
spermophilus_dauricus ENSSDAG00000013271
urocitellus_parryii ENSUPAG00010022645
cricetulus_griseus_crigri-picr ENSCGRG00015011721
peromyscus_maniculatus_bairdii ENSPEMG00000026994
rattus_norvegicus ENSRNOG00000052634
mus_spicilegus ENSMSIG00000018245
castor_canadensis ENSCCNG00000014068
chinchilla_lanigera ENSCLAG00000015933
oryctolagus_cuniculus ENSOCUG00000002357
ochotona_princeps ENSOPRG00000015327
pan_paniscus ENSPPAG00000027829
pan_troglodytes ENSPTRG00000014953
homo_sapiens ENSG00000179564
gorilla_gorilla ENSGGOG00000007065
pongo_abelii ENSPPYG00000013849
nomascus_leucogenys ENSNLEG00000006978
piliocolobus_tephrosceles ENSPTEG00000001832
colobus_angolensis_palliatus ENSCANG00000043836
rhinopithecus_roxellana ENSRROG00000036145
rhinopithecus_bieti ENSRBIG00000014138
cercocebus_atys ENSCATG00000032015
mandrillus_leucophaeus ENSMLEG00000030419
chlorocebus_sabaeus ENSCSAG00000014305
macaca_fascicularis ENSMFAG00000041918
macaca_nemestrina ENSMNEG00000038788
theropithecus_gelada ENSTGEG00000004577
papio_anubis ENSPANG00000020951
cebus_capucinus ENSCCAG00000022495
saimiri_boliviensis_boliviensis ENSSBOG00000030481
callithrix_jacchus ENSCJAG00000004984
aotus_nancymaae ENSANAG00000029319
carlito_syrichta ENSTSYG00000034921
propithecus_coquereli ENSPCOG00000027209
prolemur_simus ENSPSMG00000014613
microcebus_murinus ENSMICG00000016305
otolemur_garnettii ENSOGAG00000012533
notamacropus_eugenii ENSMEUG00000011899
phascolarctos_cinereus ENSPCIG00000023105
monodelphis_domestica ENSMODG00000012177
sarcophilus_harrisii ENSSHAG00000018673
ornithorhynchus_anatinus ENSOANG00000005476
