scophthalmus_maximus ENSSMAG00000009288
gasterosteus_aculeatus ENSGACG00000005284
cynoglossus_semilaevis ENSCSEG00000015439
takifugu_rubripes ENSTRUG00000018233
tetraodon_nigroviridis ENSTNIG00000018283
mola_mola ENSMMOG00000001855
labrus_bergylta ENSLBEG00000025179
mastacembelus_armatus ENSMAMG00000005189
monopterus_albus ENSMALG00000012360
anabas_testudineus ENSATEG00000025100
seriola_dumerili ENSSDUG00000021639
seriola_lalandi_dorsalis ENSSLDG00000009027
xiphophorus_maculatus ENSXMAG00000002764
xiphophorus_couchianus ENSXCOG00000016013
gambusia_affinis ENSGAFG00000000469
poecilia_formosa ENSPFOG00000013725
poecilia_mexicana ENSPMEG00000012008
poecilia_latipinna ENSPLAG00000004545
poecilia_reticulata ENSPREG00000011832
fundulus_heteroclitus ENSFHEG00000000456
cyprinodon_variegatus ENSCVAG00000011530
kryptolebias_marmoratus ENSKMAG00000015410
oryzias_latipes ENSORLG00000006499
oryzias_latipes_asm223469v1 ENSORLG00015010081
oryzias_latipes ENSORLG00020014860
oryzias_melastigma ENSOMEG00000014440
maylandia_zebra ENSMZEG00005003413
astatotilapia_calliptera ENSACLG00000022325
haplochromis_burtoni ENSHBUG00000010290
pundamilia_nyererei ENSPNYG00000005982
neolamprologus_brichardi ENSNBRG00000007929
oreochromis_niloticus ENSONIG00000014680
amphilophus_citrinellus ENSACIG00000009338
amphiprion_ocellaris ENSAOCG00000019654
amphiprion_percula ENSAPEG00000001831
acanthochromis_polyacanthus ENSAPOG00000016318
acanthochromis_polyacanthus ENSAPOG00000016430
acanthochromis_polyacanthus ENSAPOG00000010708
stegastes_partitus ENSSPAG00000002151
hippocampus_comes ENSHCOG00000001282
periophthalmus_magnuspinnatus ENSPMGG00000018322
gadus_morhua ENSGMOG00000017070
esox_lucius ENSELUG00000023568
astyanax_mexicanus ENSAMXG00000016480
pygocentrus_nattereri ENSPNAG00000009659
ictalurus_punctatus ENSIPUG00000023524
danio_rerio ENSDARG00000003697
paramormyrops_kingsleyae ENSPKIG00000004158
scleropages_formosus ENSSFOG00015003123
lepisosteus_oculatus ENSLOCG00000010641
latimeria_chalumnae ENSLACG00000018539
