mastacembelus_armatus ENSMAMG00000008252
monopterus_albus ENSMALG00000006058
anabas_testudineus ENSATEG00000001329
seriola_lalandi_dorsalis ENSSLDG00000020594
scophthalmus_maximus ENSSMAG00000004525
labrus_bergylta ENSLBEG00000012029
amphiprion_percula ENSAPEG00000012284
stegastes_partitus ENSSPAG00000022670
maylandia_zebra ENSMZEG00005019733
astatotilapia_calliptera ENSACLG00000025589
haplochromis_burtoni ENSHBUG00000011053
oreochromis_niloticus ENSONIG00000014895
amphilophus_citrinellus ENSACIG00000000436
gambusia_affinis ENSGAFG00000005153
xiphophorus_maculatus ENSXMAG00000004556
poecilia_formosa ENSPFOG00000018001
poecilia_mexicana ENSPMEG00000004602
poecilia_latipinna ENSPLAG00000015598
kryptolebias_marmoratus ENSKMAG00000012857
oryzias_latipes ENSORLG00000024252
oryzias_latipes ENSORLG00020001767
oryzias_latipes_asm223469v1 ENSORLG00015014338
oryzias_melastigma ENSOMEG00000008450
takifugu_rubripes ENSTRUG00000024555
hippocampus_comes ENSHCOG00000015403
esox_lucius ENSELUG00000019623
pygocentrus_nattereri ENSPNAG00000024440
danio_rerio ENSDARG00000069540
paramormyrops_kingsleyae ENSPKIG00000025386
scleropages_formosus ENSSFOG00015020686
lepisosteus_oculatus ENSLOCG00000016779
anser_brachyrhynchus ENSABRG00000021822
anas_platyrhynchos_platyrhynchos ENSAPLG00000019328
calidris_pugnax ENSCPUG00000008650
junco_hyemalis ENSJHYG00000015331
melopsittacus_undulatus ENSMUNG00000014597
apteryx_haastii ENSAHAG00000017285
chrysemys_picta_bellii ENSCPBG00000018102
latimeria_chalumnae ENSLACG00000011720
