chrysemys_picta_bellii ENSCPBG00000021872
chelonoidis_abingdonii ENSCABG00000018014
calidris_pugnax ENSCPUG00000018129
calidris_pygmaea ENSCPGG00000010058
cyanistes_caeruleus ENSCCEG00000003656
ficedula_albicollis ENSFALG00000002215
lonchura_striata_domestica ENSLSDG00000013792
taeniopygia_guttata ENSTGUG00000001852
serinus_canaria ENSSCAG00000002640
lepidothrix_coronata ENSLCOG00000003648
manacus_vitellinus ENSMVIG00005013066
meleagris_gallopavo ENSMGAG00000001994
gallus_gallus ENSGALG00000002523
coturnix_japonica ENSCJPG00005006385
numida_meleagris ENSNMEG00000015444
anser_brachyrhynchus ENSABRG00000009979
anas_platyrhynchos_platyrhynchos ENSAPLG00000029953
apteryx_owenii ENSAOWG00000012102
apteryx_rowi ENSARWG00000017310
dromaius_novaehollandiae ENSDNVG00000017317
pogona_vitticeps ENSPVIG00000020033
anolis_carolinensis ENSACAG00000011429
notechis_scutatus ENSNSUG00000010064
sphenodon_punctatus ENSSPUG00000017002
loxodonta_africana ENSLAFG00000014981
procavia_capensis ENSPCAG00000013897
dasypus_novemcinctus ENSDNOG00000041334
pteropus_vampyrus ENSPVAG00000002090
myotis_lucifugus ENSMLUG00000011586
ovis_aries ENSOARG00000011833
capra_hircus ENSCHIG00000010117
bos_mutus ENSBMUG00000024146
bos_taurus ENSBTAG00000011429
bison_bison_bison ENSBBBG00000004164
tursiops_truncatus ENSTTRG00000011926
sus_scrofa ENSSSCG00000005318
vicugna_pacos ENSVPAG00000004222
sorex_araneus ENSSARG00000004160
erinaceus_europaeus ENSEEUG00000013777
ursus_americanus ENSUAMG00000026881
ursus_maritimus ENSUMAG00000007116
ailuropoda_melanoleuca ENSAMEG00000009744
mustela_putorius_furo ENSMPUG00000005411
neovison_vison ENSNVIG00000016702
canis_lupus_dingo ENSCAFG00020017414
canis_lupus_familiaris ENSCAFG00000002203
vulpes_vulpes ENSVVUG00000022263
panthera_tigris_altaica ENSPTIG00000020202
panthera_pardus ENSPPRG00000012983
felis_catus ENSFCAG00000012750
equus_caballus ENSECAG00000000184
equus_asinus_asinus ENSEASG00005014010
pan_troglodytes ENSPTRG00000020918
pan_paniscus ENSPPAG00000034346
homo_sapiens ENSG00000107175
gorilla_gorilla ENSGGOG00000007353
pongo_abelii ENSPPYG00000019087
nomascus_leucogenys ENSNLEG00000004179
macaca_fascicularis ENSMFAG00000044871
macaca_mulatta ENSMMUG00000016328
macaca_nemestrina ENSMNEG00000044144
mandrillus_leucophaeus ENSMLEG00000011840
papio_anubis ENSPANG00000025429
cercocebus_atys ENSCATG00000037998
theropithecus_gelada ENSTGEG00000006597
chlorocebus_sabaeus ENSCSAG00000010554
colobus_angolensis_palliatus ENSCANG00000041622
piliocolobus_tephrosceles ENSPTEG00000020727
rhinopithecus_roxellana ENSRROG00000035308
rhinopithecus_bieti ENSRBIG00000035879
callithrix_jacchus ENSCJAG00000009873
saimiri_boliviensis_boliviensis ENSSBOG00000030374
cebus_capucinus ENSCCAG00000025259
aotus_nancymaae ENSANAG00000029498
carlito_syrichta ENSTSYG00000007962
prolemur_simus ENSPSMG00000004116
propithecus_coquereli ENSPCOG00000025101
microcebus_murinus ENSMICG00000002540
tupaia_belangeri ENSTBEG00000011843
castor_canadensis ENSCCNG00000028378
dipodomys_ordii ENSDORG00000029821
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026903
mus_musculus ENSMUSG00000028466
mus_spicilegus ENSMSIG00000019030
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025942
mus_pahari MGP_PahariEiJ_G0024087
rattus_norvegicus ENSRNOG00000016452
meriones_unguiculatus ENSMUGG00000006103
peromyscus_maniculatus_bairdii ENSPEMG00000013788
microtus_ochrogaster ENSMOCG00000023032
cricetulus_griseus_crigri-picr ENSCGRG00015000777
cricetulus_griseus_chok1gshd ENSCGRG00001019579
cricetulus_griseus_crigri ENSCGRG00000013627
mesocricetus_auratus ENSMAUG00000013011
nannospalax_galili ENSNGAG00000020484
jaculus_jaculus ENSJJAG00000003441
spermophilus_dauricus ENSSDAG00000021881
ictidomys_tridecemlineatus ENSSTOG00000005203
urocitellus_parryii ENSUPAG00010017730
marmota_marmota_marmota ENSMMMG00000006836
heterocephalus_glaber_female ENSHGLG00000018724
heterocephalus_glaber_male ENSHGLG00100018475
fukomys_damarensis ENSFDAG00000004164
cavia_aperea ENSCAPG00000010196
cavia_porcellus ENSCPOG00000000409
chinchilla_lanigera ENSCLAG00000007023
octodon_degus ENSODEG00000015573
oryctolagus_cuniculus ENSOCUG00000028989
ochotona_princeps ENSOPRG00000012835
sarcophilus_harrisii ENSSHAG00000014293
phascolarctos_cinereus ENSPCIG00000033717
monodelphis_domestica ENSMODG00000007277
ornithorhynchus_anatinus ENSOANG00000005239
xenopus_tropicalis ENSXETG00000024221
latimeria_chalumnae ENSLACG00000007675
mola_mola ENSMMOG00000001211
tetraodon_nigroviridis ENSTNIG00000016667
hippocampus_comes ENSHCOG00000013979
gasterosteus_aculeatus ENSGACG00000006815
xiphophorus_maculatus ENSXMAG00000015950
xiphophorus_couchianus ENSXCOG00000006657
gambusia_affinis ENSGAFG00000012224
poecilia_latipinna ENSPLAG00000016139
poecilia_mexicana ENSPMEG00000002198
poecilia_reticulata ENSPREG00000016202
fundulus_heteroclitus ENSFHEG00000018222
cyprinodon_variegatus ENSCVAG00000011010
kryptolebias_marmoratus ENSKMAG00000022247
oryzias_melastigma ENSOMEG00000021148
astatotilapia_calliptera ENSACLG00000014496
maylandia_zebra ENSMZEG00005007017
neolamprologus_brichardi ENSNBRG00000014424
oreochromis_niloticus ENSONIG00000015192
amphilophus_citrinellus ENSACIG00000003835
amphiprion_ocellaris ENSAOCG00000018924
amphiprion_percula ENSAPEG00000006147
stegastes_partitus ENSSPAG00000006327
seriola_lalandi_dorsalis ENSSLDG00000019008
seriola_dumerili ENSSDUG00000002759
mastacembelus_armatus ENSMAMG00000020786
gadus_morhua ENSGMOG00000007657
esox_lucius ENSELUG00000002440
pygocentrus_nattereri ENSPNAG00000023970
astyanax_mexicanus ENSAMXG00000040367
danio_rerio ENSDARG00000020926
scleropages_formosus ENSSFOG00015006792
paramormyrops_kingsleyae ENSPKIG00000017537
lepisosteus_oculatus ENSLOCG00000008143
