apteryx_rowi ENSARWG00000012203
apteryx_owenii ENSAOWG00000004716
apteryx_haastii ENSAHAG00000001108
dromaius_novaehollandiae ENSDNVG00000016530
junco_hyemalis ENSJHYG00000012238
zonotrichia_albicollis ENSZALG00000002720
lonchura_striata_domestica ENSLSDG00000000724
serinus_canaria ENSSCAG00000005652
parus_major ENSPMJG00000003352
cyanistes_caeruleus ENSCCEG00000008409
manacus_vitellinus ENSMVIG00005019464
lepidothrix_coronata ENSLCOG00000012065
calidris_pygmaea ENSCPGG00000006351
crocodylus_porosus ENSCPRG00005001729
chelonoidis_abingdonii ENSCABG00000004154
chrysemys_picta_bellii ENSCPBG00000015192
