ursus_maritimus ENSUMAG00000005218
ursus_americanus ENSUAMG00000014506
ailuropoda_melanoleuca ENSAMEG00000016893
neovison_vison ENSNVIG00000013545
mustela_putorius_furo ENSMPUG00000018876
canis_lupus_familiaris ENSCAFG00000013194
canis_lupus_dingo ENSCAFG00020002591
vulpes_vulpes ENSVVUG00000012292
myotis_lucifugus ENSMLUG00000009839
bos_mutus ENSBMUG00000018571
bos_taurus ENSBTAG00000019014
bison_bison_bison ENSBBBG00000021293
capra_hircus ENSCHIG00000018285
ovis_aries ENSOARG00000002278
tursiops_truncatus ENSTTRG00000002234
sus_scrofa ENSSSCG00000011787
vicugna_pacos ENSVPAG00000005264
sorex_araneus ENSSARG00000001756
prolemur_simus ENSPSMG00000019564
propithecus_coquereli ENSPCOG00000023097
pan_troglodytes ENSPTRG00000015697
pan_paniscus ENSPPAG00000023136
homo_sapiens ENSG00000177383
gorilla_gorilla ENSGGOG00000009456
pongo_abelii ENSPPYG00000014361
nomascus_leucogenys ENSNLEG00000018943
macaca_fascicularis ENSMFAG00000029646
macaca_nemestrina ENSMNEG00000001725
macaca_mulatta ENSMMUG00000002953
papio_anubis ENSPANG00000025490
cercocebus_atys ENSCATG00000007663
mandrillus_leucophaeus ENSMLEG00000027002
theropithecus_gelada ENSTGEG00000022138
chlorocebus_sabaeus ENSCSAG00000018880
colobus_angolensis_palliatus ENSCANG00000020696
piliocolobus_tephrosceles ENSPTEG00000025266
rhinopithecus_roxellana ENSRROG00000006271
rhinopithecus_bieti ENSRBIG00000024480
callithrix_jacchus ENSCJAG00000022232
ictidomys_tridecemlineatus ENSSTOG00000014789
urocitellus_parryii ENSUPAG00010002606
marmota_marmota_marmota ENSMMMG00000008030
spermophilus_dauricus ENSSDAG00000016696
castor_canadensis ENSCCNG00000008600
tupaia_belangeri ENSTBEG00000006552
choloepus_hoffmanni ENSCHOG00000004099
dasypus_novemcinctus ENSDNOG00000007892
