pelodiscus_sinensis ENSPSIG00000012459
chrysemys_picta_bellii ENSCPBG00000012368
apteryx_haastii ENSAHAG00000014382
paramormyrops_kingsleyae ENSPKIG00000003398
scleropages_formosus ENSSFOG00015022042
mastacembelus_armatus ENSMAMG00000016192
monopterus_albus ENSMALG00000020522
anabas_testudineus ENSATEG00000005614
seriola_dumerili ENSSDUG00000020881
seriola_lalandi_dorsalis ENSSLDG00000013900
amphiprion_ocellaris ENSAOCG00000006124
amphiprion_percula ENSAPEG00000000852
astatotilapia_calliptera ENSACLG00000002833
maylandia_zebra ENSMZEG00005003112
poecilia_formosa ENSPFOG00000022021
