gallus_gallus ENSGALG00000037497
coturnix_japonica ENSCJPG00005013508
anser_brachyrhynchus ENSABRG00000015025
junco_hyemalis ENSJHYG00000009003
ficedula_albicollis ENSFALG00000001331
serinus_canaria ENSSCAG00000010107
lonchura_striata_domestica ENSLSDG00000008269
cyanistes_caeruleus ENSCCEG00000016611
parus_major ENSPMJG00000004899
apteryx_owenii ENSAOWG00000008106
dromaius_novaehollandiae ENSDNVG00000011690
nothoprocta_perdicaria ENSNPEG00000005962
chrysemys_picta_bellii ENSCPBG00000015291
pogona_vitticeps ENSPVIG00000022994
anolis_carolinensis ENSACAG00000010150
salvator_merianae ENSSMRG00000001288
manacus_vitellinus ENSMVIG00005014582
otolemur_garnettii ENSOGAG00000032757
tupaia_belangeri ENSTBEG00000005678
loxodonta_africana ENSLAFG00000000855
procavia_capensis ENSPCAG00000008970
carlito_syrichta ENSTSYG00000032193
colobus_angolensis_palliatus ENSCANG00000043758
piliocolobus_tephrosceles ENSPTEG00000032616
rhinopithecus_bieti ENSRBIG00000042812
macaca_fascicularis ENSMFAG00000003212
macaca_nemestrina ENSMNEG00000045390
macaca_mulatta ENSMMUG00000011828
cercocebus_atys ENSCATG00000029380
mandrillus_leucophaeus ENSMLEG00000010923
papio_anubis ENSPANG00000026467
theropithecus_gelada ENSTGEG00000003747
chlorocebus_sabaeus ENSCSAG00000008676
rhinopithecus_roxellana ENSRROG00000037183
homo_sapiens ENSG00000167791
pongo_abelii ENSPPYG00000002986
pan_troglodytes ENSPTRG00000003967
pan_paniscus ENSPPAG00000043180
gorilla_gorilla ENSGGOG00000010165
nomascus_leucogenys ENSNLEG00000006441
cebus_capucinus ENSCCAG00000018244
saimiri_boliviensis_boliviensis ENSSBOG00000025484
callithrix_jacchus ENSCJAG00000000890
aotus_nancymaae ENSANAG00000030444
propithecus_coquereli ENSPCOG00000027212
microcebus_murinus ENSMICG00000006052
prolemur_simus ENSPSMG00000017650
spermophilus_dauricus ENSSDAG00000004092
urocitellus_parryii ENSUPAG00010007845
marmota_marmota_marmota ENSMMMG00000000025
ictidomys_tridecemlineatus ENSSTOG00000014876
