bos_taurus ENSBTAG00000049114
bos_mutus ENSBMUG00000004408
bison_bison_bison ENSBBBG00000010104
capra_hircus ENSCHIG00000016069
equus_asinus_asinus ENSEASG00005005898
equus_caballus ENSECAG00000034770
ursus_americanus ENSUAMG00000007447
ursus_maritimus ENSUMAG00000002609
neovison_vison ENSNVIG00000014029
panthera_pardus ENSPPRG00000008239
panthera_tigris_altaica ENSPTIG00000020152
felis_catus ENSFCAG00000029354
urocitellus_parryii ENSUPAG00010013972
castor_canadensis ENSCCNG00000029591
prolemur_simus ENSPSMG00000022558
