gasterosteus_aculeatus ENSGACG00000003513
labrus_bergylta ENSLBEG00000007936
tetraodon_nigroviridis ENSTNIG00000004121
takifugu_rubripes ENSTRUG00000015860
scophthalmus_maximus ENSSMAG00000001844
cynoglossus_semilaevis ENSCSEG00000015047
seriola_dumerili ENSSDUG00000006079
seriola_lalandi_dorsalis ENSSLDG00000006291
monopterus_albus ENSMALG00000006445
mastacembelus_armatus ENSMAMG00000012777
anabas_testudineus ENSATEG00000005100
fundulus_heteroclitus ENSFHEG00000010704
cyprinodon_variegatus ENSCVAG00000006952
xiphophorus_maculatus ENSXMAG00000009148
xiphophorus_couchianus ENSXCOG00000017424
gambusia_affinis ENSGAFG00000014018
poecilia_mexicana ENSPMEG00000022078
poecilia_latipinna ENSPLAG00000002528
poecilia_formosa ENSPFOG00000008320
poecilia_reticulata ENSPREG00000022461
kryptolebias_marmoratus ENSKMAG00000015252
oryzias_latipes_asm223469v1 ENSORLG00015002976
oryzias_latipes ENSORLG00000009518
oryzias_latipes ENSORLG00020007178
oryzias_melastigma ENSOMEG00000001933
maylandia_zebra ENSMZEG00005016664
pundamilia_nyererei ENSPNYG00000009579
astatotilapia_calliptera ENSACLG00000007142
haplochromis_burtoni ENSHBUG00000022438
neolamprologus_brichardi ENSNBRG00000014369
oreochromis_niloticus ENSONIG00000000366
amphilophus_citrinellus ENSACIG00000004605
amphiprion_ocellaris ENSAOCG00000014293
amphiprion_percula ENSAPEG00000019218
acanthochromis_polyacanthus ENSAPOG00000012204
stegastes_partitus ENSSPAG00000000998
mola_mola ENSMMOG00000020709
hippocampus_comes ENSHCOG00000013503
periophthalmus_magnuspinnatus ENSPMGG00000012106
gadus_morhua ENSGMOG00000011031
esox_lucius ENSELUG00000015103
pygocentrus_nattereri ENSPNAG00000012968
astyanax_mexicanus ENSAMXG00000036926
ictalurus_punctatus ENSIPUG00000001607
danio_rerio ENSDARG00000059523
paramormyrops_kingsleyae ENSPKIG00000011049
scleropages_formosus ENSSFOG00015010600
lepisosteus_oculatus ENSLOCG00000007486
oryctolagus_cuniculus ENSOCUG00000015710
ochotona_princeps ENSOPRG00000011827
aotus_nancymaae ENSANAG00000025921
pan_troglodytes ENSPTRG00000013528
pan_paniscus ENSPPAG00000033892
homo_sapiens ENSG00000101098
gorilla_gorilla ENSGGOG00000013710
pongo_abelii ENSPPYG00000011040
nomascus_leucogenys ENSNLEG00000006640
macaca_fascicularis ENSMFAG00000040000
macaca_mulatta ENSMMUG00000010608
macaca_nemestrina ENSMNEG00000036601
cercocebus_atys ENSCATG00000030559
theropithecus_gelada ENSTGEG00000021272
papio_anubis ENSPANG00000000384
mandrillus_leucophaeus ENSMLEG00000033781
chlorocebus_sabaeus ENSCSAG00000014202
rhinopithecus_bieti ENSRBIG00000027615
rhinopithecus_roxellana ENSRROG00000040722
piliocolobus_tephrosceles ENSPTEG00000022376
colobus_angolensis_palliatus ENSCANG00000027285
cebus_capucinus ENSCCAG00000028364
saimiri_boliviensis_boliviensis ENSSBOG00000032430
callithrix_jacchus ENSCJAG00000017675
prolemur_simus ENSPSMG00000010868
mus_musculus ENSMUSG00000035226
mus_spicilegus ENSMSIG00000028639
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025547
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024625
mus_pahari MGP_PahariEiJ_G0026069
rattus_norvegicus ENSRNOG00000010868
meriones_unguiculatus ENSMUGG00000020886
cricetulus_griseus_chok1gshd ENSCGRG00001020393
cricetulus_griseus_crigri ENSCGRG00000008632
cricetulus_griseus_crigri-picr ENSCGRG00015022491
microtus_ochrogaster ENSMOCG00000012226
peromyscus_maniculatus_bairdii ENSPEMG00000021338
nannospalax_galili ENSNGAG00000006938
jaculus_jaculus ENSJJAG00000021339
heterocephalus_glaber_male ENSHGLG00100007115
heterocephalus_glaber_female ENSHGLG00000004846
fukomys_damarensis ENSFDAG00000009275
chinchilla_lanigera ENSCLAG00000006510
octodon_degus ENSODEG00000015319
cavia_porcellus ENSCPOG00000010692
dipodomys_ordii ENSDORG00000010852
castor_canadensis ENSCCNG00000022855
urocitellus_parryii ENSUPAG00010003352
ictidomys_tridecemlineatus ENSSTOG00000022472
marmota_marmota_marmota ENSMMMG00000004946
loxodonta_africana ENSLAFG00000011997
procavia_capensis ENSPCAG00000001112
echinops_telfairi ENSETEG00000011087
pteropus_vampyrus ENSPVAG00000001064
myotis_lucifugus ENSMLUG00000016193
ovis_aries ENSOARG00000004447
cavia_aperea ENSCAPG00000005670
carlito_syrichta ENSTSYG00000009092
propithecus_coquereli ENSPCOG00000018866
prolemur_simus ENSPSMG00000011654
microcebus_murinus ENSMICG00000042022
otolemur_garnettii ENSOGAG00000011045
tupaia_belangeri ENSTBEG00000015188
mesocricetus_auratus ENSMAUG00000020418
erinaceus_europaeus ENSEEUG00000010018
bos_mutus ENSBMUG00000002129
bos_taurus ENSBTAG00000003382
bison_bison_bison ENSBBBG00000010319
capra_hircus ENSCHIG00000015639
tursiops_truncatus ENSTTRG00000013038
vicugna_pacos ENSVPAG00000012263
sus_scrofa ENSSSCG00000021453
ursus_maritimus ENSUMAG00000025438
ailuropoda_melanoleuca ENSAMEG00000004075
ursus_americanus ENSUAMG00000017680
