amphiprion_percula ENSAPEG00000018164
amphiprion_ocellaris ENSAOCG00000015924
acanthochromis_polyacanthus ENSAPOG00000023910
oryzias_latipes ENSORLG00020019457
oryzias_latipes ENSORLG00000030162
oryzias_latipes_asm223469v1 ENSORLG00015017848
oryzias_melastigma ENSOMEG00000011779
haplochromis_burtoni ENSHBUG00000021225
maylandia_zebra ENSMZEG00005010816
oreochromis_niloticus ENSONIG00000016850
neolamprologus_brichardi ENSNBRG00000001541
tetraodon_nigroviridis ENSTNIG00000018499
takifugu_rubripes ENSTRUG00000025096
xiphophorus_maculatus ENSXMAG00000009378
poecilia_formosa ENSPFOG00000015655
poecilia_mexicana ENSPMEG00000005417
poecilia_latipinna ENSPLAG00000004634
poecilia_reticulata ENSPREG00000011513
xiphophorus_couchianus ENSXCOG00000014903
gambusia_affinis ENSGAFG00000017393
fundulus_heteroclitus ENSFHEG00000007577
cyprinodon_variegatus ENSCVAG00000001061
kryptolebias_marmoratus ENSKMAG00000012638
hippocampus_comes ENSHCOG00000008769
labrus_bergylta ENSLBEG00000000842
gasterosteus_aculeatus ENSGACG00000018851
monopterus_albus ENSMALG00000016752
mastacembelus_armatus ENSMAMG00000009086
anabas_testudineus ENSATEG00000012772
seriola_dumerili ENSSDUG00000006897
scophthalmus_maximus ENSSMAG00000020519
cynoglossus_semilaevis ENSCSEG00000010422
