mastacembelus_armatus ENSMAMG00000008504
monopterus_albus ENSMALG00000018678
anabas_testudineus ENSATEG00000016349
labrus_bergylta ENSLBEG00000016743
mola_mola ENSMMOG00000014203
gasterosteus_aculeatus ENSGACG00000019828
seriola_dumerili ENSSDUG00000021459
seriola_lalandi_dorsalis ENSSLDG00000024092
amphiprion_ocellaris ENSAOCG00000023100
amphiprion_ocellaris ENSAOCG00000012555
amphiprion_percula ENSAPEG00000020711
acanthochromis_polyacanthus ENSAPOG00000008817
stegastes_partitus ENSSPAG00000017399
poecilia_latipinna ENSPLAG00000012436
poecilia_formosa ENSPFOG00000001529
poecilia_mexicana ENSPMEG00000009973
poecilia_reticulata ENSPREG00000000639
gambusia_affinis ENSGAFG00000014993
xiphophorus_maculatus ENSXMAG00000017041
xiphophorus_couchianus ENSXCOG00000006356
fundulus_heteroclitus ENSFHEG00000005355
cyprinodon_variegatus ENSCVAG00000008391
kryptolebias_marmoratus ENSKMAG00000006969
oryzias_latipes_asm223469v1 ENSORLG00015009872
oryzias_latipes ENSORLG00020012012
oryzias_latipes ENSORLG00000005636
oryzias_melastigma ENSOMEG00000008624
astatotilapia_calliptera ENSACLG00000021217
maylandia_zebra ENSMZEG00005003439
pundamilia_nyererei ENSPNYG00000019049
oreochromis_niloticus ENSONIG00000013542
amphilophus_citrinellus ENSACIG00000000685
haplochromis_burtoni ENSHBUG00000016533
neolamprologus_brichardi ENSNBRG00000006277
scophthalmus_maximus ENSSMAG00000017554
takifugu_rubripes ENSTRUG00000004932
tetraodon_nigroviridis ENSTNIG00000013828
hippocampus_comes ENSHCOG00000010032
cynoglossus_semilaevis ENSCSEG00000016742
periophthalmus_magnuspinnatus ENSPMGG00000015636
gadus_morhua ENSGMOG00000011030
esox_lucius ENSELUG00000001768
pygocentrus_nattereri ENSPNAG00000019377
astyanax_mexicanus ENSAMXG00000039443
ictalurus_punctatus ENSIPUG00000003854
danio_rerio ENSDARG00000024109
danio_rerio ENSDARG00000090570
paramormyrops_kingsleyae ENSPKIG00000023709
scleropages_formosus ENSSFOG00015018622
lepisosteus_oculatus ENSLOCG00000001830
procavia_capensis ENSPCAG00000002859
loxodonta_africana ENSLAFG00000022166
echinops_telfairi ENSETEG00000015047
erinaceus_europaeus ENSEEUG00000006396
sorex_araneus ENSSARG00000003114
equus_caballus ENSECAG00000000898
oryctolagus_cuniculus ENSOCUG00000016577
ochotona_princeps ENSOPRG00000010939
carlito_syrichta ENSTSYG00000034974
carlito_syrichta ENSTSYG00000032121
bos_mutus ENSBMUG00000015090
bos_taurus ENSBTAG00000003073
bison_bison_bison ENSBBBG00000020723
ovis_aries ENSOARG00000004014
capra_hircus ENSCHIG00000010908
sus_scrofa ENSSSCG00000022687
tursiops_truncatus ENSTTRG00000010210
vicugna_pacos ENSVPAG00000005889
pteropus_vampyrus ENSPVAG00000017097
equus_asinus_asinus ENSEASG00005020014
mustela_putorius_furo ENSMPUG00000013317
neovison_vison ENSNVIG00000019988
ursus_americanus ENSUAMG00000015235
ursus_maritimus ENSUMAG00000000527
ailuropoda_melanoleuca ENSAMEG00000018093
canis_lupus_dingo ENSCAFG00020014034
canis_lupus_familiaris ENSCAFG00000014746
vulpes_vulpes ENSVVUG00000029786
panthera_tigris_altaica ENSPTIG00000010415
panthera_pardus ENSPPRG00000004526
felis_catus ENSFCAG00000014660
callithrix_jacchus ENSCJAG00000018311
saimiri_boliviensis_boliviensis ENSSBOG00000024359
cebus_capucinus ENSCCAG00000025805
aotus_nancymaae ENSANAG00000032686
pan_troglodytes ENSPTRG00000003815
pan_paniscus ENSPPAG00000030104
homo_sapiens ENSG00000110583
gorilla_gorilla ENSGGOG00000023645
pongo_abelii ENSPPYG00000003123
nomascus_leucogenys ENSNLEG00000029469
colobus_angolensis_palliatus ENSCANG00000042241
piliocolobus_tephrosceles ENSPTEG00000018337
rhinopithecus_bieti ENSRBIG00000031380
rhinopithecus_roxellana ENSRROG00000040534
macaca_fascicularis ENSMFAG00000034118
macaca_nemestrina ENSMNEG00000032942
macaca_mulatta ENSMMUG00000018632
cercocebus_atys ENSCATG00000035111
papio_anubis ENSPANG00000002369
theropithecus_gelada ENSTGEG00000013445
chlorocebus_sabaeus ENSCSAG00000006886
mandrillus_leucophaeus ENSMLEG00000040713
prolemur_simus ENSPSMG00000003280
microcebus_murinus ENSMICG00000016908
propithecus_coquereli ENSPCOG00000020757
otolemur_garnettii ENSOGAG00000013369
dipodomys_ordii ENSDORG00000011271
castor_canadensis ENSCCNG00000026014
cricetulus_griseus_crigri ENSCGRG00000009896
cricetulus_griseus_chok1gshd ENSCGRG00001004057
cricetulus_griseus_crigri-picr ENSCGRG00015010317
cricetulus_griseus_chok1gshd ENSCGRG00001020543
cricetulus_griseus_crigri ENSCGRG00000012044
mesocricetus_auratus ENSMAUG00000013206
peromyscus_maniculatus_bairdii ENSPEMG00000014476
microtus_ochrogaster ENSMOCG00000014326
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023544
mus_spicilegus ENSMSIG00000019717
mus_musculus ENSMUSG00000024764
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022634
mus_pahari MGP_PahariEiJ_G0014128
rattus_norvegicus ENSRNOG00000021179
meriones_unguiculatus ENSMUGG00000004730
nannospalax_galili ENSNGAG00000016245
jaculus_jaculus ENSJJAG00000010926
chinchilla_lanigera ENSCLAG00000016890
octodon_degus ENSODEG00000015735
cavia_porcellus ENSCPOG00000001891
cavia_aperea ENSCAPG00000016726
heterocephalus_glaber_female ENSHGLG00000013175
heterocephalus_glaber_male ENSHGLG00100017625
heterocephalus_glaber_male ENSHGLG00100009828
heterocephalus_glaber_female ENSHGLG00000010453
heterocephalus_glaber_female ENSHGLG00000002448
heterocephalus_glaber_male ENSHGLG00100015832
fukomys_damarensis ENSFDAG00000011226
ictidomys_tridecemlineatus ENSSTOG00000011363
spermophilus_dauricus ENSSDAG00000009145
urocitellus_parryii ENSUPAG00010008016
marmota_marmota_marmota ENSMMMG00000007472
tupaia_belangeri ENSTBEG00000003305
dasypus_novemcinctus ENSDNOG00000037229
choloepus_hoffmanni ENSCHOG00000010830
myotis_lucifugus ENSMLUG00000012222
phascolarctos_cinereus ENSPCIG00000035706
notamacropus_eugenii ENSMEUG00000012858
monodelphis_domestica ENSMODG00000008821
sarcophilus_harrisii ENSSHAG00000005153
ornithorhynchus_anatinus ENSOANG00000012758
anolis_carolinensis ENSACAG00000012434
pogona_vitticeps ENSPVIG00000005936
notechis_scutatus ENSNSUG00000007140
salvator_merianae ENSSMRG00000010214
sphenodon_punctatus ENSSPUG00000008279
chelonoidis_abingdonii ENSCABG00000000700
gopherus_agassizii ENSGAGG00000011948
chrysemys_picta_bellii ENSCPBG00000023507
pelodiscus_sinensis ENSPSIG00000007661
apteryx_haastii ENSAHAG00000005956
apteryx_owenii ENSAOWG00000001863
apteryx_rowi ENSARWG00000015140
gallus_gallus ENSGALG00000038219
coturnix_japonica ENSCJPG00005000425
numida_meleagris ENSNMEG00000002989
calidris_pugnax ENSCPUG00000005749
xenopus_tropicalis ENSXETG00000002713
lonchura_striata_domestica ENSLSDG00000007208
taeniopygia_guttata ENSTGUG00000015347
ficedula_albicollis ENSFALG00000011387
cyanistes_caeruleus ENSCCEG00000018663
petromyzon_marinus ENSPMAG00000002401
latimeria_chalumnae ENSLACG00000012164
scleropages_formosus ENSSFOG00015008154
eptatretus_burgeri ENSEBUG00000001192
ciona_savignyi ENSCSAVG00000005328
drosophila_melanogaster FBgn0039687
caenorhabditis_elegans_strain_n2 WBGene00021392
