taeniopygia_guttata ENSTGUG00000009244
lonchura_striata_domestica ENSLSDG00000002041
serinus_canaria ENSSCAG00000006509
junco_hyemalis ENSJHYG00000013157
zonotrichia_albicollis ENSZALG00000010769
ficedula_albicollis ENSFALG00000011345
cyanistes_caeruleus ENSCCEG00000004985
anas_platyrhynchos_platyrhynchos ENSAPLG00000004025
apteryx_owenii ENSAOWG00000017745
apteryx_rowi ENSARWG00000016449
apteryx_haastii ENSAHAG00000002774
nothoprocta_perdicaria ENSNPEG00000008312
crocodylus_porosus ENSCPRG00005001269
chrysemys_picta_bellii ENSCPBG00000005877
pogona_vitticeps ENSPVIG00000008758
notechis_scutatus ENSNSUG00000003346
