sphenodon_punctatus ENSSPUG00000006533
serinus_canaria ENSSCAG00000000773
equus_asinus_asinus ENSEASG00005017193
vulpes_vulpes ENSVVUG00000001550
prolemur_simus ENSPSMG00000000184
mus_spicilegus ENSMSIG00000027028
scleropages_formosus ENSSFOG00015020137
paramormyrops_kingsleyae ENSPKIG00000006133
oryzias_latipes_asm223469v1 ENSORLG00015007213
oryzias_latipes ENSORLG00020010449
oryzias_latipes ENSORLG00000003475
oryzias_melastigma ENSOMEG00000001355
scophthalmus_maximus ENSSMAG00000010508
poecilia_reticulata ENSPREG00000010248
esox_lucius ENSELUG00000010664
pygocentrus_nattereri ENSPNAG00000028087
astyanax_mexicanus ENSAMXG00000031816
ictalurus_punctatus ENSIPUG00000006989
scleropages_formosus ENSSFOG00015007885
paramormyrops_kingsleyae ENSPKIG00000019889
ornithorhynchus_anatinus ENSOANG00000002346
notechis_scutatus ENSNSUG00000020426
pogona_vitticeps ENSPVIG00000011461
salvator_merianae ENSSMRG00000007157
latimeria_chalumnae ENSLACG00000007844
phascolarctos_cinereus ENSPCIG00000024691
notamacropus_eugenii ENSMEUG00000008781
monodelphis_domestica ENSMODG00000023092
sarcophilus_harrisii ENSSHAG00000007149
gopherus_agassizii ENSGAGG00000017039
chelonoidis_abingdonii ENSCABG00000014367
chrysemys_picta_bellii ENSCPBG00000013708
pelodiscus_sinensis ENSPSIG00000007037
lepisosteus_oculatus ENSLOCG00000001199
heterocephalus_glaber_male ENSHGLG00100006318
heterocephalus_glaber_female ENSHGLG00000010365
fukomys_damarensis ENSFDAG00000017964
otolemur_garnettii ENSOGAG00000032833
carlito_syrichta ENSTSYG00000028478
castor_canadensis ENSCCNG00000019372
dipodomys_ordii ENSDORG00000015304
microtus_ochrogaster ENSMOCG00000006039
peromyscus_maniculatus_bairdii ENSPEMG00000019163
cricetulus_griseus_crigri ENSCGRG00000014088
cricetulus_griseus_chok1gshd ENSCGRG00001010067
cricetulus_griseus_crigri-picr ENSCGRG00015019682
mesocricetus_auratus ENSMAUG00000001598
mus_musculus ENSMUSG00000062380
mus_spicilegus ENSMSIG00000013934
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032808
mus_spicilegus ENSMSIG00000000697
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031690
mus_pahari MGP_PahariEiJ_G0023288
rattus_norvegicus ENSRNOG00000017209
nannospalax_galili ENSNGAG00000015483
cavia_porcellus ENSCPOG00000040330
cavia_aperea ENSCAPG00000000258
chinchilla_lanigera ENSCLAG00000000859
octodon_degus ENSODEG00000003944
heterocephalus_glaber_male ENSHGLG00100014528
heterocephalus_glaber_female ENSHGLG00000013697
loxodonta_africana ENSLAFG00000029730
procavia_capensis ENSPCAG00000004022
microcebus_murinus ENSMICG00000000079
propithecus_coquereli ENSPCOG00000014460
tupaia_belangeri ENSTBEG00000000469
equus_caballus ENSECAG00000012818
equus_asinus_asinus ENSEASG00005001460
canis_lupus_familiaris ENSCAFG00000010760
canis_lupus_dingo ENSCAFG00020009201
vulpes_vulpes ENSVVUG00000025349
myotis_lucifugus ENSMLUG00000000989
bos_mutus ENSBMUG00000011520
bos_taurus ENSBTAG00000023730
bison_bison_bison ENSBBBG00000016440
capra_hircus ENSCHIG00000026725
ovis_aries ENSOARG00000014989
ursus_americanus ENSUAMG00000015566
ursus_maritimus ENSUMAG00000009594
ailuropoda_melanoleuca ENSAMEG00000001384
canis_lupus_familiaris ENSCAFG00000019807
canis_lupus_dingo ENSCAFG00020005574
vulpes_vulpes ENSVVUG00000004450
mustela_putorius_furo ENSMPUG00000006991
neovison_vison ENSNVIG00000011400
panthera_pardus ENSPPRG00000024068
panthera_tigris_altaica ENSPTIG00000012105
felis_catus ENSFCAG00000007697
sus_scrofa ENSSSCG00000002639
oryctolagus_cuniculus ENSOCUG00000027557
ochotona_princeps ENSOPRG00000003036
prolemur_simus ENSPSMG00000011124
tursiops_truncatus ENSTTRG00000005014
sorex_araneus ENSSARG00000001771
pteropus_vampyrus ENSPVAG00000003011
jaculus_jaculus ENSJJAG00000016752
meriones_unguiculatus ENSMUGG00000011229
marmota_marmota_marmota ENSMMMG00000007969
spermophilus_dauricus ENSSDAG00000005394
ictidomys_tridecemlineatus ENSSTOG00000025687
cebus_capucinus ENSCCAG00000036878
saimiri_boliviensis_boliviensis ENSSBOG00000027941
callithrix_jacchus ENSCJAG00000004826
callithrix_jacchus ENSCJAG00000007726
aotus_nancymaae ENSANAG00000027000
aotus_nancymaae ENSANAG00000003067
pongo_abelii ENSPPYG00000007678
homo_sapiens ENSG00000258947
nomascus_leucogenys ENSNLEG00000032386
macaca_nemestrina ENSMNEG00000042492
macaca_fascicularis ENSMFAG00000033629
theropithecus_gelada ENSTGEG00000022564
chlorocebus_sabaeus ENSCSAG00000002706
piliocolobus_tephrosceles ENSPTEG00000038788
pan_paniscus ENSPPAG00000029262
pan_troglodytes ENSPTRG00000008496
homo_sapiens ENSG00000198211
gorilla_gorilla ENSGGOG00000002192
nomascus_leucogenys ENSNLEG00000015940
papio_anubis ENSPANG00000006306
mandrillus_leucophaeus ENSMLEG00000033479
cercocebus_atys ENSCATG00000035342
macaca_mulatta ENSMMUG00000029059
rhinopithecus_roxellana ENSRROG00000043611
rhinopithecus_bieti ENSRBIG00000035660
colobus_angolensis_palliatus ENSCANG00000028701
macaca_fascicularis ENSMFAG00000041788
macaca_mulatta ENSMMUG00000048957
cercocebus_atys ENSCATG00000043258
mandrillus_leucophaeus ENSMLEG00000036657
rhinopithecus_bieti ENSRBIG00000029173
rhinopithecus_roxellana ENSRROG00000039270
echinops_telfairi ENSETEG00000011447
dasypus_novemcinctus ENSDNOG00000044521
ficedula_albicollis ENSFALG00000003024
cyanistes_caeruleus ENSCCEG00000003945
lonchura_striata_domestica ENSLSDG00000005389
junco_hyemalis ENSJHYG00000006105
lepidothrix_coronata ENSLCOG00000012399
manacus_vitellinus ENSMVIG00005013571
calidris_pugnax ENSCPUG00000010639
calidris_pugnax ENSCPUG00000010640
calidris_pygmaea ENSCPGG00000018458
apteryx_owenii ENSAOWG00000007295
gallus_gallus ENSGALG00000000059
meleagris_gallopavo ENSMGAG00000000617
numida_meleagris ENSNMEG00000005297
apteryx_rowi ENSARWG00000005513
apteryx_haastii ENSAHAG00000005749
dromaius_novaehollandiae ENSDNVG00000010412
nothoprocta_perdicaria ENSNPEG00000004904
crocodylus_porosus ENSCPRG00005007983
