latimeria_chalumnae ENSLACG00000016996
ornithorhynchus_anatinus ENSOANG00000004260
pygocentrus_nattereri ENSPNAG00000000412
astyanax_mexicanus ENSAMXG00000034720
ictalurus_punctatus ENSIPUG00000000295
scleropages_formosus ENSSFOG00015016541
paramormyrops_kingsleyae ENSPKIG00000016650
astatotilapia_calliptera ENSACLG00000007121
maylandia_zebra ENSMZEG00005003474
haplochromis_burtoni ENSHBUG00000023219
pundamilia_nyererei ENSPNYG00000009743
neolamprologus_brichardi ENSNBRG00000010240
oreochromis_niloticus ENSONIG00000009554
amphilophus_citrinellus ENSACIG00000022878
stegastes_partitus ENSSPAG00000022433
fundulus_heteroclitus ENSFHEG00000004437
cyprinodon_variegatus ENSCVAG00000003467
poecilia_formosa ENSPFOG00000004232
poecilia_mexicana ENSPMEG00000005798
poecilia_reticulata ENSPREG00000021168
xiphophorus_maculatus ENSXMAG00000028435
xiphophorus_couchianus ENSXCOG00000011982
kryptolebias_marmoratus ENSKMAG00000020485
oryzias_latipes ENSORLG00020002172
oryzias_latipes_asm223469v1 ENSORLG00015006522
oryzias_latipes ENSORLG00000029377
oryzias_melastigma ENSOMEG00000002507
takifugu_rubripes ENSTRUG00000021332
tetraodon_nigroviridis ENSTNIG00000003885
hippocampus_comes ENSHCOG00000019750
periophthalmus_magnuspinnatus ENSPMGG00000020293
seriola_lalandi_dorsalis ENSSLDG00000015193
scophthalmus_maximus ENSSMAG00000004220
gasterosteus_aculeatus ENSGACG00000007126
amphiprion_percula ENSAPEG00000016438
gambusia_affinis ENSGAFG00000008980
anabas_testudineus ENSATEG00000022566
monopterus_albus ENSMALG00000016441
labrus_bergylta ENSLBEG00000015204
mola_mola ENSMMOG00000010903
seriola_dumerili ENSSDUG00000022946
cynoglossus_semilaevis ENSCSEG00000007598
oryzias_latipes_asm223469v1 ENSORLG00015006512
oryzias_latipes ENSORLG00000027791
mastacembelus_armatus ENSMAMG00000003912
danio_rerio ENSDARG00000075459
gadus_morhua ENSGMOG00000004051
esox_lucius ENSELUG00000010340
acanthochromis_polyacanthus ENSAPOG00000013474
lepisosteus_oculatus ENSLOCG00000003949
amphiprion_ocellaris ENSAOCG00000016330
amphiprion_ocellaris ENSAOCG00000016290
oryzias_melastigma ENSOMEG00000000044
gasterosteus_aculeatus ENSGACG00000005743
cynoglossus_semilaevis ENSCSEG00000020346
gadus_morhua ENSGMOG00000005448
scleropages_formosus ENSSFOG00015016571
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019990
anolis_carolinensis ENSACAG00000011319
pogona_vitticeps ENSPVIG00000013478
notechis_scutatus ENSNSUG00000008457
salvator_merianae ENSSMRG00000022381
sphenodon_punctatus ENSSPUG00000017039
apteryx_haastii ENSAHAG00000015876
apteryx_owenii ENSAOWG00000003178
apteryx_rowi ENSARWG00000006618
nothoprocta_perdicaria ENSNPEG00000013121
dromaius_novaehollandiae ENSDNVG00000009977
taeniopygia_guttata ENSTGUG00000008070
taeniopygia_guttata ENSTGUG00000018297
junco_hyemalis ENSJHYG00000018061
serinus_canaria ENSSCAG00000017133
cyanistes_caeruleus ENSCCEG00000017320
ficedula_albicollis ENSFALG00000007460
melopsittacus_undulatus ENSMUNG00000014019
meleagris_gallopavo ENSMGAG00000007974
coturnix_japonica ENSCJPG00005018878
gallus_gallus ENSGALG00000050857
numida_meleagris ENSNMEG00000002430
anas_platyrhynchos_platyrhynchos ENSAPLG00000020052
manacus_vitellinus ENSMVIG00005017010
lepidothrix_coronata ENSLCOG00000006716
lonchura_striata_domestica ENSLSDG00000016725
anser_brachyrhynchus ENSABRG00000012909
calidris_pugnax ENSCPUG00000009126
calidris_pygmaea ENSCPGG00000018153
crocodylus_porosus ENSCPRG00005000329
gopherus_agassizii ENSGAGG00000008060
chelonoidis_abingdonii ENSCABG00000014733
chrysemys_picta_bellii ENSCPBG00000012772
pelodiscus_sinensis ENSPSIG00000016423
pteropus_vampyrus ENSPVAG00000013571
myotis_lucifugus ENSMLUG00000002230
equus_caballus ENSECAG00000007449
equus_asinus_asinus ENSEASG00005019455
neovison_vison ENSNVIG00000024462
mustela_putorius_furo ENSMPUG00000009020
ailuropoda_melanoleuca ENSAMEG00000017001
vulpes_vulpes ENSVVUG00000020905
ursus_americanus ENSUAMG00000023785
ursus_maritimus ENSUMAG00000015541
canis_lupus_familiaris ENSCAFG00000006544
panthera_pardus ENSPPRG00000002770
panthera_tigris_altaica ENSPTIG00000012669
felis_catus ENSFCAG00000041721
vicugna_pacos ENSVPAG00000010483
vicugna_pacos ENSVPAG00000008009
sus_scrofa ENSSSCG00000010377
capra_hircus ENSCHIG00000023856
ovis_aries ENSOARG00000001287
bos_mutus ENSBMUG00000020321
bison_bison_bison ENSBBBG00000010114
tursiops_truncatus ENSTTRG00000016298
sorex_araneus ENSSARG00000014573
erinaceus_europaeus ENSEEUG00000005793
homo_sapiens ENSG00000204179
gorilla_gorilla ENSGGOG00000041923
pan_troglodytes ENSPTRG00000002476
pan_paniscus ENSPPAG00000038732
pongo_abelii ENSPPYG00000002243
nomascus_leucogenys ENSNLEG00000015465
rhinopithecus_roxellana ENSRROG00000034822
rhinopithecus_bieti ENSRBIG00000027187
colobus_angolensis_palliatus ENSCANG00000031371
piliocolobus_tephrosceles ENSPTEG00000022817
theropithecus_gelada ENSTGEG00000014008
papio_anubis ENSPANG00000022629
macaca_fascicularis ENSMFAG00000032692
macaca_mulatta ENSMMUG00000010209
macaca_nemestrina ENSMNEG00000035527
chlorocebus_sabaeus ENSCSAG00000010028
cercocebus_atys ENSCATG00000032128
mandrillus_leucophaeus ENSMLEG00000043952
saimiri_boliviensis_boliviensis ENSSBOG00000028737
cebus_capucinus ENSCCAG00000020289
callithrix_jacchus ENSCJAG00000013632
aotus_nancymaae ENSANAG00000024451
carlito_syrichta ENSTSYG00000009425
propithecus_coquereli ENSPCOG00000014055
prolemur_simus ENSPSMG00000025386
microcebus_murinus ENSMICG00000007849
otolemur_garnettii ENSOGAG00000001986
mus_musculus ENSMUSG00000021940
mus_spicilegus ENSMSIG00000013483
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019104
mus_pahari MGP_PahariEiJ_G0030121
rattus_norvegicus ENSRNOG00000020203
meriones_unguiculatus ENSMUGG00000011951
cricetulus_griseus_chok1gshd ENSCGRG00001005792
cricetulus_griseus_crigri ENSCGRG00000014392
cricetulus_griseus_crigri-picr ENSCGRG00015019186
mesocricetus_auratus ENSMAUG00000001430
peromyscus_maniculatus_bairdii ENSPEMG00000010655
microtus_ochrogaster ENSMOCG00000007405
