tetraodon_nigroviridis ENSTNIG00000002849
takifugu_rubripes ENSTRUG00000024527
cynoglossus_semilaevis ENSCSEG00000005377
poecilia_formosa ENSPFOG00000002727
poecilia_mexicana ENSPMEG00000007279
poecilia_latipinna ENSPLAG00000015735
poecilia_reticulata ENSPREG00000014859
xiphophorus_maculatus ENSXMAG00000025617
xiphophorus_couchianus ENSXCOG00000013052
fundulus_heteroclitus ENSFHEG00000014091
cyprinodon_variegatus ENSCVAG00000001197
oryzias_latipes_asm223469v1 ENSORLG00015021145
oryzias_latipes ENSORLG00020002098
oryzias_latipes ENSORLG00000002289
oryzias_melastigma ENSOMEG00000021466
monopterus_albus ENSMALG00000006511
amphiprion_percula ENSAPEG00000018595
amphiprion_ocellaris ENSAOCG00000018629
acanthochromis_polyacanthus ENSAPOG00000016147
stegastes_partitus ENSSPAG00000018018
kryptolebias_marmoratus ENSKMAG00000007626
labrus_bergylta ENSLBEG00000013254
gasterosteus_aculeatus ENSGACG00000000356
mola_mola ENSMMOG00000011481
mastacembelus_armatus ENSMAMG00000009729
anabas_testudineus ENSATEG00000010404
seriola_lalandi_dorsalis ENSSLDG00000006448
seriola_dumerili ENSSDUG00000000284
scophthalmus_maximus ENSSMAG00000017422
hippocampus_comes ENSHCOG00000012755
maylandia_zebra ENSMZEG00005027908
pundamilia_nyererei ENSPNYG00000005386
astatotilapia_calliptera ENSACLG00000019109
astatotilapia_calliptera ENSACLG00000019494
haplochromis_burtoni ENSHBUG00000016957
neolamprologus_brichardi ENSNBRG00000024292
oreochromis_niloticus ENSONIG00000013674
amphilophus_citrinellus ENSACIG00000023320
periophthalmus_magnuspinnatus ENSPMGG00000010522
gadus_morhua ENSGMOG00000007365
esox_lucius ENSELUG00000004990
pygocentrus_nattereri ENSPNAG00000019300
astyanax_mexicanus ENSAMXG00000037894
ictalurus_punctatus ENSIPUG00000003241
danio_rerio ENSDARG00000036897
scleropages_formosus ENSSFOG00015014565
paramormyrops_kingsleyae ENSPKIG00000012734
periophthalmus_magnuspinnatus ENSPMGG00000008264
hippocampus_comes ENSHCOG00000004321
xiphophorus_maculatus ENSXMAG00000010246
xiphophorus_couchianus ENSXCOG00000010228
gambusia_affinis ENSGAFG00000016077
poecilia_latipinna ENSPLAG00000011297
poecilia_mexicana ENSPMEG00000009468
poecilia_reticulata ENSPREG00000002621
cyprinodon_variegatus ENSCVAG00000002272
fundulus_heteroclitus ENSFHEG00000006258
kryptolebias_marmoratus ENSKMAG00000001795
oryzias_latipes ENSORLG00000030047
oryzias_latipes ENSORLG00020020561
oryzias_latipes_asm223469v1 ENSORLG00015020760
oryzias_melastigma ENSOMEG00000006023
acanthochromis_polyacanthus ENSAPOG00000010342
cynoglossus_semilaevis ENSCSEG00000002639
amphiprion_percula ENSAPEG00000014163
amphiprion_ocellaris ENSAOCG00000002342
stegastes_partitus ENSSPAG00000001299
haplochromis_burtoni ENSHBUG00000015820
maylandia_zebra ENSMZEG00005019624
pundamilia_nyererei ENSPNYG00000010057
neolamprologus_brichardi ENSNBRG00000012579
oreochromis_niloticus ENSONIG00000017507
astatotilapia_calliptera ENSACLG00000022021
