ursus_americanus ENSUAMG00000027144
ursus_maritimus ENSUMAG00000014360
ailuropoda_melanoleuca ENSAMEG00000006650
neovison_vison ENSNVIG00000021007
mustela_putorius_furo ENSMPUG00000013858
canis_lupus_familiaris ENSCAFG00000015786
canis_lupus_dingo ENSCAFG00020013070
vulpes_vulpes ENSVVUG00000029863
panthera_pardus ENSPPRG00000014079
panthera_tigris_altaica ENSPTIG00000019100
felis_catus ENSFCAG00000008863
pteropus_vampyrus ENSPVAG00000003455
ovis_aries ENSOARG00000015011
capra_hircus ENSCHIG00000010262
bos_taurus ENSBTAG00000001188
bos_mutus ENSBMUG00000023222
bison_bison_bison ENSBBBG00000019099
tursiops_truncatus ENSTTRG00000002464
sus_scrofa ENSSSCG00000033054
equus_caballus ENSECAG00000013399
equus_asinus_asinus ENSEASG00005009310
erinaceus_europaeus ENSEEUG00000009789
dasypus_novemcinctus ENSDNOG00000034552
loxodonta_africana ENSLAFG00000009942
procavia_capensis ENSPCAG00000015467
echinops_telfairi ENSETEG00000012030
castor_canadensis ENSCCNG00000017313
dipodomys_ordii ENSDORG00000004023
cricetulus_griseus_crigri-picr ENSCGRG00015004474
cricetulus_griseus_chok1gshd ENSCGRG00001013656
cricetulus_griseus_crigri ENSCGRG00000016001
mesocricetus_auratus ENSMAUG00000012854
microtus_ochrogaster ENSMOCG00000012581
peromyscus_maniculatus_bairdii ENSPEMG00000003110
mus_spicilegus ENSMSIG00000030067
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023580
mus_musculus ENSMUSG00000071648
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022667
mus_pahari MGP_PahariEiJ_G0014161
rattus_norvegicus ENSRNOG00000019858
meriones_unguiculatus ENSMUGG00000002482
nannospalax_galili ENSNGAG00000011407
jaculus_jaculus ENSJJAG00000016209
urocitellus_parryii ENSUPAG00010005099
ictidomys_tridecemlineatus ENSSTOG00000023639
spermophilus_dauricus ENSSDAG00000006675
marmota_marmota_marmota ENSMMMG00000002567
pan_troglodytes ENSPTRG00000003773
pan_troglodytes ENSPTRG00000050642
pan_paniscus ENSPPAG00000035434
homo_sapiens ENSG00000149489
gorilla_gorilla ENSGGOG00000013599
pongo_abelii ENSPPYG00000003159
nomascus_leucogenys ENSNLEG00000003950
cercocebus_atys ENSCATG00000043968
mandrillus_leucophaeus ENSMLEG00000005548
papio_anubis ENSPANG00000015653
macaca_nemestrina ENSMNEG00000040388
macaca_fascicularis ENSMFAG00000002310
theropithecus_gelada ENSTGEG00000016053
chlorocebus_sabaeus ENSCSAG00000006620
piliocolobus_tephrosceles ENSPTEG00000013267
colobus_angolensis_palliatus ENSCANG00000043000
