urocitellus_parryii ENSUPAG00010002885
marmota_marmota ENSMMMG00000005225
chinchilla_lanigera ENSCLAG00000011392
bos_indicus ENSBIXG00000018932
bos_indicus ENSBIXG00005016363
bison_bison ENSBBBG00000019960
bos_mutus ENSBMUG00000017589
bos_taurus ENSBTAG00000053439
bos_indicus ENSBIXG00005016407
bos_taurus ENSBTAG00000049782
bos_mutus ENSBMUG00000008373
bos_taurus ENSBTAG00000017328
bos_indicus ENSBIXG00000018957
bos_indicus ENSBIXG00005016429
bison_bison ENSBBBG00000024741
bison_bison ENSBBBG00000012704
bos_indicus ENSBIXG00000018948
bison_bison ENSBBBG00000006661
capra_hircus ENSCHIG00000025619
ovis_aries ENSOARG00000006087
sus_scrofa ENSSSCG00000035296
bos_indicus ENSBIXG00005002622
bos_mutus ENSBMUG00000022395
bos_taurus ENSBTAG00000026119
bison_bison ENSBBBG00000012697
ovis_aries ENSOARG00000020012
ovis_aries ENSOARG00000006091
sus_scrofa ENSSSCG00000035724
equus_caballus ENSECAG00000001476
equus_asinus ENSEASG00005023388
