notechis_scutatus ENSNSUG00000002421
chrysemys_picta_bellii ENSCPBG00000009601
cricetulus_griseus_crigri ENSCGRG00000013727
cricetulus_griseus_chok1gshd ENSCGRG00001015648
mesocricetus_auratus ENSMAUG00000000355
microtus_ochrogaster ENSMOCG00000008861
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020099
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019207
mus_pahari MGP_PahariEiJ_G0030230
rattus_norvegicus ENSRNOG00000042516
nannospalax_galili ENSNGAG00000021139
jaculus_jaculus ENSJJAG00000007593
heterocephalus_glaber_female ENSHGLG00000003425
fukomys_damarensis ENSFDAG00000019022
cavia_porcellus ENSCPOG00000032673
octodon_degus ENSODEG00000001733
ictidomys_tridecemlineatus ENSSTOG00000031535
dipodomys_ordii ENSDORG00000029048
capra_hircus ENSCHIG00000014050
ursus_maritimus ENSUMAG00000009172
equus_asinus_asinus ENSEASG00005017477
phascolarctos_cinereus ENSPCIG00000023271
