mola_mola ENSMMOG00000016547
takifugu_rubripes ENSTRUG00000010635
seriola_lalandi_dorsalis ENSSLDG00000001661
cynoglossus_semilaevis ENSCSEG00000008084
mastacembelus_armatus ENSMAMG00000003094
acanthochromis_polyacanthus ENSAPOG00000007632
amphiprion_percula ENSAPEG00000008901
stegastes_partitus ENSSPAG00000018003
poecilia_mexicana ENSPMEG00000001459
poecilia_latipinna ENSPLAG00000013219
xiphophorus_maculatus ENSXMAG00000025531
xiphophorus_couchianus ENSXCOG00000013942
cyprinodon_variegatus ENSCVAG00000018894
kryptolebias_marmoratus ENSKMAG00000017620
amphilophus_citrinellus ENSACIG00000003516
neolamprologus_brichardi ENSNBRG00000010317
danio_rerio ENSDARG00000095394
