amphiprion_ocellaris ENSAOCG00000003721
amphiprion_percula ENSAPEG00000008447
acanthochromis_polyacanthus ENSAPOG00000005972
stegastes_partitus ENSSPAG00000017340
maylandia_zebra ENSMZEG00005019045
astatotilapia_calliptera ENSACLG00000013377
pundamilia_nyererei ENSPNYG00000015215
haplochromis_burtoni ENSHBUG00000004993
neolamprologus_brichardi ENSNBRG00000004667
oreochromis_niloticus ENSONIG00000007649
astatotilapia_calliptera ENSACLG00000013389
maylandia_zebra ENSMZEG00005019052
pundamilia_nyererei ENSPNYG00000015240
maylandia_zebra ENSMZEG00005019056
astatotilapia_calliptera ENSACLG00000013394
xiphophorus_maculatus ENSXMAG00000004617
xiphophorus_maculatus ENSXMAG00000029267
xiphophorus_couchianus ENSXCOG00000015575
gambusia_affinis ENSGAFG00000016791
poecilia_formosa ENSPFOG00000022451
poecilia_latipinna ENSPLAG00000013218
poecilia_mexicana ENSPMEG00000008312
poecilia_reticulata ENSPREG00000022726
cyprinodon_variegatus ENSCVAG00000014071
fundulus_heteroclitus ENSFHEG00000013007
kryptolebias_marmoratus ENSKMAG00000021913
labrus_bergylta ENSLBEG00000017792
labrus_bergylta ENSLBEG00000017819
mola_mola ENSMMOG00000004036
mola_mola ENSMMOG00000004037
takifugu_rubripes ENSTRUG00000022507
mastacembelus_armatus ENSMAMG00000012986
monopterus_albus ENSMALG00000018028
anabas_testudineus ENSATEG00000020629
anabas_testudineus ENSATEG00000020623
anabas_testudineus ENSATEG00000020653
seriola_dumerili ENSSDUG00000002821
seriola_lalandi_dorsalis ENSSLDG00000002793
