apteryx_owenii ENSAOWG00000016550
apteryx_haastii ENSAHAG00000016358
apteryx_rowi ENSARWG00000005839
dromaius_novaehollandiae ENSDNVG00000009521
nothoprocta_perdicaria ENSNPEG00000013898
anas_platyrhynchos_platyrhynchos ENSAPLG00000007103
anser_brachyrhynchus ENSABRG00000006470
gallus_gallus ENSGALG00000012783
meleagris_gallopavo ENSMGAG00000013091
coturnix_japonica ENSCJPG00005020301
numida_meleagris ENSNMEG00000012018
manacus_vitellinus ENSMVIG00005017180
lepidothrix_coronata ENSLCOG00000009755
taeniopygia_guttata ENSTGUG00000011307
lonchura_striata_domestica ENSLSDG00000014963
junco_hyemalis ENSJHYG00000007423
zonotrichia_albicollis ENSZALG00000015075
serinus_canaria ENSSCAG00000010208
cyanistes_caeruleus ENSCCEG00000011105
parus_major ENSPMJG00000008917
ficedula_albicollis ENSFALG00000009067
melopsittacus_undulatus ENSMUNG00000003078
calidris_pygmaea ENSCPGG00000010680
calidris_pugnax ENSCPUG00000006511
crocodylus_porosus ENSCPRG00005018180
gopherus_agassizii ENSGAGG00000005303
chelonoidis_abingdonii ENSCABG00000020107
chrysemys_picta_bellii ENSCPBG00000001017
pelodiscus_sinensis ENSPSIG00000014656
anolis_carolinensis ENSACAG00000016657
pogona_vitticeps ENSPVIG00000013452
notechis_scutatus ENSNSUG00000013539
salvator_merianae ENSSMRG00000015983
sphenodon_punctatus ENSSPUG00000007228
phascolarctos_cinereus ENSPCIG00000026251
notamacropus_eugenii ENSMEUG00000013411
sarcophilus_harrisii ENSSHAG00000007093
monodelphis_domestica ENSMODG00000003026
erinaceus_europaeus ENSEEUG00000001043
sorex_araneus ENSSARG00000013910
echinops_telfairi ENSETEG00000015933
ovis_aries ENSOARG00000015112
capra_hircus ENSCHIG00000026869
bos_mutus ENSBMUG00000009435
bos_taurus ENSBTAG00000011392
bison_bison_bison ENSBBBG00000015658
tursiops_truncatus ENSTTRG00000017206
vicugna_pacos ENSVPAG00000008517
sus_scrofa ENSSSCG00000000866
equus_caballus ENSECAG00000008625
equus_asinus_asinus ENSEASG00005020089
ursus_americanus ENSUAMG00000024476
ursus_maritimus ENSUMAG00000019327
ailuropoda_melanoleuca ENSAMEG00000016466
canis_lupus_familiaris ENSCAFG00000007134
canis_lupus_dingo ENSCAFG00020024354
vulpes_vulpes ENSVVUG00000018029
mustela_putorius_furo ENSMPUG00000011862
neovison_vison ENSNVIG00000009645
panthera_pardus ENSPPRG00000015376
panthera_tigris_altaica ENSPTIG00000005437
felis_catus ENSFCAG00000025799
pteropus_vampyrus ENSPVAG00000008122
myotis_lucifugus ENSMLUG00000010644
macaca_nemestrina ENSMNEG00000030777
macaca_fascicularis ENSMFAG00000038552
macaca_mulatta ENSMMUG00000020875
cercocebus_atys ENSCATG00000036055
mandrillus_leucophaeus ENSMLEG00000041171
theropithecus_gelada ENSTGEG00000008067
papio_anubis ENSPANG00000009790
chlorocebus_sabaeus ENSCSAG00000003356
piliocolobus_tephrosceles ENSPTEG00000011491
colobus_angolensis_palliatus ENSCANG00000042206
rhinopithecus_bieti ENSRBIG00000005217
rhinopithecus_roxellana ENSRROG00000036387
pan_paniscus ENSPPAG00000027978
pan_troglodytes ENSPTRG00000005353
homo_sapiens ENSG00000196091
gorilla_gorilla ENSGGOG00000010147
pongo_abelii ENSPPYG00000004874
nomascus_leucogenys ENSNLEG00000006235
saimiri_boliviensis_boliviensis ENSSBOG00000024613
cebus_capucinus ENSCCAG00000034345
aotus_nancymaae ENSANAG00000025760
callithrix_jacchus ENSCJAG00000001676
carlito_syrichta ENSTSYG00000012440
prolemur_simus ENSPSMG00000013038
propithecus_coquereli ENSPCOG00000006158
microcebus_murinus ENSMICG00000012018
otolemur_garnettii ENSOGAG00000001204
tupaia_belangeri ENSTBEG00000013571
castor_canadensis ENSCCNG00000031754
dipodomys_ordii ENSDORG00000004026
mus_spicilegus ENSMSIG00000018042
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016528
mus_musculus ENSMUSG00000020061
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015710
mus_pahari MGP_PahariEiJ_G0031375
rattus_norvegicus ENSRNOG00000056493
meriones_unguiculatus ENSMUGG00000019844
cricetulus_griseus_chok1gshd ENSCGRG00001023486
cricetulus_griseus_crigri-picr ENSCGRG00015014321
cricetulus_griseus_crigri ENSCGRG00000009117
mesocricetus_auratus ENSMAUG00000008414
peromyscus_maniculatus_bairdii ENSPEMG00000021020
microtus_ochrogaster ENSMOCG00000022013
nannospalax_galili ENSNGAG00000021514
cavia_aperea ENSCAPG00000000493
cavia_porcellus ENSCPOG00000011180
chinchilla_lanigera ENSCLAG00000006936
octodon_degus ENSODEG00000012077
heterocephalus_glaber_female ENSHGLG00000007760
heterocephalus_glaber_male ENSHGLG00100002105
fukomys_damarensis ENSFDAG00000016517
jaculus_jaculus ENSJJAG00000020768
urocitellus_parryii ENSUPAG00010002997
spermophilus_dauricus ENSSDAG00000023105
ictidomys_tridecemlineatus ENSSTOG00000003034
marmota_marmota_marmota ENSMMMG00000017763
oryctolagus_cuniculus ENSOCUG00000009276
ochotona_princeps ENSOPRG00000001099
dasypus_novemcinctus ENSDNOG00000014718
choloepus_hoffmanni ENSCHOG00000002617
procavia_capensis ENSPCAG00000001116
loxodonta_africana ENSLAFG00000004666
ornithorhynchus_anatinus ENSOANG00000005576
xenopus_tropicalis ENSXETG00000032982
latimeria_chalumnae ENSLACG00000003430
seriola_lalandi_dorsalis ENSSLDG00000021568
seriola_dumerili ENSSDUG00000000563
scophthalmus_maximus ENSSMAG00000003578
cynoglossus_semilaevis ENSCSEG00000006852
mastacembelus_armatus ENSMAMG00000012896
monopterus_albus ENSMALG00000010159
anabas_testudineus ENSATEG00000019825
fundulus_heteroclitus ENSFHEG00000002637
cyprinodon_variegatus ENSCVAG00000014979
poecilia_formosa ENSPFOG00000010415
poecilia_mexicana ENSPMEG00000002409
poecilia_latipinna ENSPLAG00000003834
poecilia_reticulata ENSPREG00000022909
gambusia_affinis ENSGAFG00000017659
xiphophorus_maculatus ENSXMAG00000001498
kryptolebias_marmoratus ENSKMAG00000010418
oryzias_melastigma ENSOMEG00000005189
oryzias_melastigma ENSOMEG00000017355
oryzias_latipes_asm223469v1 ENSORLG00015010701
oryzias_latipes ENSORLG00000015767
oryzias_latipes ENSORLG00020012351
pundamilia_nyererei ENSPNYG00000016590
haplochromis_burtoni ENSHBUG00000010317
maylandia_zebra ENSMZEG00005003483
astatotilapia_calliptera ENSACLG00000020482
neolamprologus_brichardi ENSNBRG00000009045
oreochromis_niloticus ENSONIG00000000034
amphilophus_citrinellus ENSACIG00000001837
amphiprion_ocellaris ENSAOCG00000001188
amphiprion_percula ENSAPEG00000008858
acanthochromis_polyacanthus ENSAPOG00000000056
acanthochromis_polyacanthus ENSAPOG00000009391
stegastes_partitus ENSSPAG00000023300
labrus_bergylta ENSLBEG00000011012
gasterosteus_aculeatus ENSGACG00000019879
takifugu_rubripes ENSTRUG00000011461
tetraodon_nigroviridis ENSTNIG00000011414
mola_mola ENSMMOG00000001339
periophthalmus_magnuspinnatus ENSPMGG00000002595
hippocampus_comes ENSHCOG00000007504
gadus_morhua ENSGMOG00000003722
esox_lucius ENSELUG00000003611
pygocentrus_nattereri ENSPNAG00000018204
astyanax_mexicanus ENSAMXG00000037531
ictalurus_punctatus ENSIPUG00000017099
danio_rerio ENSDARG00000045560
scleropages_formosus ENSSFOG00015001575
paramormyrops_kingsleyae ENSPKIG00000006680
lepisosteus_oculatus ENSLOCG00000015188
petromyzon_marinus ENSPMAG00000002904
eptatretus_burgeri ENSEBUG00000003263
