pelodiscus_sinensis ENSPSIG00000010846
chrysemys_picta_bellii ENSCPBG00000002619
apteryx_rowi ENSARWG00000002661
apteryx_haastii ENSAHAG00000012181
calidris_pugnax ENSCPUG00000016690
calidris_pygmaea ENSCPGG00000014894
serinus_canaria ENSSCAG00000002971
junco_hyemalis ENSJHYG00000001551
parus_major ENSPMJG00000000743
cyanistes_caeruleus ENSCCEG00000023204
ficedula_albicollis ENSFALG00000014070
gallus_gallus ENSGALG00000006394
meleagris_gallopavo ENSMGAG00000006834
numida_meleagris ENSNMEG00000012337
anas_platyrhynchos_platyrhynchos ENSAPLG00000015598
pogona_vitticeps ENSPVIG00000009612
pteropus_vampyrus ENSPVAG00000002565
myotis_lucifugus ENSMLUG00000030555
bos_mutus ENSBMUG00000024620
bos_taurus ENSBTAG00000007558
bison_bison_bison ENSBBBG00000015522
sus_scrofa ENSSSCG00000007973
equus_caballus ENSECAG00000024931
equus_asinus_asinus ENSEASG00005017854
ursus_americanus ENSUAMG00000013857
ursus_maritimus ENSUMAG00000020732
ailuropoda_melanoleuca ENSAMEG00000003305
neovison_vison ENSNVIG00000014292
mustela_putorius_furo ENSMPUG00000016079
canis_lupus_familiaris ENSCAFG00000023298
canis_lupus_dingo ENSCAFG00020009357
vulpes_vulpes ENSVVUG00000013640
panthera_tigris_altaica ENSPTIG00000013530
panthera_pardus ENSPPRG00000014035
felis_catus ENSFCAG00000003079
sorex_araneus ENSSARG00000011415
heterocephalus_glaber_female ENSHGLG00000002282
heterocephalus_glaber_male ENSHGLG00100004775
fukomys_damarensis ENSFDAG00000010457
octodon_degus ENSODEG00000016050
cavia_porcellus ENSCPOG00000026125
chinchilla_lanigera ENSCLAG00000014909
spermophilus_dauricus ENSSDAG00000019609
marmota_marmota_marmota ENSMMMG00000018763
urocitellus_parryii ENSUPAG00010012738
ictidomys_tridecemlineatus ENSSTOG00000002226
castor_canadensis ENSCCNG00000004988
dipodomys_ordii ENSDORG00000027992
mus_spicilegus ENSMSIG00000024354
mus_musculus ENSMUSG00000020279
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017020
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016175
mus_pahari MGP_PahariEiJ_G0017311
rattus_norvegicus ENSRNOG00000020630
meriones_unguiculatus ENSMUGG00000002003
cricetulus_griseus_chok1gshd ENSCGRG00001023103
cricetulus_griseus_crigri-picr ENSCGRG00015019851
cricetulus_griseus_crigri ENSCGRG00000006005
mesocricetus_auratus ENSMAUG00000014125
microtus_ochrogaster ENSMOCG00000015710
peromyscus_maniculatus_bairdii ENSPEMG00000015108
nannospalax_galili ENSNGAG00000020208
jaculus_jaculus ENSJJAG00000010972
oryctolagus_cuniculus ENSOCUG00000009546
ochotona_princeps ENSOPRG00000008507
microcebus_murinus ENSMICG00000034237
propithecus_coquereli ENSPCOG00000012111
prolemur_simus ENSPSMG00000011396
otolemur_garnettii ENSOGAG00000008201
colobus_angolensis_palliatus ENSCANG00000000984
piliocolobus_tephrosceles ENSPTEG00000029275
rhinopithecus_roxellana ENSRROG00000043848
rhinopithecus_bieti ENSRBIG00000025291
theropithecus_gelada ENSTGEG00000014173
papio_anubis ENSPANG00000004380
cercocebus_atys ENSCATG00000029289
macaca_nemestrina ENSMNEG00000029519
macaca_fascicularis ENSMFAG00000000235
mandrillus_leucophaeus ENSMLEG00000037659
chlorocebus_sabaeus ENSCSAG00000006485
pan_paniscus ENSPPAG00000035209
homo_sapiens ENSG00000124334
nomascus_leucogenys ENSNLEG00000014552
cebus_capucinus ENSCCAG00000028031
saimiri_boliviensis_boliviensis ENSSBOG00000029398
callithrix_jacchus ENSCJAG00000008510
aotus_nancymaae ENSANAG00000024861
pan_troglodytes ENSPTRG00000007524
gorilla_gorilla ENSGGOG00000007446
pongo_abelii ENSPPYG00000020907
macaca_mulatta ENSMMUG00000002016
rhinopithecus_roxellana ENSRROG00000037334
colobus_angolensis_palliatus ENSCANG00000003513
theropithecus_gelada ENSTGEG00000002661
nomascus_leucogenys ENSNLEG00000029712
gorilla_gorilla ENSGGOG00000040306
gorilla_gorilla ENSGGOG00000038936
pan_troglodytes ENSPTRG00000039315
pan_paniscus ENSPPAG00000031388
carlito_syrichta ENSTSYG00000029223
loxodonta_africana ENSLAFG00000023107
dasypus_novemcinctus ENSDNOG00000044821
monodelphis_domestica ENSMODG00000028058
sarcophilus_harrisii ENSSHAG00000009342
phascolarctos_cinereus ENSPCIG00000026348
ornithorhynchus_anatinus ENSOANG00000029632
