procavia_capensis ENSPCAG00000003911
echinops_telfairi ENSETEG00000012513
heterocephalus_glaber_female ENSHGLG00000005445
heterocephalus_glaber_male ENSHGLG00100000232
fukomys_damarensis ENSFDAG00000015558
chinchilla_lanigera ENSCLAG00000000143
octodon_degus ENSODEG00000010966
cavia_porcellus ENSCPOG00000035691
cavia_aperea ENSCAPG00000015687
ictidomys_tridecemlineatus ENSSTOG00000012860
urocitellus_parryii ENSUPAG00010002313
spermophilus_dauricus ENSSDAG00000008229
marmota_marmota_marmota ENSMMMG00000010884
marmota_marmota_marmota ENSMMMG00000021568
spermophilus_dauricus ENSSDAG00000018326
mus_musculus ENSMUSG00000021791
mus_spicilegus ENSMSIG00000025426
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020026
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019140
mus_pahari MGP_PahariEiJ_G0030156
rattus_norvegicus ENSRNOG00000039591
meriones_unguiculatus ENSMUGG00000007377
peromyscus_maniculatus_bairdii ENSPEMG00000028439
microtus_ochrogaster ENSMOCG00000011087
cricetulus_griseus_crigri-picr ENSCGRG00015017297
cricetulus_griseus_crigri ENSCGRG00000010486
cricetulus_griseus_chok1gshd ENSCGRG00001005256
mesocricetus_auratus ENSMAUG00000021745
nannospalax_galili ENSNGAG00000015558
jaculus_jaculus ENSJJAG00000010678
dipodomys_ordii ENSDORG00000006657
oryctolagus_cuniculus ENSOCUG00000003922
ochotona_princeps ENSOPRG00000003938
tupaia_belangeri ENSTBEG00000003402
macaca_fascicularis ENSMFAG00000031434
macaca_mulatta ENSMMUG00000021774
macaca_nemestrina ENSMNEG00000029695
cercocebus_atys ENSCATG00000007951
mandrillus_leucophaeus ENSMLEG00000035512
theropithecus_gelada ENSTGEG00000017151
papio_anubis ENSPANG00000022584
chlorocebus_sabaeus ENSCSAG00000009412
piliocolobus_tephrosceles ENSPTEG00000000399
colobus_angolensis_palliatus ENSCANG00000032224
rhinopithecus_bieti ENSRBIG00000034822
rhinopithecus_roxellana ENSRROG00000029839
pan_troglodytes ENSPTRG00000002684
pan_paniscus ENSPPAG00000036598
homo_sapiens ENSG00000133665
gorilla_gorilla ENSGGOG00000003755
pongo_abelii ENSPPYG00000002288
nomascus_leucogenys ENSNLEG00000035375
cebus_capucinus ENSCCAG00000028493
saimiri_boliviensis_boliviensis ENSSBOG00000002840
callithrix_jacchus ENSCJAG00000042937
aotus_nancymaae ENSANAG00000023730
carlito_syrichta ENSTSYG00000000008
propithecus_coquereli ENSPCOG00000017581
microcebus_murinus ENSMICG00000035424
prolemur_simus ENSPSMG00000007647
otolemur_garnettii ENSOGAG00000004028
ursus_americanus ENSUAMG00000012866
ursus_maritimus ENSUMAG00000014162
ailuropoda_melanoleuca ENSAMEG00000013056
neovison_vison ENSNVIG00000002926
mustela_putorius_furo ENSMPUG00000003553
canis_lupus_dingo ENSCAFG00020013930
canis_lupus_familiaris ENSCAFG00000015857
vulpes_vulpes ENSVVUG00000025574
panthera_pardus ENSPPRG00000024841
panthera_tigris_altaica ENSPTIG00000021714
felis_catus ENSFCAG00000040959
equus_caballus ENSECAG00000015770
equus_asinus_asinus ENSEASG00005019891
bos_taurus ENSBTAG00000032862
bos_mutus ENSBMUG00000003575
bison_bison_bison ENSBBBG00000004021
capra_hircus ENSCHIG00000000451
ovis_aries ENSOARG00000010262
tursiops_truncatus ENSTTRG00000016394
sus_scrofa ENSSSCG00000010339
sorex_araneus ENSSARG00000013145
erinaceus_europaeus ENSEEUG00000013192
pteropus_vampyrus ENSPVAG00000008956
myotis_lucifugus ENSMLUG00000001282
dasypus_novemcinctus ENSDNOG00000042509
monodelphis_domestica ENSMODG00000028030
phascolarctos_cinereus ENSPCIG00000011657
