scophthalmus_maximus ENSSMAG00000018051
tetraodon_nigroviridis ENSTNIG00000010280
mastacembelus_armatus ENSMAMG00000001496
gasterosteus_aculeatus ENSGACG00000012261
hippocampus_comes ENSHCOG00000002971
poecilia_formosa ENSPFOG00000008613
poecilia_reticulata ENSPREG00000016029
xiphophorus_couchianus ENSXCOG00000003049
gambusia_affinis ENSGAFG00000019990
oryzias_melastigma ENSOMEG00000005433
maylandia_zebra ENSMZEG00005012583
haplochromis_burtoni ENSHBUG00000007552
pundamilia_nyererei ENSPNYG00000005596
astatotilapia_calliptera ENSACLG00000020530
neolamprologus_brichardi ENSNBRG00000013808
amphilophus_citrinellus ENSACIG00000010239
kryptolebias_marmoratus ENSKMAG00000019846
stegastes_partitus ENSSPAG00000008378
amphiprion_ocellaris ENSAOCG00000000469
amphiprion_percula ENSAPEG00000000921
anabas_testudineus ENSATEG00000013512
seriola_lalandi_dorsalis ENSSLDG00000006587
seriola_dumerili ENSSDUG00000001466
oryzias_latipes ENSORLG00000023359
labrus_bergylta ENSLBEG00000025675
periophthalmus_magnuspinnatus ENSPMGG00000002290
astyanax_mexicanus ENSAMXG00000037702
pygocentrus_nattereri ENSPNAG00000001525
ictalurus_punctatus ENSIPUG00000010340
danio_rerio ENSDARG00000063385
paramormyrops_kingsleyae ENSPKIG00000019214
scleropages_formosus ENSSFOG00015006591
mastacembelus_armatus ENSMAMG00000012683
lepisosteus_oculatus ENSLOCG00000006812
choloepus_hoffmanni ENSCHOG00000004438
dasypus_novemcinctus ENSDNOG00000005279
loxodonta_africana ENSLAFG00000017915
procavia_capensis ENSPCAG00000015170
echinops_telfairi ENSETEG00000013278
homo_sapiens ENSG00000138778
gorilla_gorilla ENSGGOG00000015064
pan_paniscus ENSPPAG00000034329
pan_troglodytes ENSPTRG00000016330
pongo_abelii ENSPPYG00000014971
nomascus_leucogenys ENSNLEG00000026953
macaca_mulatta ENSMMUG00000019089
macaca_fascicularis ENSMFAG00000039560
macaca_nemestrina ENSMNEG00000040148
papio_anubis ENSPANG00000004584
theropithecus_gelada ENSTGEG00000027068
mandrillus_leucophaeus ENSMLEG00000028666
cercocebus_atys ENSCATG00000038459
chlorocebus_sabaeus ENSCSAG00000004017
piliocolobus_tephrosceles ENSPTEG00000035625
colobus_angolensis_palliatus ENSCANG00000039315
rhinopithecus_roxellana ENSRROG00000028708
rhinopithecus_bieti ENSRBIG00000035147
cebus_capucinus ENSCCAG00000022088
saimiri_boliviensis_boliviensis ENSSBOG00000020277
callithrix_jacchus ENSCJAG00000015594
aotus_nancymaae ENSANAG00000029689
carlito_syrichta ENSTSYG00000001332
microcebus_murinus ENSMICG00000005101
mus_spicilegus ENSMSIG00000016048
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026608
mus_musculus ENSMUSG00000045328
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025654
mus_pahari MGP_PahariEiJ_G0027103
rattus_norvegicus ENSRNOG00000009339
meriones_unguiculatus ENSMUGG00000007613
cricetulus_griseus_chok1gshd ENSCGRG00001024643
cricetulus_griseus_crigri-picr ENSCGRG00015007214
mesocricetus_auratus ENSMAUG00000009004
microtus_ochrogaster ENSMOCG00000017832
peromyscus_maniculatus_bairdii ENSPEMG00000003135
dipodomys_ordii ENSDORG00000002271
chinchilla_lanigera ENSCLAG00000006287
octodon_degus ENSODEG00000003022
cavia_porcellus ENSCPOG00000005214
cavia_aperea ENSCAPG00000014432
heterocephalus_glaber_male ENSHGLG00100013104
heterocephalus_glaber_female ENSHGLG00000000989
fukomys_damarensis ENSFDAG00000013563
ictidomys_tridecemlineatus ENSSTOG00000021550
oryctolagus_cuniculus ENSOCUG00000000699
ochotona_princeps ENSOPRG00000001434
equus_caballus ENSECAG00000024558
pteropus_vampyrus ENSPVAG00000011838
bison_bison_bison ENSBBBG00000023492
bos_mutus ENSBMUG00000012223
bos_taurus ENSBTAG00000009035
capra_hircus ENSCHIG00000018049
tursiops_truncatus ENSTTRG00000009923
sus_scrofa ENSSSCG00000023296
vicugna_pacos ENSVPAG00000000290
mustela_putorius_furo ENSMPUG00000009191
neovison_vison ENSNVIG00000005466
ursus_maritimus ENSUMAG00000005484
canis_lupus_familiaris ENSCAFG00000010836
canis_lupus_dingo ENSCAFG00020001500
vulpes_vulpes ENSVVUG00000009571
panthera_tigris_altaica ENSPTIG00000022071
panthera_pardus ENSPPRG00000012778
felis_catus ENSFCAG00000003525
notamacropus_eugenii ENSMEUG00000002953
phascolarctos_cinereus ENSPCIG00000006152
sarcophilus_harrisii ENSSHAG00000003188
monodelphis_domestica ENSMODG00000020656
ornithorhynchus_anatinus ENSOANG00000030851
ornithorhynchus_anatinus ENSOANG00000029400
chrysemys_picta_bellii ENSCPBG00000003706
gopherus_agassizii ENSGAGG00000004524
pelodiscus_sinensis ENSPSIG00000018251
gallus_gallus ENSGALG00000013208
meleagris_gallopavo ENSMGAG00000011389
melopsittacus_undulatus ENSMUNG00000002247
taeniopygia_guttata ENSTGUG00000003736
serinus_canaria ENSSCAG00000013268
ficedula_albicollis ENSFALG00000008215
cyanistes_caeruleus ENSCCEG00000011804
manacus_vitellinus ENSMVIG00005015534
dromaius_novaehollandiae ENSDNVG00000007563
pogona_vitticeps ENSPVIG00000016411
salvator_merianae ENSSMRG00000014623
xenopus_tropicalis ENSXETG00000021319
latimeria_chalumnae ENSLACG00000011222
petromyzon_marinus ENSPMAG00000009720
ciona_intestinalis ENSCING00000012785
ciona_savignyi ENSCSAVG00000010314
drosophila_melanogaster FBgn0040232
drosophila_melanogaster FBgn0040233
saccharomyces_cerevisiae YPL155C
