manacus_vitellinus ENSMVIG00005017191
lepidothrix_coronata ENSLCOG00000007879
parus_major ENSPMJG00000017542
cyanistes_caeruleus ENSCCEG00000000284
ficedula_albicollis ENSFALG00000000525
taeniopygia_guttata ENSTGUG00000001535
junco_hyemalis ENSJHYG00000016883
melopsittacus_undulatus ENSMUNG00000011311
calidris_pugnax ENSCPUG00000014112
calidris_pygmaea ENSCPGG00000018874
anas_platyrhynchos ENSAPLG00000001429
anser_brachyrhynchus ENSABRG00000009167
meleagris_gallopavo ENSMGAG00000004202
coturnix_japonica ENSCJPG00005015107
gallus_gallus ENSGALG00000001177
numida_meleagris ENSNMEG00000011323
dromaius_novaehollandiae ENSDNVG00000012442
nothoprocta_perdicaria ENSNPEG00000007709
apteryx_owenii ENSAOWG00000009456
apteryx_rowi ENSARWG00000017502
apteryx_haastii ENSAHAG00000018997
crocodylus_porosus ENSCPRG00005000167
gopherus_agassizii ENSGAGG00000013720
chelonoidis_abingdonii ENSCABG00000008820
chrysemys_picta ENSCPBG00000025240
pelodiscus_sinensis ENSPSIG00000003818
anolis_carolinensis ENSACAG00000008223
pogona_vitticeps ENSPVIG00000006397
notechis_scutatus ENSNSUG00000014028
salvator_merianae ENSSMRG00000005896
sphenodon_punctatus ENSSPUG00000016060
bos_indicus ENSBIXG00005022422
bos_indicus ENSBIXG00000001351
bos_mutus ENSBMUG00000010607
bison_bison ENSBBBG00000003038
ovis_aries ENSOARG00000013714
capra_hircus ENSCHIG00000006308
bos_taurus ENSBTAG00000010562
equus_caballus ENSECAG00000024973
equus_asinus ENSEASG00005002639
canis_lupus ENSCAFG00020013179
canis_lupus ENSCAFG00000011722
vulpes_vulpes ENSVVUG00000009343
ailuropoda_melanoleuca ENSAMEG00000008229
mustela_putorius ENSMPUG00000002958
neovison_vison ENSNVIG00000016996
panthera_pardus ENSPPRG00000008766
panthera_tigris ENSPTIG00000021634
felis_catus ENSFCAG00000007883
myotis_lucifugus ENSMLUG00000003949
vicugna_pacos ENSVPAG00000006562
sus_scrofa ENSSSCG00000039946
tursiops_truncatus ENSTTRG00000007226
pteropus_vampyrus ENSPVAG00000014191
ursus_americanus ENSUAMG00000015123
myotis_lucifugus ENSMLUG00000023066
meriones_unguiculatus ENSMUGG00000010139
prolemur_simus ENSPSMG00000015511
ursus_maritimus ENSUMAG00000022332
choloepus_hoffmanni ENSCHOG00000013373
castor_canadensis ENSCCNG00000013657
dipodomys_ordii ENSDORG00000002844
urocitellus_parryii ENSUPAG00010016349
ictidomys_tridecemlineatus ENSSTOG00000025098
spermophilus_dauricus ENSSDAG00000015352
marmota_marmota ENSMMMG00000001505
peromyscus_maniculatus ENSPEMG00000020063
microtus_ochrogaster ENSMOCG00000020322
cricetulus_griseus ENSCGRG00015017610
cricetulus_griseus ENSCGRG00000012518
cricetulus_griseus ENSCGRG00001000711
mesocricetus_auratus ENSMAUG00000020678
mus_spretus MGP_SPRETEiJ_G0015873
mus_spicilegus ENSMSIG00000026194
mus_musculus ENSMUSG00000016494
mus_caroli MGP_CAROLIEiJ_G0015073
mus_pahari MGP_PahariEiJ_G0028305
rattus_norvegicus ENSRNOG00000045558
meriones_unguiculatus ENSMUGG00000020169
nannospalax_galili ENSNGAG00000017108
jaculus_jaculus ENSJJAG00000020811
cavia_porcellus ENSCPOG00000014928
cavia_aperea ENSCAPG00000001424
octodon_degus ENSODEG00000006059
chinchilla_lanigera ENSCLAG00000010928
heterocephalus_glaber ENSHGLG00100003542
heterocephalus_glaber ENSHGLG00000004217
fukomys_damarensis ENSFDAG00000020775
oryctolagus_cuniculus ENSOCUG00000003479
ochotona_princeps ENSOPRG00000014105
theropithecus_gelada ENSTGEG00000010377
chlorocebus_sabaeus ENSCSAG00000015195
cercocebus_atys ENSCATG00000044401
mandrillus_leucophaeus ENSMLEG00000032024
papio_anubis ENSPANG00000018970
macaca_mulatta ENSMMUG00000015133
macaca_fascicularis ENSMFAG00000006003
macaca_nemestrina ENSMNEG00000041001
rhinopithecus_bieti ENSRBIG00000044759
rhinopithecus_roxellana ENSRROG00000012404
colobus_angolensis ENSCANG00000036179
piliocolobus_tephrosceles ENSPTEG00000036288
pan_paniscus ENSPPAG00000038798
pan_troglodytes ENSPTRG00000001932
homo_sapiens ENSG00000174059
gorilla_gorilla ENSGGOG00000027227
pongo_abelii ENSPPYG00000000262
nomascus_leucogenys ENSNLEG00000001368
saimiri_boliviensis ENSSBOG00000030347
cebus_capucinus ENSCCAG00000025267
callithrix_jacchus ENSCJAG00000003776
aotus_nancymaae ENSANAG00000020934
carlito_syrichta ENSTSYG00000008167
propithecus_coquereli ENSPCOG00000028673
prolemur_simus ENSPSMG00000015515
microcebus_murinus ENSMICG00000007775
otolemur_garnettii ENSOGAG00000008997
tupaia_belangeri ENSTBEG00000010107
loxodonta_africana ENSLAFG00000011720
echinops_telfairi ENSETEG00000018438
dasypus_novemcinctus ENSDNOG00000044682
ornithorhynchus_anatinus ENSOANG00000021959
vombatus_ursinus ENSVURG00010012018
phascolarctos_cinereus ENSPCIG00000025102
monodelphis_domestica ENSMODG00000025706
sarcophilus_harrisii ENSSHAG00000005117
xenopus_tropicalis ENSXETG00000007365
latimeria_chalumnae ENSLACG00000018825
scleropages_formosus ENSSFOG00015016676
paramormyrops_kingsleyae ENSPKIG00000011078
oryzias_latipes ENSORLG00000015828
oryzias_latipes ENSORLG00020009381
oryzias_melastigma ENSOMEG00000000663
amphiprion_percula ENSAPEG00000024025
cynoglossus_semilaevis ENSCSEG00000016965
gasterosteus_aculeatus ENSGACG00000011016
mola_mola ENSMMOG00000017209
tetraodon_nigroviridis ENSTNIG00000012466
