crocodylus_porosus ENSCPRG00005012067
chelonoidis_abingdonii ENSCABG00000002042
notechis_scutatus ENSNSUG00000009825
pogona_vitticeps ENSPVIG00000005684
salvator_merianae ENSSMRG00000005914
sphenodon_punctatus ENSSPUG00000016569
procavia_capensis ENSPCAG00000016959
echinops_telfairi ENSETEG00000017049
equus_caballus ENSECAG00000003502
equus_asinus_asinus ENSEASG00005006227
myotis_lucifugus ENSMLUG00000016619
capra_hircus ENSCHIG00000018756
ovis_aries ENSOARG00000008092
bos_taurus ENSBTAG00000020754
bos_mutus ENSBMUG00000007775
tursiops_truncatus ENSTTRG00000008336
sus_scrofa ENSSSCG00000028054
mustela_putorius_furo ENSMPUG00000019384
neovison_vison ENSNVIG00000024596
ursus_americanus ENSUAMG00000011794
canis_lupus_familiaris ENSCAFG00000004891
canis_lupus_dingo ENSCAFG00020014510
vulpes_vulpes ENSVVUG00000009982
panthera_pardus ENSPPRG00000007308
panthera_tigris_altaica ENSPTIG00000016033
felis_catus ENSFCAG00000022743
prolemur_simus ENSPSMG00000017031
otolemur_garnettii ENSOGAG00000031877
pongo_abelii ENSPPYG00000010038
homo_sapiens ENSG00000167625
nomascus_leucogenys ENSNLEG00000018866
macaca_mulatta ENSMMUG00000045335
theropithecus_gelada ENSTGEG00000021047
chlorocebus_sabaeus ENSCSAG00000019619
piliocolobus_tephrosceles ENSPTEG00000025473
saimiri_boliviensis_boliviensis ENSSBOG00000019562
cebus_capucinus ENSCCAG00000019875
callithrix_jacchus ENSCJAG00000012788
aotus_nancymaae ENSANAG00000035364
tupaia_belangeri ENSTBEG00000000084
castor_canadensis ENSCCNG00000019835
dipodomys_ordii ENSDORG00000024798
cricetulus_griseus_crigri-picr ENSCGRG00015021578
cricetulus_griseus_chok1gshd ENSCGRG00001008967
mesocricetus_auratus ENSMAUG00000016121
microtus_ochrogaster ENSMOCG00000022993
peromyscus_maniculatus_bairdii ENSPEMG00000000499
mus_spicilegus ENSMSIG00000011798
mus_musculus ENSMUSG00000046541
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030456
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029359
mus_pahari MGP_PahariEiJ_G0021212
rattus_norvegicus ENSRNOG00000047526
meriones_unguiculatus ENSMUGG00000025540
nannospalax_galili ENSNGAG00000018114
jaculus_jaculus ENSJJAG00000014793
cavia_aperea ENSCAPG00000004720
cavia_porcellus ENSCPOG00000034474
octodon_degus ENSODEG00000019954
chinchilla_lanigera ENSCLAG00000002951
heterocephalus_glaber_male ENSHGLG00100011050
heterocephalus_glaber_female ENSHGLG00000002054
fukomys_damarensis ENSFDAG00000019879
urocitellus_parryii ENSUPAG00010000881
spermophilus_dauricus ENSSDAG00000006235
ictidomys_tridecemlineatus ENSSTOG00000019390
marmota_marmota_marmota ENSMMMG00000018710
oryctolagus_cuniculus ENSOCUG00000029615
ochotona_princeps ENSOPRG00000010847
dasypus_novemcinctus ENSDNOG00000035898
phascolarctos_cinereus ENSPCIG00000020873
monodelphis_domestica ENSMODG00000012745
latimeria_chalumnae ENSLACG00000022108
xenopus_tropicalis ENSXETG00000033486
paramormyrops_kingsleyae ENSPKIG00000016928
scleropages_formosus ENSSFOG00015014778
takifugu_rubripes ENSTRUG00000006695
tetraodon_nigroviridis ENSTNIG00000003520
gasterosteus_aculeatus ENSGACG00000009449
cynoglossus_semilaevis ENSCSEG00000019528
periophthalmus_magnuspinnatus ENSPMGG00000012413
monopterus_albus ENSMALG00000022544
mastacembelus_armatus ENSMAMG00000004684
anabas_testudineus ENSATEG00000019718
amphiprion_percula ENSAPEG00000010134
amphiprion_ocellaris ENSAOCG00000013652
acanthochromis_polyacanthus ENSAPOG00000000831
stegastes_partitus ENSSPAG00000023136
astatotilapia_calliptera ENSACLG00000026103
pundamilia_nyererei ENSPNYG00000022345
maylandia_zebra ENSMZEG00005018444
haplochromis_burtoni ENSHBUG00000017542
neolamprologus_brichardi ENSNBRG00000020159
oreochromis_niloticus ENSONIG00000013111
amphilophus_citrinellus ENSACIG00000014282
xiphophorus_maculatus ENSXMAG00000010814
xiphophorus_couchianus ENSXCOG00000019149
gambusia_affinis ENSGAFG00000021612
poecilia_latipinna ENSPLAG00000001754
poecilia_formosa ENSPFOG00000016258
poecilia_reticulata ENSPREG00000013836
cyprinodon_variegatus ENSCVAG00000015110
kryptolebias_marmoratus ENSKMAG00000010133
oryzias_latipes ENSORLG00020002896
seriola_lalandi_dorsalis ENSSLDG00000025265
seriola_dumerili ENSSDUG00000014574
scophthalmus_maximus ENSSMAG00000009020
labrus_bergylta ENSLBEG00000011751
hippocampus_comes ENSHCOG00000011925
gadus_morhua ENSGMOG00000005137
esox_lucius ENSELUG00000018737
pygocentrus_nattereri ENSPNAG00000020571
astyanax_mexicanus ENSAMXG00000018302
ictalurus_punctatus ENSIPUG00000005944
danio_rerio ENSDARG00000077143
