scleropages_formosus ENSSFOG00015021028
paramormyrops_kingsleyae ENSPKIG00000010103
takifugu_rubripes ENSTRUG00000010994
tetraodon_nigroviridis ENSTNIG00000009770
mola_mola ENSMMOG00000010946
labrus_bergylta ENSLBEG00000023615
gasterosteus_aculeatus ENSGACG00000011158
scophthalmus_maximus ENSSMAG00000017327
cynoglossus_semilaevis ENSCSEG00000011374
seriola_lalandi_dorsalis ENSSLDG00000021705
seriola_dumerili ENSSDUG00000011717
monopterus_albus ENSMALG00000021527
mastacembelus_armatus ENSMAMG00000021554
anabas_testudineus ENSATEG00000024227
amphiprion_ocellaris ENSAOCG00000013141
amphiprion_percula ENSAPEG00000003346
acanthochromis_polyacanthus ENSAPOG00000002956
stegastes_partitus ENSSPAG00000004462
xiphophorus_maculatus ENSXMAG00000012255
xiphophorus_couchianus ENSXCOG00000010491
gambusia_affinis ENSGAFG00000007051
poecilia_formosa ENSPFOG00000008268
poecilia_latipinna ENSPLAG00000013382
poecilia_mexicana ENSPMEG00000014731
poecilia_reticulata ENSPREG00000002190
fundulus_heteroclitus ENSFHEG00000008349
cyprinodon_variegatus ENSCVAG00000011307
oryzias_latipes ENSORLG00000007929
oryzias_latipes_asm223469v1 ENSORLG00015009973
oryzias_latipes ENSORLG00020020414
oryzias_melastigma ENSOMEG00000009108
astatotilapia_calliptera ENSACLG00000025768
maylandia_zebra ENSMZEG00005012952
haplochromis_burtoni ENSHBUG00000002659
pundamilia_nyererei ENSPNYG00000020124
oreochromis_niloticus ENSONIG00000005286
neolamprologus_brichardi ENSNBRG00000023275
amphilophus_citrinellus ENSACIG00000014061
periophthalmus_magnuspinnatus ENSPMGG00000003496
gadus_morhua ENSGMOG00000018733
esox_lucius ENSELUG00000014437
pygocentrus_nattereri ENSPNAG00000019018
astyanax_mexicanus ENSAMXG00000029442
takifugu_rubripes ENSTRUG00000011603
tetraodon_nigroviridis ENSTNIG00000014057
mola_mola ENSMMOG00000007838
labrus_bergylta ENSLBEG00000009754
gasterosteus_aculeatus ENSGACG00000019015
seriola_lalandi_dorsalis ENSSLDG00000012475
seriola_dumerili ENSSDUG00000001865
scophthalmus_maximus ENSSMAG00000005458
mastacembelus_armatus ENSMAMG00000011521
monopterus_albus ENSMALG00000005752
anabas_testudineus ENSATEG00000019693
amphiprion_percula ENSAPEG00000013991
acanthochromis_polyacanthus ENSAPOG00000009945
stegastes_partitus ENSSPAG00000008034
cyprinodon_variegatus ENSCVAG00000011907
fundulus_heteroclitus ENSFHEG00000018682
xiphophorus_maculatus ENSXMAG00000023416
xiphophorus_couchianus ENSXCOG00000014416
gambusia_affinis ENSGAFG00000010716
poecilia_formosa ENSPFOG00000003322
poecilia_formosa ENSPFOG00000021691
poecilia_mexicana ENSPMEG00000014269
poecilia_reticulata ENSPREG00000000431
kryptolebias_marmoratus ENSKMAG00000018901
pundamilia_nyererei ENSPNYG00000002087
haplochromis_burtoni ENSHBUG00000018929
maylandia_zebra ENSMZEG00005007895
astatotilapia_calliptera ENSACLG00000020120
neolamprologus_brichardi ENSNBRG00000023676
oreochromis_niloticus ENSONIG00000017752
amphilophus_citrinellus ENSACIG00000008859
hippocampus_comes ENSHCOG00000014948
oryzias_latipes ENSORLG00000012122
oryzias_latipes ENSORLG00020004890
oryzias_latipes_asm223469v1 ENSORLG00015003510
periophthalmus_magnuspinnatus ENSPMGG00000016391
esox_lucius ENSELUG00000018135
pygocentrus_nattereri ENSPNAG00000022517
astyanax_mexicanus ENSAMXG00000004740
ictalurus_punctatus ENSIPUG00000009256
danio_rerio ENSDARG00000043006
lepisosteus_oculatus ENSLOCG00000012550
latimeria_chalumnae ENSLACG00000006337
