drosophila_melanogaster FBgn0053158
caenorhabditis_elegans_strain_n2 WBGene00010732
poecilia_formosa ENSPFOG00000018687
poecilia_latipinna ENSPLAG00000001988
poecilia_mexicana ENSPMEG00000000402
poecilia_reticulata ENSPREG00000022085
xiphophorus_maculatus ENSXMAG00000023705
xiphophorus_couchianus ENSXCOG00000011639
gambusia_affinis ENSGAFG00000004687
xiphophorus_couchianus ENSXCOG00000017702
gambusia_affinis ENSGAFG00000004698
fundulus_heteroclitus ENSFHEG00000017795
kryptolebias_marmoratus ENSKMAG00000002771
cyprinodon_variegatus ENSCVAG00000011863
oryzias_latipes ENSORLG00000020390
oryzias_latipes_asm223469v1 ENSORLG00015012031
oryzias_melastigma ENSOMEG00000022784
amphiprion_ocellaris ENSAOCG00000024337
oryzias_latipes ENSORLG00000029029
danio_rerio ENSDARG00000117086
takifugu_rubripes ENSTRUG00000002865
tetraodon_nigroviridis ENSTNIG00000003399
hippocampus_comes ENSHCOG00000007325
cynoglossus_semilaevis ENSCSEG00000005856
kryptolebias_marmoratus ENSKMAG00000020810
labrus_bergylta ENSLBEG00000015269
mola_mola ENSMMOG00000015370
gasterosteus_aculeatus ENSGACG00000012495
monopterus_albus ENSMALG00000018810
mastacembelus_armatus ENSMAMG00000011336
anabas_testudineus ENSATEG00000012373
seriola_dumerili ENSSDUG00000013271
seriola_lalandi_dorsalis ENSSLDG00000014655
scophthalmus_maximus ENSSMAG00000016928
amphiprion_percula ENSAPEG00000000262
amphiprion_ocellaris ENSAOCG00000023933
acanthochromis_polyacanthus ENSAPOG00000000188
stegastes_partitus ENSSPAG00000011885
maylandia_zebra ENSMZEG00005003012
astatotilapia_calliptera ENSACLG00000025780
pundamilia_nyererei ENSPNYG00000019406
haplochromis_burtoni ENSHBUG00000022667
oreochromis_niloticus ENSONIG00000003394
amphilophus_citrinellus ENSACIG00000017802
scleropages_formosus ENSSFOG00015016244
paramormyrops_kingsleyae ENSPKIG00000018456
petromyzon_marinus ENSPMAG00000002026
eptatretus_burgeri ENSEBUG00000010738
ciona_intestinalis ENSCING00000000792
ciona_savignyi ENSCSAVG00000001787
lepidothrix_coronata ENSLCOG00000015064
manacus_vitellinus ENSMVIG00005014377
parus_major ENSPMJG00000000647
cyanistes_caeruleus ENSCCEG00000011570
ficedula_albicollis ENSFALG00000011103
taeniopygia_guttata ENSTGUG00000007850
lonchura_striata_domestica ENSLSDG00000017212
serinus_canaria ENSSCAG00000005488
zonotrichia_albicollis ENSZALG00000001218
junco_hyemalis ENSJHYG00000010173
melopsittacus_undulatus ENSMUNG00000003023
calidris_pygmaea ENSCPGG00000001050
calidris_pugnax ENSCPUG00000018460
anser_brachyrhynchus ENSABRG00000000583
anas_platyrhynchos_platyrhynchos ENSAPLG00000011147
gallus_gallus ENSGALG00000006225
coturnix_japonica ENSCJPG00005020256
meleagris_gallopavo ENSMGAG00000007991
numida_meleagris ENSNMEG00000023012
dromaius_novaehollandiae ENSDNVG00000004750
nothoprocta_perdicaria ENSNPEG00000015283
apteryx_haastii ENSAHAG00000017067
apteryx_owenii ENSAOWG00000003719
apteryx_rowi ENSARWG00000012943
crocodylus_porosus ENSCPRG00005016302
gopherus_agassizii ENSGAGG00000022841
chelonoidis_abingdonii ENSCABG00000004493
chrysemys_picta_bellii ENSCPBG00000017638
pelodiscus_sinensis ENSPSIG00000007790
anolis_carolinensis ENSACAG00000011040
pogona_vitticeps ENSPVIG00000024441
notechis_scutatus ENSNSUG00000019398
salvator_merianae ENSSMRG00000006392
sphenodon_punctatus ENSSPUG00000000941
castor_canadensis ENSCCNG00000025799
ictidomys_tridecemlineatus ENSSTOG00000030430
ochotona_princeps ENSOPRG00000001514
piliocolobus_tephrosceles ENSPTEG00000014545
ornithorhynchus_anatinus ENSOANG00000031120
ornithorhynchus_anatinus ENSOANG00000011993
phascolarctos_cinereus ENSPCIG00000004372
notamacropus_eugenii ENSMEUG00000012049
sarcophilus_harrisii ENSSHAG00000018863
monodelphis_domestica ENSMODG00000019386
pongo_abelii ENSPPYG00000006744
nomascus_leucogenys ENSNLEG00000031827
ursus_americanus ENSUAMG00000022106
ursus_maritimus ENSUMAG00000010303
ailuropoda_melanoleuca ENSAMEG00000006031
mustela_putorius_furo ENSMPUG00000015494
neovison_vison ENSNVIG00000012205
canis_lupus_dingo ENSCAFG00020015833
canis_lupus_dingo ENSCAFG00020015837
canis_lupus_familiaris ENSCAFG00000013671
vulpes_vulpes ENSVVUG00000004967
panthera_tigris_altaica ENSPTIG00000007053
panthera_pardus ENSPPRG00000002193
felis_catus ENSFCAG00000007741
procavia_capensis ENSPCAG00000011842
mus_musculus ENSMUSG00000038563
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031038
mus_spicilegus ENSMSIG00000002802
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029936
mus_pahari MGP_PahariEiJ_G0013157
rattus_norvegicus ENSRNOG00000032723
meriones_unguiculatus ENSMUGG00000018991
cricetulus_griseus_crigri-picr ENSCGRG00015004430
cricetulus_griseus_crigri ENSCGRG00000003273
cricetulus_griseus_chok1gshd ENSCGRG00001010826
mesocricetus_auratus ENSMAUG00000010709
microtus_ochrogaster ENSMOCG00000007470
peromyscus_maniculatus_bairdii ENSPEMG00000024527
nannospalax_galili ENSNGAG00000017740
jaculus_jaculus ENSJJAG00000018598
chinchilla_lanigera ENSCLAG00000010155
octodon_degus ENSODEG00000016193
cavia_porcellus ENSCPOG00000001924
cavia_aperea ENSCAPG00000017944
heterocephalus_glaber_male ENSHGLG00100010319
heterocephalus_glaber_female ENSHGLG00000011798
fukomys_damarensis ENSFDAG00000009023
urocitellus_parryii ENSUPAG00010013995
marmota_marmota_marmota ENSMMMG00000018690
spermophilus_dauricus ENSSDAG00000016239
ictidomys_tridecemlineatus ENSSTOG00000022945
oryctolagus_cuniculus ENSOCUG00000012163
tupaia_belangeri ENSTBEG00000011804
ovis_aries ENSOARG00000014452
capra_hircus ENSCHIG00000001883
bos_mutus ENSBMUG00000006707
bos_taurus ENSBTAG00000003410
bison_bison_bison ENSBBBG00000016132
tursiops_truncatus ENSTTRG00000011243
sus_scrofa ENSSSCG00000001792
vicugna_pacos ENSVPAG00000005735
propithecus_coquereli ENSPCOG00000017475
castor_canadensis ENSCCNG00000021696
erinaceus_europaeus ENSEEUG00000006326
choloepus_hoffmanni ENSCHOG00000004666
macaca_fascicularis ENSMFAG00000032657
macaca_mulatta ENSMMUG00000023353
macaca_nemestrina ENSMNEG00000041671
papio_anubis ENSPANG00000015635
theropithecus_gelada ENSTGEG00000003005
mandrillus_leucophaeus ENSMLEG00000033735
cercocebus_atys ENSCATG00000031678
chlorocebus_sabaeus ENSCSAG00000015165
rhinopithecus_bieti ENSRBIG00000040576
rhinopithecus_roxellana ENSRROG00000031475
colobus_angolensis_palliatus ENSCANG00000038093
piliocolobus_tephrosceles ENSPTEG00000020824
cebus_capucinus ENSCCAG00000034450
saimiri_boliviensis_boliviensis ENSSBOG00000018280
callithrix_jacchus ENSCJAG00000015607
aotus_nancymaae ENSANAG00000027459
pan_troglodytes ENSPTRG00000007374
gorilla_gorilla ENSGGOG00000005017
pan_troglodytes ENSPTRG00000050545
gorilla_gorilla ENSGGOG00000008894
pan_paniscus ENSPPAG00000039672
homo_sapiens ENSG00000140598
pongo_abelii ENSPPYG00000006724
nomascus_leucogenys ENSNLEG00000010679
macaca_fascicularis ENSMFAG00000031099
macaca_nemestrina ENSMNEG00000042570
papio_anubis ENSPANG00000031329
cercocebus_atys ENSCATG00000030744
callithrix_jacchus ENSCJAG00000043023
pan_paniscus ENSPPAG00000027322
carlito_syrichta ENSTSYG00000000348
microcebus_murinus ENSMICG00000027853
prolemur_simus ENSPSMG00000002928
otolemur_garnettii ENSOGAG00000016365
equus_asinus_asinus ENSEASG00005007108
equus_caballus ENSECAG00000016354
loxodonta_africana ENSLAFG00000012504
procavia_capensis ENSPCAG00000012714
choloepus_hoffmanni ENSCHOG00000014029
dasypus_novemcinctus ENSDNOG00000006097
myotis_lucifugus ENSMLUG00000001470
sorex_araneus ENSSARG00000003772
echinops_telfairi ENSETEG00000004309
dipodomys_ordii ENSDORG00000000719
pteropus_vampyrus ENSPVAG00000003189
ochotona_princeps ENSOPRG00000012488
xenopus_tropicalis ENSXETG00000015701
latimeria_chalumnae ENSLACG00000016121
labrus_bergylta ENSLBEG00000009564
lepisosteus_oculatus ENSLOCG00000012862
pygocentrus_nattereri ENSPNAG00000012104
astyanax_mexicanus ENSAMXG00000019529
ictalurus_punctatus ENSIPUG00000023360
danio_rerio ENSDARG00000079672
esox_lucius ENSELUG00000002520
gadus_morhua ENSGMOG00000005041
saccharomyces_cerevisiae YNL163C
