takifugu_rubripes ENSTRUG00000024439
mola_mola ENSMMOG00000016543
labrus_bergylta ENSLBEG00000016987
hippocampus_comes ENSHCOG00000020709
seriola_dumerili ENSSDUG00000008824
seriola_lalandi ENSSLDG00000022344
scophthalmus_maximus ENSSMAG00000013043
mastacembelus_armatus ENSMAMG00000019525
monopterus_albus ENSMALG00000009459
amphiprion_percula ENSAPEG00000008358
amphiprion_ocellaris ENSAOCG00000016595
acanthochromis_polyacanthus ENSAPOG00000016108
stegastes_partitus ENSSPAG00000016546
haplochromis_burtoni ENSHBUG00000013473
maylandia_zebra ENSMZEG00005016412
astatotilapia_calliptera ENSACLG00000021549
pundamilia_nyererei ENSPNYG00000001986
neolamprologus_brichardi ENSNBRG00000003157
anabas_testudineus ENSATEG00000022618
gasterosteus_aculeatus ENSGACG00000010740
fundulus_heteroclitus ENSFHEG00000016428
cyprinodon_variegatus ENSCVAG00000007895
xiphophorus_maculatus ENSXMAG00000026072
xiphophorus_couchianus ENSXCOG00000019446
gambusia_affinis ENSGAFG00000013258
poecilia_formosa ENSPFOG00000009831
poecilia_mexicana ENSPMEG00000017510
poecilia_latipinna ENSPLAG00000012734
poecilia_reticulata ENSPREG00000008040
kryptolebias_marmoratus ENSKMAG00000005290
oryzias_latipes ENSORLG00015013326
oryzias_latipes ENSORLG00020007538
oryzias_melastigma ENSOMEG00000010690
gadus_morhua ENSGMOG00000004960
esox_lucius ENSELUG00000015222
pygocentrus_nattereri ENSPNAG00000018320
astyanax_mexicanus ENSAMXG00000035556
ictalurus_punctatus ENSIPUG00000008234
danio_rerio ENSDARG00000077176
scleropages_formosus ENSSFOG00015000792
paramormyrops_kingsleyae ENSPKIG00000012211
