amphiprion_percula ENSAPEG00000003230
amphiprion_ocellaris ENSAOCG00000000344
poecilia_mexicana ENSPMEG00000001027
poecilia_reticulata ENSPREG00000008043
xiphophorus_couchianus ENSXCOG00000013416
astyanax_mexicanus ENSAMXG00000032279
astyanax_mexicanus ENSAMXG00000039217
astyanax_mexicanus ENSAMXG00000043172
astyanax_mexicanus ENSAMXG00000031483
astyanax_mexicanus ENSAMXG00000029171
astyanax_mexicanus ENSAMXG00000031403
astyanax_mexicanus ENSAMXG00000038130
astyanax_mexicanus ENSAMXG00000039708
astyanax_mexicanus ENSAMXG00000031019
astyanax_mexicanus ENSAMXG00000044103
astyanax_mexicanus ENSAMXG00000041916
astyanax_mexicanus ENSAMXG00000032130
astyanax_mexicanus ENSAMXG00000039974
astyanax_mexicanus ENSAMXG00000042787
astyanax_mexicanus ENSAMXG00000038433
astyanax_mexicanus ENSAMXG00000029526
astyanax_mexicanus ENSAMXG00000030574
astyanax_mexicanus ENSAMXG00000031452
astyanax_mexicanus ENSAMXG00000039284
astyanax_mexicanus ENSAMXG00000030353
astyanax_mexicanus ENSAMXG00000029781
astyanax_mexicanus ENSAMXG00000029027
astyanax_mexicanus ENSAMXG00000043904
astyanax_mexicanus ENSAMXG00000039118
astyanax_mexicanus ENSAMXG00000035665
astyanax_mexicanus ENSAMXG00000043197
