tetraodon_nigroviridis ENSTNIG00000014723
takifugu_rubripes ENSTRUG00000015512
cynoglossus_semilaevis ENSCSEG00000001306
mola_mola ENSMMOG00000021671
gasterosteus_aculeatus ENSGACG00000001466
xiphophorus_maculatus ENSXMAG00000015416
xiphophorus_couchianus ENSXCOG00000008134
gambusia_affinis ENSGAFG00000010157
poecilia_formosa ENSPFOG00000017970
poecilia_mexicana ENSPMEG00000003538
poecilia_latipinna ENSPLAG00000010504
poecilia_reticulata ENSPREG00000002675
fundulus_heteroclitus ENSFHEG00000014553
cyprinodon_variegatus ENSCVAG00000009838
kryptolebias_marmoratus ENSKMAG00000007812
oryzias_latipes_asm223469v1 ENSORLG00015007562
oryzias_latipes ENSORLG00020011265
oryzias_latipes ENSORLG00000029600
oryzias_melastigma ENSOMEG00000006787
amphiprion_ocellaris ENSAOCG00000000690
amphiprion_percula ENSAPEG00000013085
acanthochromis_polyacanthus ENSAPOG00000018147
stegastes_partitus ENSSPAG00000017911
monopterus_albus ENSMALG00000021286
mastacembelus_armatus ENSMAMG00000023634
anabas_testudineus ENSATEG00000011527
seriola_dumerili ENSSDUG00000017003
seriola_lalandi_dorsalis ENSSLDG00000024729
scophthalmus_maximus ENSSMAG00000020806
maylandia_zebra ENSMZEG00005016000
astatotilapia_calliptera ENSACLG00000010908
pundamilia_nyererei ENSPNYG00000013801
haplochromis_burtoni ENSHBUG00000022411
neolamprologus_brichardi ENSNBRG00000016378
oreochromis_niloticus ENSONIG00000004221
amphilophus_citrinellus ENSACIG00000016383
labrus_bergylta ENSLBEG00000000833
hippocampus_comes ENSHCOG00000017809
periophthalmus_magnuspinnatus ENSPMGG00000010225
gadus_morhua ENSGMOG00000016327
esox_lucius ENSELUG00000002397
pygocentrus_nattereri ENSPNAG00000012239
astyanax_mexicanus ENSAMXG00000032850
ictalurus_punctatus ENSIPUG00000017816
danio_rerio ENSDARG00000028396
paramormyrops_kingsleyae ENSPKIG00000004899
scleropages_formosus ENSSFOG00015022854
lepisosteus_oculatus ENSLOCG00000012508
anolis_carolinensis ENSACAG00000017117
pogona_vitticeps ENSPVIG00000009951
notechis_scutatus ENSNSUG00000014589
notechis_scutatus ENSNSUG00000001273
salvator_merianae ENSSMRG00000020995
sphenodon_punctatus ENSSPUG00000013887
apteryx_owenii ENSAOWG00000005357
apteryx_haastii ENSAHAG00000017612
apteryx_rowi ENSARWG00000012078
dromaius_novaehollandiae ENSDNVG00000014747
nothoprocta_perdicaria ENSNPEG00000005160
manacus_vitellinus ENSMVIG00005018786
lepidothrix_coronata ENSLCOG00000015655
lonchura_striata_domestica ENSLSDG00000007853
taeniopygia_guttata ENSTGUG00000001670
serinus_canaria ENSSCAG00000015748
junco_hyemalis ENSJHYG00000016798
zonotrichia_albicollis ENSZALG00000010005
ficedula_albicollis ENSFALG00000003600
parus_major ENSPMJG00000012377
cyanistes_caeruleus ENSCCEG00000012423
melopsittacus_undulatus ENSMUNG00000006907
calidris_pygmaea ENSCPGG00000018247
calidris_pugnax ENSCPUG00000017716
anser_brachyrhynchus ENSABRG00000013508
anas_platyrhynchos_platyrhynchos ENSAPLG00000003627
gallus_gallus ENSGALG00000042148
meleagris_gallopavo ENSMGAG00000000691
coturnix_japonica ENSCJPG00005002277
numida_meleagris ENSNMEG00000007537
crocodylus_porosus ENSCPRG00005003028
chrysemys_picta_bellii ENSCPBG00000017798
chelonoidis_abingdonii ENSCABG00000015205
pelodiscus_sinensis ENSPSIG00000006195
notamacropus_eugenii ENSMEUG00000003530
phascolarctos_cinereus ENSPCIG00000021261
sarcophilus_harrisii ENSSHAG00000011819
monodelphis_domestica ENSMODG00000013757
capra_hircus ENSCHIG00000014746
ovis_aries ENSOARG00000012272
bos_mutus ENSBMUG00000002056
bos_taurus ENSBTAG00000047502
bison_bison_bison ENSBBBG00000013674
tursiops_truncatus ENSTTRG00000016526
vicugna_pacos ENSVPAG00000010984
sus_scrofa ENSSSCG00000001549
pteropus_vampyrus ENSPVAG00000015647
myotis_lucifugus ENSMLUG00000011255
equus_asinus_asinus ENSEASG00005021242
equus_caballus ENSECAG00000011304
mustela_putorius_furo ENSMPUG00000003749
neovison_vison ENSNVIG00000011306
canis_lupus_dingo ENSCAFG00020007094
canis_lupus_familiaris ENSCAFG00000001343
vulpes_vulpes ENSVVUG00000026191
ursus_maritimus ENSUMAG00000010276
ursus_americanus ENSUAMG00000017374
ailuropoda_melanoleuca ENSAMEG00000000571
