ovis_aries ENSOARG00000010851
capra_hircus ENSCHIG00000015459
equus_caballus ENSECAG00000036564
ursus_maritimus ENSUMAG00000022724
canis_lupus_dingo ENSCAFG00020024077
myotis_lucifugus ENSMLUG00000016217
rhinopithecus_roxellana ENSRROG00000033053
cebus_capucinus ENSCCAG00000018820
otolemur_garnettii ENSOGAG00000002299
marmota_marmota_marmota ENSMMMG00000017066
spermophilus_dauricus ENSSDAG00000013450
cavia_aperea ENSCAPG00000017101
carlito_syrichta ENSTSYG00000037217
macaca_mulatta ENSMMUG00000032017
oryctolagus_cuniculus ENSOCUG00000015982
monodelphis_domestica ENSMODG00000005754
ornithorhynchus_anatinus ENSOANG00000004093
anas_platyrhynchos_platyrhynchos ENSAPLG00000001607
meleagris_gallopavo ENSMGAG00000015777
zonotrichia_albicollis ENSZALG00000001588
