pygocentrus_nattereri ENSPNAG00000011676
astyanax_mexicanus ENSAMXG00000040891
ictalurus_punctatus ENSIPUG00000016302
mola_mola ENSMMOG00000003885
tetraodon_nigroviridis ENSTNIG00000013625
gasterosteus_aculeatus ENSGACG00000005472
mastacembelus_armatus ENSMAMG00000011918
amphiprion_percula ENSAPEG00000008878
acanthochromis_polyacanthus ENSAPOG00000020472
stegastes_partitus ENSSPAG00000014881
haplochromis_burtoni ENSHBUG00000013744
astatotilapia_calliptera ENSACLG00000009464
maylandia_zebra ENSMZEG00005019307
pundamilia_nyererei ENSPNYG00000001685
neolamprologus_brichardi ENSNBRG00000003141
oreochromis_niloticus ENSONIG00000006502
poecilia_formosa ENSPFOG00000020652
poecilia_mexicana ENSPMEG00000022626
poecilia_latipinna ENSPLAG00000023113
poecilia_reticulata ENSPREG00000022949
xiphophorus_maculatus ENSXMAG00000026188
xiphophorus_couchianus ENSXCOG00000015267
gambusia_affinis ENSGAFG00000017028
fundulus_heteroclitus ENSFHEG00000012833
cyprinodon_variegatus ENSCVAG00000011617
kryptolebias_marmoratus ENSKMAG00000021553
oryzias_latipes ENSORLG00000014075
oryzias_latipes ENSORLG00020002087
oryzias_latipes_asm223469v1 ENSORLG00015002492
oryzias_melastigma ENSOMEG00000023863
monopterus_albus ENSMALG00000011409
scophthalmus_maximus ENSSMAG00000006992
amphilophus_citrinellus ENSACIG00000020695
neolamprologus_brichardi ENSNBRG00000003127
seriola_dumerili ENSSDUG00000012241
mastacembelus_armatus ENSMAMG00000011905
labrus_bergylta ENSLBEG00000015558
seriola_lalandi_dorsalis ENSSLDG00000025354
cynoglossus_semilaevis ENSCSEG00000000573
amphiprion_ocellaris ENSAOCG00000016480
stegastes_partitus ENSSPAG00000014869
labrus_bergylta ENSLBEG00000015603
seriola_dumerili ENSSDUG00000012257
takifugu_rubripes ENSTRUG00000005378
amphilophus_citrinellus ENSACIG00000020706
anabas_testudineus ENSATEG00000022877
periophthalmus_magnuspinnatus ENSPMGG00000008121
hippocampus_comes ENSHCOG00000011447
gadus_morhua ENSGMOG00000012726
esox_lucius ENSELUG00000000106
scleropages_formosus ENSSFOG00015017306
