phascolarctos_cinereus ENSPCIG00000015310
notamacropus_eugenii ENSMEUG00000009232
sarcophilus_harrisii ENSSHAG00000009041
monodelphis_domestica ENSMODG00000018261
myotis_lucifugus ENSMLUG00000014064
pteropus_vampyrus ENSPVAG00000013586
bos_taurus ENSBTAG00000002135
bos_mutus ENSBMUG00000016928
bison_bison_bison ENSBBBG00000023615
ovis_aries ENSOARG00000021063
capra_hircus ENSCHIG00000027184
tursiops_truncatus ENSTTRG00000010726
vicugna_pacos ENSVPAG00000003735
sus_scrofa ENSSSCG00000000653
ursus_maritimus ENSUMAG00000016326
ursus_americanus ENSUAMG00000006251
ailuropoda_melanoleuca ENSAMEG00000003958
neovison_vison ENSNVIG00000010590
mustela_putorius_furo ENSMPUG00000006170
canis_lupus_dingo ENSCAFG00020006135
canis_lupus_familiaris ENSCAFG00000013596
vulpes_vulpes ENSVVUG00000005221
panthera_pardus ENSPPRG00000013095
panthera_tigris_altaica ENSPTIG00000008132
felis_catus ENSFCAG00000038433
sorex_araneus ENSSARG00000005644
equus_asinus_asinus ENSEASG00005014820
equus_caballus ENSECAG00000023027
mus_spicilegus ENSMSIG00000030137
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029969
mus_musculus ENSMUSG00000030156
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028925
mus_pahari MGP_PahariEiJ_G0022688
rattus_norvegicus ENSRNOG00000056783
meriones_unguiculatus ENSMUGG00000014369
cricetulus_griseus_crigri-picr ENSCGRG00015025391
cricetulus_griseus_crigri ENSCGRG00000011787
cricetulus_griseus_chok1gshd ENSCGRG00001014362
mesocricetus_auratus ENSMAUG00000021170
microtus_ochrogaster ENSMOCG00000002536
peromyscus_maniculatus_bairdii ENSPEMG00000000355
nannospalax_galili ENSNGAG00000013063
jaculus_jaculus ENSJJAG00000019735
castor_canadensis ENSCCNG00000026486
marmota_marmota_marmota ENSMMMG00000022336
urocitellus_parryii ENSUPAG00010004108
spermophilus_dauricus ENSSDAG00000020664
chinchilla_lanigera ENSCLAG00000016341
octodon_degus ENSODEG00000002100
cavia_porcellus ENSCPOG00000004961
heterocephalus_glaber_female ENSHGLG00000000741
heterocephalus_glaber_male ENSHGLG00100001841
fukomys_damarensis ENSFDAG00000012363
oryctolagus_cuniculus ENSOCUG00000009055
ochotona_princeps ENSOPRG00000016800
tupaia_belangeri ENSTBEG00000011189
pan_paniscus ENSPPAG00000039246
pan_troglodytes ENSPTRG00000004659
homo_sapiens ENSG00000110848
gorilla_gorilla ENSGGOG00000002549
pongo_abelii ENSPPYG00000004257
nomascus_leucogenys ENSNLEG00000002968
macaca_fascicularis ENSMFAG00000045779
macaca_nemestrina ENSMNEG00000036427
macaca_mulatta ENSMMUG00000015297
mandrillus_leucophaeus ENSMLEG00000030913
papio_anubis ENSPANG00000035849
theropithecus_gelada ENSTGEG00000004263
cercocebus_atys ENSCATG00000034103
chlorocebus_sabaeus ENSCSAG00000009288
rhinopithecus_bieti ENSRBIG00000035175
rhinopithecus_roxellana ENSRROG00000044076
piliocolobus_tephrosceles ENSPTEG00000008893
colobus_angolensis_palliatus ENSCANG00000030934
callithrix_jacchus ENSCJAG00000018576
saimiri_boliviensis_boliviensis ENSSBOG00000034380
cebus_capucinus ENSCCAG00000022037
aotus_nancymaae ENSANAG00000026992
carlito_syrichta ENSTSYG00000014348
prolemur_simus ENSPSMG00000004240
microcebus_murinus ENSMICG00000029791
otolemur_garnettii ENSOGAG00000015635
choloepus_hoffmanni ENSCHOG00000006313
dasypus_novemcinctus ENSDNOG00000049566
loxodonta_africana ENSLAFG00000008296
echinops_telfairi ENSETEG00000015100
ornithorhynchus_anatinus ENSOANG00000021654
chrysemys_picta_bellii ENSCPBG00000017908
chrysemys_picta_bellii ENSCPBG00000017706
pelodiscus_sinensis ENSPSIG00000004246
