monopterus_albus ENSMALG00000007115
labrus_bergylta ENSLBEG00000026665
seriola_dumerili ENSSDUG00000008308
scophthalmus_maximus ENSSMAG00000014508
cynoglossus_semilaevis ENSCSEG00000015703
poecilia_mexicana ENSPMEG00000019607
poecilia_latipinna ENSPLAG00000016482
cyprinodon_variegatus ENSCVAG00000002737
oryzias_melastigma ENSOMEG00000012508
amphiprion_ocellaris ENSAOCG00000008020
amphiprion_percula ENSAPEG00000010366
acanthochromis_polyacanthus ENSAPOG00000021409
stegastes_partitus ENSSPAG00000010597
pundamilia_nyererei ENSPNYG00000017320
maylandia_zebra ENSMZEG00005002585
amphilophus_citrinellus ENSACIG00000007552
hippocampus_comes ENSHCOG00000016591
pygocentrus_nattereri ENSPNAG00000025907
astyanax_mexicanus ENSAMXG00000029144
paramormyrops_kingsleyae ENSPKIG00000000096
scleropages_formosus ENSSFOG00015023513
