myotis_lucifugus ENSMLUG00000005947
pteropus_vampyrus ENSPVAG00000009020
capra_hircus ENSCHIG00000014214
ovis_aries ENSOARG00000019917
bos_taurus ENSBTAG00000046800
bos_mutus ENSBMUG00000016647
bos_indicus ENSBIXG00005010154
bos_indicus ENSBIXG00000006614
sus_scrofa ENSSSCG00000000960
ailuropoda_melanoleuca ENSAMEG00000002888
ursus_americanus ENSUAMG00000001967
felis_catus ENSFCAG00000013036
equus_caballus ENSECAG00000001641
sorex_araneus ENSSARG00000013065
pan_paniscus ENSPPAG00000002186
pan_troglodytes ENSPTRG00000029392
homo_sapiens ENSG00000130487
gorilla_gorilla ENSGGOG00000002851
pongo_abelii ENSPPYG00000011993
theropithecus_gelada ENSTGEG00000000966
chlorocebus_sabaeus ENSCSAG00000019291
piliocolobus_tephrosceles ENSPTEG00000009713
callithrix_jacchus ENSCJAG00000019187
carlito_syrichta ENSTSYG00000036295
propithecus_coquereli ENSPCOG00000001058
microcebus_murinus ENSMICG00000031623
otolemur_garnettii ENSOGAG00000029834
cavia_porcellus ENSCPOG00000029990
octodon_degus ENSODEG00000015964
heterocephalus_glaber ENSHGLG00000004829
marmota_marmota ENSMMMG00000005199
urocitellus_parryii ENSUPAG00010006327
spermophilus_dauricus ENSSDAG00000008951
mus_musculus ENSMUSG00000091680
mus_spicilegus ENSMSIG00000022560
mus_spretus MGP_SPRETEiJ_G0021064
mus_caroli MGP_CAROLIEiJ_G0020167
mus_pahari MGP_PahariEiJ_G0020172
rattus_norvegicus ENSRNOG00000032419
meriones_unguiculatus ENSMUGG00000013875
cricetulus_griseus ENSCGRG00000019844
cricetulus_griseus ENSCGRG00001010512
cricetulus_griseus ENSCGRG00015023641
peromyscus_maniculatus ENSPEMG00000025743
castor_canadensis ENSCCNG00000008925
oryctolagus_cuniculus ENSOCUG00000017268
ochotona_princeps ENSOPRG00000002991
loxodonta_africana ENSLAFG00000026031
dasypus_novemcinctus ENSDNOG00000044024
vombatus_ursinus ENSVURG00010005575
notamacropus_eugenii ENSMEUG00000004486
sarcophilus_harrisii ENSSHAG00000003175
monodelphis_domestica ENSMODG00000047615
ornithorhynchus_anatinus ENSOANG00000001874
