erinaceus_europaeus ENSEEUG00000000774
sorex_araneus ENSSARG00000007695
equus_caballus ENSECAG00000023568
equus_asinus_asinus ENSEASG00005009034
pteropus_vampyrus ENSPVAG00000010887
bos_mutus ENSBMUG00000018944
bos_taurus ENSBTAG00000037381
bison_bison_bison ENSBBBG00000010737
capra_hircus ENSCHIG00000023080
ovis_aries ENSOARG00000016169
tursiops_truncatus ENSTTRG00000008563
sus_scrofa ENSSSCG00000001236
ailuropoda_melanoleuca ENSAMEG00000016058
ursus_maritimus ENSUMAG00000019194
otolemur_garnettii ENSOGAG00000030532
carlito_syrichta ENSTSYG00000003463
pan_troglodytes ENSPTRG00000017918
pan_paniscus ENSPPAG00000032657
gorilla_gorilla ENSGGOG00000004900
homo_sapiens ENSG00000204614
pongo_abelii ENSPPYG00000017200
nomascus_leucogenys ENSNLEG00000004972
macaca_nemestrina ENSMNEG00000033606
theropithecus_gelada ENSTGEG00000010587
macaca_fascicularis ENSMFAG00000044537
macaca_mulatta ENSMMUG00000047434
papio_anubis ENSPANG00000005771
theropithecus_gelada ENSTGEG00000011084
chlorocebus_sabaeus ENSCSAG00000008122
mandrillus_leucophaeus ENSMLEG00000038121
cercocebus_atys ENSCATG00000031148
colobus_angolensis_palliatus ENSCANG00000007563
piliocolobus_tephrosceles ENSPTEG00000027864
rhinopithecus_roxellana ENSRROG00000028889
rhinopithecus_bieti ENSRBIG00000037540
cebus_capucinus ENSCCAG00000023524
saimiri_boliviensis_boliviensis ENSSBOG00000019751
callithrix_jacchus ENSCJAG00000020702
aotus_nancymaae ENSANAG00000024067
propithecus_coquereli ENSPCOG00000016944
oryctolagus_cuniculus ENSOCUG00000015671
ochotona_princeps ENSOPRG00000006317
castor_canadensis ENSCCNG00000026906
dipodomys_ordii ENSDORG00000014019
peromyscus_maniculatus_bairdii ENSPEMG00000015417
microtus_ochrogaster ENSMOCG00000011269
cricetulus_griseus_crigri ENSCGRG00000013616
cricetulus_griseus_crigri-picr ENSCGRG00015020839
cricetulus_griseus_chok1gshd ENSCGRG00001020928
mesocricetus_auratus ENSMAUG00000011593
mus_musculus ENSMUSG00000073399
mus_spicilegus ENSMSIG00000017088
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022468
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021556
mus_pahari MGP_PahariEiJ_G0020554
rattus_norvegicus ENSRNOG00000000783
meriones_unguiculatus ENSMUGG00000026693
meriones_unguiculatus ENSMUGG00000026669
nannospalax_galili ENSNGAG00000021772
octodon_degus ENSODEG00000000338
chinchilla_lanigera ENSCLAG00000003556
fukomys_damarensis ENSFDAG00000004501
urocitellus_parryii ENSUPAG00010015323
ictidomys_tridecemlineatus ENSSTOG00000001956
marmota_marmota_marmota ENSMMMG00000022941
spermophilus_dauricus ENSSDAG00000024577
tupaia_belangeri ENSTBEG00000009410
loxodonta_africana ENSLAFG00000013364
procavia_capensis ENSPCAG00000003099
echinops_telfairi ENSETEG00000000102
choloepus_hoffmanni ENSCHOG00000008534
dasypus_novemcinctus ENSDNOG00000036692
phascolarctos_cinereus ENSPCIG00000014953
notamacropus_eugenii ENSMEUG00000003824
monodelphis_domestica ENSMODG00000023828
