seriola_dumerili ENSSDUG00000016129
seriola_lalandi_dorsalis ENSSLDG00000000223
scophthalmus_maximus ENSSMAG00000009105
mastacembelus_armatus ENSMAMG00000009944
monopterus_albus ENSMALG00000010570
anabas_testudineus ENSATEG00000003030
poecilia_formosa ENSPFOG00000009916
poecilia_mexicana ENSPMEG00000006060
poecilia_latipinna ENSPLAG00000010084
poecilia_reticulata ENSPREG00000018739
xiphophorus_maculatus ENSXMAG00000007548
xiphophorus_couchianus ENSXCOG00000007967
gambusia_affinis ENSGAFG00000006349
cyprinodon_variegatus ENSCVAG00000014990
fundulus_heteroclitus ENSFHEG00000019456
kryptolebias_marmoratus ENSKMAG00000018857
oryzias_latipes ENSORLG00020000986
oryzias_latipes_asm223469v1 ENSORLG00015019929
oryzias_latipes ENSORLG00000009063
oryzias_melastigma ENSOMEG00000013379
astatotilapia_calliptera ENSACLG00000009607
maylandia_zebra ENSMZEG00005027078
haplochromis_burtoni ENSHBUG00000008116
pundamilia_nyererei ENSPNYG00000014315
neolamprologus_brichardi ENSNBRG00000020481
oreochromis_niloticus ENSONIG00000012448
amphilophus_citrinellus ENSACIG00000013014
amphiprion_ocellaris ENSAOCG00000019188
amphiprion_percula ENSAPEG00000006882
acanthochromis_polyacanthus ENSAPOG00000017257
stegastes_partitus ENSSPAG00000019886
takifugu_rubripes ENSTRUG00000005983
tetraodon_nigroviridis ENSTNIG00000000389
mola_mola ENSMMOG00000013113
labrus_bergylta ENSLBEG00000018950
periophthalmus_magnuspinnatus ENSPMGG00000005972
gadus_morhua ENSGMOG00000017625
esox_lucius ENSELUG00000002829
pygocentrus_nattereri ENSPNAG00000010755
astyanax_mexicanus ENSAMXG00000002033
danio_rerio ENSDARG00000110967
paramormyrops_kingsleyae ENSPKIG00000023123
scleropages_formosus ENSSFOG00015018238
lepisosteus_oculatus ENSLOCG00000014350
sphenodon_punctatus ENSSPUG00000004140
crocodylus_porosus ENSCPRG00005016694
chrysemys_picta_bellii ENSCPBG00000003958
gopherus_agassizii ENSGAGG00000013877
chelonoidis_abingdonii ENSCABG00000019723
pelodiscus_sinensis ENSPSIG00000006199
apteryx_owenii ENSAOWG00000015628
apteryx_haastii ENSAHAG00000009670
apteryx_rowi ENSARWG00000002352
dromaius_novaehollandiae ENSDNVG00000009408
nothoprocta_perdicaria ENSNPEG00000003839
taeniopygia_guttata ENSTGUG00000009077
lonchura_striata_domestica ENSLSDG00000007840
zonotrichia_albicollis ENSZALG00000002256
junco_hyemalis ENSJHYG00000008106
serinus_canaria ENSSCAG00000005861
cyanistes_caeruleus ENSCCEG00000021687
parus_major ENSPMJG00000004934
ficedula_albicollis ENSFALG00000013102
lepidothrix_coronata ENSLCOG00000013255
manacus_vitellinus ENSMVIG00005017949
calidris_pygmaea ENSCPGG00000010376
calidris_pugnax ENSCPUG00000019680
melopsittacus_undulatus ENSMUNG00000015065
meleagris_gallopavo ENSMGAG00000008569
coturnix_japonica ENSCJPG00005016744
gallus_gallus ENSGALG00000006944
numida_meleagris ENSNMEG00000020638
anser_brachyrhynchus ENSABRG00000018535
anas_platyrhynchos_platyrhynchos ENSAPLG00000006785
pogona_vitticeps ENSPVIG00000008099
anolis_carolinensis ENSACAG00000012320
salvator_merianae ENSSMRG00000017307
phascolarctos_cinereus ENSPCIG00000022172
sarcophilus_harrisii ENSSHAG00000014570
mustela_putorius_furo ENSMPUG00000014321
neovison_vison ENSNVIG00000023456
ailuropoda_melanoleuca ENSAMEG00000013029
panthera_pardus ENSPPRG00000007287
sus_scrofa ENSSSCG00000032521
oryctolagus_cuniculus ENSOCUG00000021347
pongo_abelii ENSPPYG00000013889
xenopus_tropicalis ENSXETG00000009335
latimeria_chalumnae ENSLACG00000016862
