anas_platyrhynchos_platyrhynchos ENSAPLG00000006960
anser_brachyrhynchus ENSABRG00000020559
meleagris_gallopavo ENSMGAG00000003424
gallus_gallus ENSGALG00000005826
coturnix_japonica ENSCJPG00005010945
numida_meleagris ENSNMEG00000005556
taeniopygia_guttata ENSTGUG00000000397
taeniopygia_guttata ENSTGUG00000015875
lonchura_striata_domestica ENSLSDG00000015883
ficedula_albicollis ENSFALG00000006571
manacus_vitellinus ENSMVIG00005013067
lepidothrix_coronata ENSLCOG00000005088
parus_major ENSPMJG00000004408
cyanistes_caeruleus ENSCCEG00000007833
junco_hyemalis ENSJHYG00000003104
zonotrichia_albicollis ENSZALG00000013735
serinus_canaria ENSSCAG00000006553
melopsittacus_undulatus ENSMUNG00000003931
calidris_pygmaea ENSCPGG00000010698
calidris_pugnax ENSCPUG00000019129
apteryx_owenii ENSAOWG00000016947
apteryx_haastii ENSAHAG00000004181
apteryx_rowi ENSARWG00000001590
dromaius_novaehollandiae ENSDNVG00000018872
nothoprocta_perdicaria ENSNPEG00000008558
crocodylus_porosus ENSCPRG00005003285
chelonoidis_abingdonii ENSCABG00000009317
gopherus_agassizii ENSGAGG00000002090
chrysemys_picta_bellii ENSCPBG00000018504
gopherus_agassizii ENSGAGG00000012424
pelodiscus_sinensis ENSPSIG00000012059
anolis_carolinensis ENSACAG00000005201
pogona_vitticeps ENSPVIG00000003751
notechis_scutatus ENSNSUG00000011494
salvator_merianae ENSSMRG00000015262
phascolarctos_cinereus ENSPCIG00000021260
notamacropus_eugenii ENSMEUG00000014439
monodelphis_domestica ENSMODG00000021164
sarcophilus_harrisii ENSSHAG00000006856
homo_sapiens ENSG00000008226
pan_paniscus ENSPPAG00000041933
pongo_abelii ENSPPYG00000014013
theropithecus_gelada ENSTGEG00000019305
cercocebus_atys ENSCATG00000040608
macaca_nemestrina ENSMNEG00000041215
chlorocebus_sabaeus ENSCSAG00000014334
colobus_angolensis_palliatus ENSCANG00000029180
piliocolobus_tephrosceles ENSPTEG00000021433
rhinopithecus_bieti ENSRBIG00000038813
rhinopithecus_roxellana ENSRROG00000038265
gorilla_gorilla ENSGGOG00000003808
pan_troglodytes ENSPTRG00000014752
nomascus_leucogenys ENSNLEG00000005235
macaca_fascicularis ENSMFAG00000043783
macaca_mulatta ENSMMUG00000000987
papio_anubis ENSPANG00000026026
mandrillus_leucophaeus ENSMLEG00000022212
cebus_capucinus ENSCCAG00000028153
saimiri_boliviensis_boliviensis ENSSBOG00000032370
callithrix_jacchus ENSCJAG00000010226
aotus_nancymaae ENSANAG00000026994
carlito_syrichta ENSTSYG00000014641
propithecus_coquereli ENSPCOG00000027222
microcebus_murinus ENSMICG00000048479
prolemur_simus ENSPSMG00000014983
otolemur_garnettii ENSOGAG00000009056
castor_canadensis ENSCCNG00000022309
dipodomys_ordii ENSDORG00000001553
peromyscus_maniculatus_bairdii ENSPEMG00000019661
microtus_ochrogaster ENSMOCG00000020565
cricetulus_griseus_crigri-picr ENSCGRG00015009135
cricetulus_griseus_crigri ENSCGRG00000011891
cricetulus_griseus_chok1gshd ENSCGRG00001021926
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033940
mus_musculus ENSMUSG00000038060
mus_spicilegus ENSMSIG00000004438
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032793
mus_pahari MGP_PahariEiJ_G0015659
