sarcophilus_harrisii ENSSHAG00000000802
phascolarctos_cinereus ENSPCIG00000016568
monodelphis_domestica ENSMODG00000028848
prolemur_simus ENSPSMG00000012650
otolemur_garnettii ENSOGAG00000027122
cricetulus_griseus_crigri-picr ENSCGRG00015007529
peromyscus_maniculatus_bairdii ENSPEMG00000030344
castor_canadensis ENSCCNG00000007074
urocitellus_parryii ENSUPAG00010002024
urocitellus_parryii ENSUPAG00010006760
spermophilus_dauricus ENSSDAG00000002677
spermophilus_dauricus ENSSDAG00000020715
marmota_marmota_marmota ENSMMMG00000006344
marmota_marmota_marmota ENSMMMG00000007132
dasypus_novemcinctus ENSDNOG00000038528
loxodonta_africana ENSLAFG00000027543
ornithorhynchus_anatinus ENSOANG00000006691
pogona_vitticeps ENSPVIG00000006733
anolis_carolinensis ENSACAG00000023801
salvator_merianae ENSSMRG00000022411
sphenodon_punctatus ENSSPUG00000005518
apteryx_haastii ENSAHAG00000011826
apteryx_owenii ENSAOWG00000009037
apteryx_rowi ENSARWG00000010362
dromaius_novaehollandiae ENSDNVG00000015949
nothoprocta_perdicaria ENSNPEG00000003890
taeniopygia_guttata ENSTGUG00000016763
taeniopygia_guttata ENSTGUG00000010634
lonchura_striata_domestica ENSLSDG00000015598
junco_hyemalis ENSJHYG00000018113
zonotrichia_albicollis ENSZALG00000007952
serinus_canaria ENSSCAG00000016360
parus_major ENSPMJG00000016430
cyanistes_caeruleus ENSCCEG00000018569
ficedula_albicollis ENSFALG00000004123
manacus_vitellinus ENSMVIG00005018420
lepidothrix_coronata ENSLCOG00000003724
melopsittacus_undulatus ENSMUNG00000002853
calidris_pugnax ENSCPUG00000006432
calidris_pygmaea ENSCPGG00000014570
anser_brachyrhynchus ENSABRG00000017806
anas_platyrhynchos_platyrhynchos ENSAPLG00000005622
meleagris_gallopavo ENSMGAG00000014755
coturnix_japonica ENSCJPG00005018268
gallus_gallus ENSGALG00000016722
numida_meleagris ENSNMEG00000015778
crocodylus_porosus ENSCPRG00005007406
chrysemys_picta_bellii ENSCPBG00000007533
chelonoidis_abingdonii ENSCABG00000000764
pelodiscus_sinensis ENSPSIG00000012916
