neovison_vison ENSNVIG00000010317
mustela_putorius_furo ENSMPUG00000020091
ursus_americanus ENSUAMG00000003746
canis_lupus_dingo ENSCAFG00020024065
canis_lupus_familiaris ENSCAFG00000010134
vulpes_vulpes ENSVVUG00000017994
panthera_pardus ENSPPRG00000019002
panthera_tigris_altaica ENSPTIG00000003866
felis_catus ENSFCAG00000010586
equus_caballus ENSECAG00000001491
equus_asinus_asinus ENSEASG00005017864
bos_mutus ENSBMUG00000005801
bos_taurus ENSBTAG00000002186
bison_bison_bison ENSBBBG00000013864
capra_hircus ENSCHIG00000008761
tursiops_truncatus ENSTTRG00000007206
sus_scrofa ENSSSCG00000004834
pteropus_vampyrus ENSPVAG00000009668
mus_spicilegus ENSMSIG00000032137
mus_musculus ENSMUSG00000033585
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030920
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029817
mus_pahari MGP_PahariEiJ_G0013042
rattus_norvegicus ENSRNOG00000010146
meriones_unguiculatus ENSMUGG00000007034
meriones_unguiculatus ENSMUGG00000007037
peromyscus_maniculatus_bairdii ENSPEMG00000001158
microtus_ochrogaster ENSMOCG00000022425
cricetulus_griseus_crigri-picr ENSCGRG00015019339
cricetulus_griseus_crigri ENSCGRG00000019005
cricetulus_griseus_chok1gshd ENSCGRG00001009345
mesocricetus_auratus ENSMAUG00000016570
nannospalax_galili ENSNGAG00000006239
jaculus_jaculus ENSJJAG00000002618
ictidomys_tridecemlineatus ENSSTOG00000026863
urocitellus_parryii ENSUPAG00010007026
marmota_marmota_marmota ENSMMMG00000019148
spermophilus_dauricus ENSSDAG00000016843
chinchilla_lanigera ENSCLAG00000017784
fukomys_damarensis ENSFDAG00000005716
oryctolagus_cuniculus ENSOCUG00000003250
colobus_angolensis_palliatus ENSCANG00000039092
mandrillus_leucophaeus ENSMLEG00000027833
pan_paniscus ENSPPAG00000010428
carlito_syrichta ENSTSYG00000000714
prolemur_simus ENSPSMG00000014219
otolemur_garnettii ENSOGAG00000000285
rhinopithecus_roxellana ENSRROG00000000907
rhinopithecus_bieti ENSRBIG00000009280
piliocolobus_tephrosceles ENSPTEG00000038728
macaca_fascicularis ENSMFAG00000030109
macaca_nemestrina ENSMNEG00000037666
macaca_mulatta ENSMMUG00000005161
cercocebus_atys ENSCATG00000043287
papio_anubis ENSPANG00000014834
chlorocebus_sabaeus ENSCSAG00000018866
homo_sapiens ENSG00000182636
gorilla_gorilla ENSGGOG00000041536
pongo_abelii ENSPPYG00000006267
aotus_nancymaae ENSANAG00000015770
callithrix_jacchus ENSCJAG00000003738
choloepus_hoffmanni ENSCHOG00000010715
dasypus_novemcinctus ENSDNOG00000047509
loxodonta_africana ENSLAFG00000005577
