mola_mola ENSMMOG00000001736
takifugu_rubripes ENSTRUG00000023803
labrus_bergylta ENSLBEG00000010639
gasterosteus_aculeatus ENSGACG00000008069
gasterosteus_aculeatus ENSGACG00000008053
anabas_testudineus ENSATEG00000006278
mastacembelus_armatus ENSMAMG00000005651
scophthalmus_maximus ENSSMAG00000007562
cynoglossus_semilaevis ENSCSEG00000006255
seriola_dumerili ENSSDUG00000018180
seriola_lalandi_dorsalis ENSSLDG00000020310
xiphophorus_maculatus ENSXMAG00000026576
xiphophorus_couchianus ENSXCOG00000017726
gambusia_affinis ENSGAFG00000010269
poecilia_formosa ENSPFOG00000005178
poecilia_mexicana ENSPMEG00000021815
poecilia_latipinna ENSPLAG00000006872
poecilia_reticulata ENSPREG00000018669
fundulus_heteroclitus ENSFHEG00000005847
cyprinodon_variegatus ENSCVAG00000003376
kryptolebias_marmoratus ENSKMAG00000016377
oryzias_latipes ENSORLG00020000214
oryzias_latipes_asm223469v1 ENSORLG00015020297
oryzias_latipes ENSORLG00000022248
oryzias_melastigma ENSOMEG00000004519
pundamilia_nyererei ENSPNYG00000018038
haplochromis_burtoni ENSHBUG00000014407
astatotilapia_calliptera ENSACLG00000011503
maylandia_zebra ENSMZEG00005006924
neolamprologus_brichardi ENSNBRG00000005143
amphiprion_ocellaris ENSAOCG00000012258
amphiprion_percula ENSAPEG00000002724
acanthochromis_polyacanthus ENSAPOG00000007012
stegastes_partitus ENSSPAG00000013419
hippocampus_comes ENSHCOG00000006884
periophthalmus_magnuspinnatus ENSPMGG00000007698
gadus_morhua ENSGMOG00000020099
esox_lucius ENSELUG00000010546
pygocentrus_nattereri ENSPNAG00000003552
pygocentrus_nattereri ENSPNAG00000018965
astyanax_mexicanus ENSAMXG00000038245
ictalurus_punctatus ENSIPUG00000022659
danio_rerio ENSDARG00000055172
tetraodon_nigroviridis ENSTNIG00000018833
gasterosteus_aculeatus ENSGACG00000019841
poecilia_formosa ENSPFOG00000006083
gadus_morhua ENSGMOG00000015952
scleropages_formosus ENSSFOG00015008344
paramormyrops_kingsleyae ENSPKIG00000007399
lepisosteus_oculatus ENSLOCG00000011127
lepisosteus_oculatus ENSLOCG00000017844
