pygocentrus_nattereri ENSPNAG00000027015
astyanax_mexicanus ENSAMXG00000009547
danio_rerio ENSDARG00000070950
mastacembelus_armatus ENSMAMG00000019183
monopterus_albus ENSMALG00000005437
anabas_testudineus ENSATEG00000016101
amphiprion_ocellaris ENSAOCG00000002152
amphiprion_percula ENSAPEG00000002257
acanthochromis_polyacanthus ENSAPOG00000024440
stegastes_partitus ENSSPAG00000014189
mola_mola ENSMMOG00000000195
tetraodon_nigroviridis ENSTNIG00000001248
gasterosteus_aculeatus ENSGACG00000001989
poecilia_latipinna ENSPLAG00000012849
esox_lucius ENSELUG00000021912
ciona_intestinalis ENSCING00000022280
ciona_savignyi ENSCSAVG00000007197
