lepidothrix_coronata ENSLCOG00000006350
manacus_vitellinus ENSMVIG00005010264
ficedula_albicollis ENSFALG00000009693
junco_hyemalis ENSJHYG00000012865
taeniopygia_guttata ENSTGUG00000004693
calidris_pygmaea ENSCPGG00000001340
melopsittacus_undulatus ENSMUNG00000016007
meleagris_gallopavo ENSMGAG00000003839
gallus_gallus ENSGALG00000035035
coturnix_japonica ENSCJPG00005009827
numida_meleagris ENSNMEG00000015086
pogona_vitticeps ENSPVIG00000009839
anolis_carolinensis ENSACAG00000011269
ornithorhynchus_anatinus ENSOANG00000021499
xenopus_tropicalis ENSXETG00000003427
latimeria_chalumnae ENSLACG00000018492
scophthalmus_maximus ENSSMAG00000013580
cynoglossus_semilaevis ENSCSEG00000007975
seriola_dumerili ENSSDUG00000004198
seriola_lalandi_dorsalis ENSSLDG00000024066
amphiprion_percula ENSAPEG00000022298
amphiprion_ocellaris ENSAOCG00000013585
acanthochromis_polyacanthus ENSAPOG00000004413
stegastes_partitus ENSSPAG00000017519
maylandia_zebra ENSMZEG00005023832
astatotilapia_calliptera ENSACLG00000009828
pundamilia_nyererei ENSPNYG00000016051
haplochromis_burtoni ENSHBUG00000000097
neolamprologus_brichardi ENSNBRG00000017873
amphilophus_citrinellus ENSACIG00000001562
xiphophorus_couchianus ENSXCOG00000013632
xiphophorus_maculatus ENSXMAG00000025583
gambusia_affinis ENSGAFG00000008490
poecilia_formosa ENSPFOG00000020144
poecilia_mexicana ENSPMEG00000008124
poecilia_latipinna ENSPLAG00000017817
poecilia_reticulata ENSPREG00000013092
cyprinodon_variegatus ENSCVAG00000000523
fundulus_heteroclitus ENSFHEG00000010412
kryptolebias_marmoratus ENSKMAG00000021929
oryzias_latipes ENSORLG00000025729
oryzias_latipes ENSORLG00020008760
oryzias_latipes_asm223469v1 ENSORLG00015006785
oryzias_melastigma ENSOMEG00000015790
monopterus_albus ENSMALG00000000743
mastacembelus_armatus ENSMAMG00000004490
anabas_testudineus ENSATEG00000021789
mola_mola ENSMMOG00000008268
takifugu_rubripes ENSTRUG00000024680
labrus_bergylta ENSLBEG00000004751
hippocampus_comes ENSHCOG00000015868
periophthalmus_magnuspinnatus ENSPMGG00000007147
esox_lucius ENSELUG00000014197
pygocentrus_nattereri ENSPNAG00000014403
astyanax_mexicanus ENSAMXG00000042892
ictalurus_punctatus ENSIPUG00000009070
danio_rerio ENSDARG00000092463
paramormyrops_kingsleyae ENSPKIG00000014382
scleropages_formosus ENSSFOG00015004035
