lepisosteus_oculatus ENSLOCG00000008075
danio_rerio ENSDARG00000094126
latimeria_chalumnae ENSLACG00000001895
sarcophilus_harrisii ENSSHAG00000017435
monodelphis_domestica ENSMODG00000021231
heterocephalus_glaber_female ENSHGLG00000012333
fukomys_damarensis ENSFDAG00000008741
chinchilla_lanigera ENSCLAG00000004716
octodon_degus ENSODEG00000010594
cavia_porcellus ENSCPOG00000032259
cavia_aperea ENSCAPG00000007706
urocitellus_parryii ENSUPAG00010008087
ictidomys_tridecemlineatus ENSSTOG00000031767
spermophilus_dauricus ENSSDAG00000006136
marmota_marmota_marmota ENSMMMG00000017545
mus_spicilegus ENSMSIG00000015659
mus_musculus ENSMUSG00000099564
meriones_unguiculatus ENSMUGG00000025083
peromyscus_maniculatus_bairdii ENSPEMG00000021490
microtus_ochrogaster ENSMOCG00000015027
cricetulus_griseus_crigri ENSCGRG00000014546
cricetulus_griseus_crigri-picr ENSCGRG00015004650
cricetulus_griseus_chok1gshd ENSCGRG00001023152
mesocricetus_auratus ENSMAUG00000018725
nannospalax_galili ENSNGAG00000011526
jaculus_jaculus ENSJJAG00000023069
castor_canadensis ENSCCNG00000026687
dipodomys_ordii ENSDORG00000029603
ciona_intestinalis ENSCING00000020264
