tetraodon_nigroviridis ENSTNIG00000019205
poecilia_formosa ENSPFOG00000022566
hucho_hucho ENSHHUG00000022957
ciona_savignyi ENSCSAVG00000009944
procavia_capensis ENSPCAG00000007341
echinops_telfairi ENSETEG00000007535
loxodonta_africana ENSLAFG00000020918
erinaceus_europaeus ENSEEUG00000005754
dasypus_novemcinctus ENSDNOG00000044138
chinchilla_lanigera ENSCLAG00000016954
octodon_degus ENSODEG00000002856
cavia_porcellus ENSCPOG00000020268
cavia_aperea ENSCAPG00000009165
heterocephalus_glaber ENSHGLG00100004873
heterocephalus_glaber ENSHGLG00000010610
fukomys_damarensis ENSFDAG00000020952
urocitellus_parryii ENSUPAG00010010574
ictidomys_tridecemlineatus ENSSTOG00000002657
spermophilus_dauricus ENSSDAG00000006591
spermophilus_dauricus ENSSDAG00000006576
marmota_marmota ENSMMMG00000013186
castor_canadensis ENSCCNG00000028399
dipodomys_ordii ENSDORG00000010743
mus_spicilegus ENSMSIG00000017552
mus_spretus MGP_SPRETEiJ_G0020176
mus_musculus ENSMUSG00000040721
mus_caroli MGP_CAROLIEiJ_G0019287
mus_pahari MGP_PahariEiJ_G0030304
rattus_norvegicus ENSRNOG00000025634
meriones_unguiculatus ENSMUGG00000024022
cricetulus_griseus ENSCGRG00015019143
cricetulus_griseus ENSCGRG00001023346
cricetulus_griseus ENSCGRG00000017531
mesocricetus_auratus ENSMAUG00000020668
microtus_ochrogaster ENSMOCG00000017802
peromyscus_maniculatus ENSPEMG00000016569
nannospalax_galili ENSNGAG00000004250
ochotona_princeps ENSOPRG00000016602
ochotona_princeps ENSOPRG00000018539
oryctolagus_cuniculus ENSOCUG00000022715
pongo_abelii ENSPPYG00000005671
pongo_abelii ENSPPYG00000005672
pan_troglodytes ENSPTRG00000030788
pan_paniscus ENSPPAG00000038216
gorilla_gorilla ENSGGOG00000005008
homo_sapiens ENSG00000136367
nomascus_leucogenys ENSNLEG00000015078
theropithecus_gelada ENSTGEG00000020640
papio_anubis ENSPANG00000020555
mandrillus_leucophaeus ENSMLEG00000028731
cercocebus_atys ENSCATG00000034235
macaca_mulatta ENSMMUG00000014771
macaca_fascicularis ENSMFAG00000024524
macaca_nemestrina ENSMNEG00000039293
chlorocebus_sabaeus ENSCSAG00000015948
colobus_angolensis ENSCANG00000031554
piliocolobus_tephrosceles ENSPTEG00000016963
rhinopithecus_roxellana ENSRROG00000035293
rhinopithecus_bieti ENSRBIG00000040933
cebus_capucinus ENSCCAG00000021456
callithrix_jacchus ENSCJAG00000007523
saimiri_boliviensis ENSSBOG00000036225
aotus_nancymaae ENSANAG00000034727
carlito_syrichta ENSTSYG00000026013
propithecus_coquereli ENSPCOG00000025004
prolemur_simus ENSPSMG00000016655
microcebus_murinus ENSMICG00000026323
otolemur_garnettii ENSOGAG00000034396
pteropus_vampyrus ENSPVAG00000005188
pteropus_vampyrus ENSPVAG00000005185
myotis_lucifugus ENSMLUG00000017236
tursiops_truncatus ENSTTRG00000010658
tursiops_truncatus ENSTTRG00000010657
capra_hircus ENSCHIG00000015491
ovis_aries ENSOARG00000019296
bos_indicus ENSBIXG00000002719
bos_indicus ENSBIXG00000002720
bos_mutus ENSBMUG00000026555
bos_taurus ENSBTAG00000007053
bos_indicus ENSBIXG00005004534
bison_bison ENSBBBG00000022587
sus_scrofa ENSSSCG00000040339
ursus_americanus ENSUAMG00000007479
ursus_maritimus ENSUMAG00000014795
ailuropoda_melanoleuca ENSAMEG00000016656
neovison_vison ENSNVIG00000021624
mustela_putorius ENSMPUG00000006417
canis_lupus ENSCAFG00020004940
canis_lupus ENSCAFG00020004935
canis_lupus ENSCAFG00000011646
vulpes_vulpes ENSVVUG00000029093
panthera_pardus ENSPPRG00000020843
panthera_tigris ENSPTIG00000013814
felis_catus ENSFCAG00000026123
equus_caballus ENSECAG00000013939
equus_asinus ENSEASG00005011805
erinaceus_europaeus ENSEEUG00000004061
vicugna_pacos ENSVPAG00000000568
chrysemys_picta ENSCPBG00000025896
denticeps_clupeoides ENSDCDG00000002142
astyanax_mexicanus ENSAMXG00005018810
parambassis_ranga ENSPRNG00000025555
parambassis_ranga ENSPRNG00000025556
larimichthys_crocea ENSLCRG00005014477
cottoperca_gobio ENSCGOG00000006979
betta_splendens ENSBSLG00000023508
poecilia_mexicana ENSPMEG00000020866
poecilia_formosa ENSPFOG00000010344
xiphophorus_maculatus ENSXMAG00000006194
fundulus_heteroclitus ENSFHEG00000007223
kryptolebias_marmoratus ENSKMAG00000018780
oryzias_latipes ENSORLG00020004631
oryzias_latipes ENSORLG00000023291
oryzias_latipes ENSORLG00015001461
oryzias_melastigma ENSOMEG00000016546
seriola_lalandi ENSSLDG00000007103
seriola_dumerili ENSSDUG00000020570
scophthalmus_maximus ENSSMAG00000020153
lates_calcarifer ENSLCAG00010003002
anabas_testudineus ENSATEG00000020551
mastacembelus_armatus ENSMAMG00000007948
haplochromis_burtoni ENSHBUG00000019533
pundamilia_nyererei ENSPNYG00000013169
amphiprion_percula ENSAPEG00000009633
amphiprion_ocellaris ENSAOCG00000015789
acanthochromis_polyacanthus ENSAPOG00000016446
monopterus_albus ENSMALG00000003130
hucho_hucho ENSHHUG00000029212
hippocampus_comes ENSHCOG00000004785
electrophorus_electricus ENSEEEG00000003981
paramormyrops_kingsleyae ENSPKIG00000018088
erpetoichthys_calabaricus ENSECRG00000011158
denticeps_clupeoides ENSDCDG00000007481
notamacropus_eugenii ENSMEUG00000002465
notamacropus_eugenii ENSMEUG00000002461
phascolarctos_cinereus ENSPCIG00000033281
phascolarctos_cinereus ENSPCIG00000036936
vombatus_ursinus ENSVURG00010022625
sarcophilus_harrisii ENSSHAG00000015490
monodelphis_domestica ENSMODG00000004244
anolis_carolinensis ENSACAG00000007381
