scophthalmus_maximus ENSSMAG00000013393
gasterosteus_aculeatus ENSGACG00000017894
fundulus_heteroclitus ENSFHEG00000015432
cyprinodon_variegatus ENSCVAG00000013807
poecilia_mexicana ENSPMEG00000015171
poecilia_latipinna ENSPLAG00000020311
poecilia_formosa ENSPFOG00000004086
poecilia_reticulata ENSPREG00000001200
xiphophorus_maculatus ENSXMAG00000016380
xiphophorus_couchianus ENSXCOG00000006607
gambusia_affinis ENSGAFG00000008251
kryptolebias_marmoratus ENSKMAG00000014097
oryzias_latipes ENSORLG00000020900
oryzias_latipes_asm223469v1 ENSORLG00015016107
oryzias_latipes ENSORLG00020002964
oryzias_melastigma ENSOMEG00000009634
haplochromis_burtoni ENSHBUG00000012682
pundamilia_nyererei ENSPNYG00000016232
astatotilapia_calliptera ENSACLG00000000708
maylandia_zebra ENSMZEG00005014347
oreochromis_niloticus ENSONIG00000012765
neolamprologus_brichardi ENSNBRG00000021504
amphilophus_citrinellus ENSACIG00000009667
amphiprion_ocellaris ENSAOCG00000004305
amphiprion_percula ENSAPEG00000020704
acanthochromis_polyacanthus ENSAPOG00000009998
stegastes_partitus ENSSPAG00000004170
seriola_lalandi_dorsalis ENSSLDG00000015978
seriola_dumerili ENSSDUG00000002143
cynoglossus_semilaevis ENSCSEG00000001516
takifugu_rubripes ENSTRUG00000005889
tetraodon_nigroviridis ENSTNIG00000000575
mola_mola ENSMMOG00000012167
labrus_bergylta ENSLBEG00000011909
monopterus_albus ENSMALG00000020530
mastacembelus_armatus ENSMAMG00000022873
anabas_testudineus ENSATEG00000005599
periophthalmus_magnuspinnatus ENSPMGG00000015401
gadus_morhua ENSGMOG00000009309
esox_lucius ENSELUG00000002267
astyanax_mexicanus ENSAMXG00000020994
pygocentrus_nattereri ENSPNAG00000004966
danio_rerio ENSDARG00000044276
scleropages_formosus ENSSFOG00015018649
lepisosteus_oculatus ENSLOCG00000012495
