monodelphis_domestica ENSMODG00000015906
phascolarctos_cinereus ENSPCIG00000032609
prolemur_simus ENSPSMG00000003407
otolemur_garnettii ENSOGAG00000011136
gorilla_gorilla ENSGGOG00000040578
gorilla_gorilla ENSGGOG00000041679
homo_sapiens ENSG00000162543
pan_troglodytes ENSPTRG00000045494
pan_paniscus ENSPPAG00000006302
pongo_abelii ENSPPYG00000001775
nomascus_leucogenys ENSNLEG00000032736
rhinopithecus_roxellana ENSRROG00000036719
rhinopithecus_bieti ENSRBIG00000039905
piliocolobus_tephrosceles ENSPTEG00000004814
macaca_mulatta ENSMMUG00000038517
theropithecus_gelada ENSTGEG00000000143
chlorocebus_sabaeus ENSCSAG00000000640
callithrix_jacchus ENSCJAG00000023243
castor_canadensis ENSCCNG00000002358
dipodomys_ordii ENSDORG00000013776
mus_spicilegus ENSMSIG00000014072
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027675
mus_musculus ENSMUSG00000043621
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026695
mus_pahari MGP_PahariEiJ_G0029026
rattus_norvegicus ENSRNOG00000027731
meriones_unguiculatus ENSMUGG00000024170
microtus_ochrogaster ENSMOCG00000018046
peromyscus_maniculatus_bairdii ENSPEMG00000025840
cricetulus_griseus_crigri ENSCGRG00000009068
cricetulus_griseus_crigri-picr ENSCGRG00015024470
cricetulus_griseus_chok1gshd ENSCGRG00001017600
mesocricetus_auratus ENSMAUG00000013297
nannospalax_galili ENSNGAG00000009322
chinchilla_lanigera ENSCLAG00000007262
cavia_porcellus ENSCPOG00000038807
heterocephalus_glaber_female ENSHGLG00000010616
heterocephalus_glaber_male ENSHGLG00100011586
marmota_marmota_marmota ENSMMMG00000019743
marmota_marmota_marmota ENSMMMG00000007586
urocitellus_parryii ENSUPAG00010016362
spermophilus_dauricus ENSSDAG00000011488
ictidomys_tridecemlineatus ENSSTOG00000022683
oryctolagus_cuniculus ENSOCUG00000004350
tupaia_belangeri ENSTBEG00000007271
capra_hircus ENSCHIG00000025644
ovis_aries ENSOARG00000018741
bos_mutus ENSBMUG00000022349
bos_taurus ENSBTAG00000040547
bison_bison_bison ENSBBBG00000007566
tursiops_truncatus ENSTTRG00000017074
sus_scrofa ENSSSCG00000003498
ursus_maritimus ENSUMAG00000018850
ursus_americanus ENSUAMG00000011671
ailuropoda_melanoleuca ENSAMEG00000018995
mustela_putorius_furo ENSMPUG00000018828
neovison_vison ENSNVIG00000015237
canis_lupus_familiaris ENSCAFG00000015076
canis_lupus_dingo ENSCAFG00020008444
vulpes_vulpes ENSVVUG00000029477
panthera_tigris_altaica ENSPTIG00000005592
panthera_pardus ENSPPRG00000022278
felis_catus ENSFCAG00000007629
myotis_lucifugus ENSMLUG00000014942
sorex_araneus ENSSARG00000009377
equus_asinus_asinus ENSEASG00005014864
choloepus_hoffmanni ENSCHOG00000013088
loxodonta_africana ENSLAFG00000000071
gopherus_agassizii ENSGAGG00000015702
chelonoidis_abingdonii ENSCABG00000019301
chrysemys_picta_bellii ENSCPBG00000023605
pelodiscus_sinensis ENSPSIG00000001818
apteryx_rowi ENSARWG00000018934
apteryx_haastii ENSAHAG00000006465
apteryx_owenii ENSAOWG00000012145
dromaius_novaehollandiae ENSDNVG00000010567
nothoprocta_perdicaria ENSNPEG00000011805
taeniopygia_guttata ENSTGUG00000017062
lonchura_striata_domestica ENSLSDG00000015064
zonotrichia_albicollis ENSZALG00000003834
junco_hyemalis ENSJHYG00000015429
ficedula_albicollis ENSFALG00000014842
parus_major ENSPMJG00000002633
cyanistes_caeruleus ENSCCEG00000015547
manacus_vitellinus ENSMVIG00005006932
lepidothrix_coronata ENSLCOG00000006425
melopsittacus_undulatus ENSMUNG00000012901
calidris_pygmaea ENSCPGG00000010957
calidris_pugnax ENSCPUG00000018700
gallus_gallus ENSGALG00000023708
meleagris_gallopavo ENSMGAG00000015759
coturnix_japonica ENSCJPG00005018709
numida_meleagris ENSNMEG00000016087
anser_brachyrhynchus ENSABRG00000020851
anas_platyrhynchos_platyrhynchos ENSAPLG00000021708
crocodylus_porosus ENSCPRG00005018523
pogona_vitticeps ENSPVIG00000018033
notechis_scutatus ENSNSUG00000018664
salvator_merianae ENSSMRG00000007957
sphenodon_punctatus ENSSPUG00000001467
xenopus_tropicalis ENSXETG00000030780
latimeria_chalumnae ENSLACG00000018613
amphiprion_percula ENSAPEG00000024720
amphiprion_ocellaris ENSAOCG00000021087
acanthochromis_polyacanthus ENSAPOG00000022567
stegastes_partitus ENSSPAG00000018372
maylandia_zebra ENSMZEG00005023350
astatotilapia_calliptera ENSACLG00000018960
pundamilia_nyererei ENSPNYG00000021216
haplochromis_burtoni ENSHBUG00000006763
neolamprologus_brichardi ENSNBRG00000002633
