xiphophorus_maculatus ENSXMAG00000022616
xiphophorus_couchianus ENSXCOG00000006048
poecilia_formosa ENSPFOG00000009750
poecilia_mexicana ENSPMEG00000006946
poecilia_latipinna ENSPLAG00000007730
poecilia_reticulata ENSPREG00000002670
gambusia_affinis ENSGAFG00000001118
fundulus_heteroclitus ENSFHEG00000007710
cyprinodon_variegatus ENSCVAG00000005652
kryptolebias_marmoratus ENSKMAG00000008250
oryzias_latipes_asm223469v1 ENSORLG00015020255
oryzias_latipes ENSORLG00000027170
oryzias_latipes ENSORLG00020005256
oryzias_melastigma ENSOMEG00000016795
cynoglossus_semilaevis ENSCSEG00000010714
seriola_lalandi_dorsalis ENSSLDG00000001474
mola_mola ENSMMOG00000008452
anabas_testudineus ENSATEG00000012261
periophthalmus_magnuspinnatus ENSPMGG00000009000
monopterus_albus ENSMALG00000007804
mastacembelus_armatus ENSMAMG00000013391
neolamprologus_brichardi ENSNBRG00000016888
oreochromis_niloticus ENSONIG00000010303
maylandia_zebra ENSMZEG00005011314
astatotilapia_calliptera ENSACLG00000020578
pundamilia_nyererei ENSPNYG00000003703
haplochromis_burtoni ENSHBUG00000011474
amphilophus_citrinellus ENSACIG00000003726
seriola_lalandi_dorsalis ENSSLDG00000000501
seriola_lalandi_dorsalis ENSSLDG00000009601
seriola_lalandi_dorsalis ENSSLDG00000020035
seriola_dumerili ENSSDUG00000018058
scophthalmus_maximus ENSSMAG00000012729
amphiprion_ocellaris ENSAOCG00000004705
amphiprion_percula ENSAPEG00000024749
acanthochromis_polyacanthus ENSAPOG00000015517
stegastes_partitus ENSSPAG00000000139
labrus_bergylta ENSLBEG00000012820
takifugu_rubripes ENSTRUG00000021261
tetraodon_nigroviridis ENSTNIG00000013090
gasterosteus_aculeatus ENSGACG00000003360
hippocampus_comes ENSHCOG00000004713
gadus_morhua ENSGMOG00000005586
esox_lucius ENSELUG00000020953
astyanax_mexicanus ENSAMXG00000004732
pygocentrus_nattereri ENSPNAG00000003286
ictalurus_punctatus ENSIPUG00000021263
danio_rerio ENSDARG00000039486
paramormyrops_kingsleyae ENSPKIG00000005450
scleropages_formosus ENSSFOG00015011401
lepisosteus_oculatus ENSLOCG00000011418
apteryx_owenii ENSAOWG00000005970
apteryx_haastii ENSAHAG00000006514
apteryx_rowi ENSARWG00000000374
dromaius_novaehollandiae ENSDNVG00000007421
nothoprocta_perdicaria ENSNPEG00000014881
anser_brachyrhynchus ENSABRG00000000967
anas_platyrhynchos_platyrhynchos ENSAPLG00000029441
gallus_gallus ENSGALG00000009433
coturnix_japonica ENSCJPG00005020144
meleagris_gallopavo ENSMGAG00000011390
numida_meleagris ENSNMEG00000012829
calidris_pygmaea ENSCPGG00000011345
calidris_pugnax ENSCPUG00000019463
lepidothrix_coronata ENSLCOG00000010016
manacus_vitellinus ENSMVIG00005015795
lonchura_striata_domestica ENSLSDG00000017854
taeniopygia_guttata ENSTGUG00000011164
serinus_canaria ENSSCAG00000014200
ficedula_albicollis ENSFALG00000002165
parus_major ENSPMJG00000005635
cyanistes_caeruleus ENSCCEG00000017708
junco_hyemalis ENSJHYG00000010380
zonotrichia_albicollis ENSZALG00000012676
melopsittacus_undulatus ENSMUNG00000006657
crocodylus_porosus ENSCPRG00005010481
sphenodon_punctatus ENSSPUG00000008291
sphenodon_punctatus ENSSPUG00000002428
gopherus_agassizii ENSGAGG00000023118
chelonoidis_abingdonii ENSCABG00000017996
chrysemys_picta_bellii ENSCPBG00000001092
pelodiscus_sinensis ENSPSIG00000015275
sphenodon_punctatus ENSSPUG00000008298
pogona_vitticeps ENSPVIG00000013999
anolis_carolinensis ENSACAG00000017032
notechis_scutatus ENSNSUG00000001865
salvator_merianae ENSSMRG00000004620
phascolarctos_cinereus ENSPCIG00000003103
phascolarctos_cinereus ENSPCIG00000000926
notamacropus_eugenii ENSMEUG00000008710
sarcophilus_harrisii ENSSHAG00000012049
monodelphis_domestica ENSMODG00000008764
loxodonta_africana ENSLAFG00000030614
procavia_capensis ENSPCAG00000012657
echinops_telfairi ENSETEG00000002247
dasypus_novemcinctus ENSDNOG00000016834
choloepus_hoffmanni ENSCHOG00000012254
callithrix_jacchus ENSCJAG00000020374
saimiri_boliviensis_boliviensis ENSSBOG00000033183
cebus_capucinus ENSCCAG00000037916
aotus_nancymaae ENSANAG00000030494
homo_sapiens ENSG00000151929
gorilla_gorilla ENSGGOG00000011503
pan_troglodytes ENSPTRG00000002998
pan_paniscus ENSPPAG00000042723
pongo_abelii ENSPPYG00000002705
nomascus_leucogenys ENSNLEG00000016750
macaca_fascicularis ENSMFAG00000035851
macaca_mulatta ENSMMUG00000000798
macaca_nemestrina ENSMNEG00000042888
papio_anubis ENSPANG00000020521
theropithecus_gelada ENSTGEG00000027042
cercocebus_atys ENSCATG00000043521
chlorocebus_sabaeus ENSCSAG00000004728
piliocolobus_tephrosceles ENSPTEG00000035336
rhinopithecus_roxellana ENSRROG00000038656
rhinopithecus_bieti ENSRBIG00000032006
colobus_angolensis_palliatus ENSCANG00000027797
mandrillus_leucophaeus ENSMLEG00000040350
carlito_syrichta ENSTSYG00000025987
propithecus_coquereli ENSPCOG00000027192
prolemur_simus ENSPSMG00000010989
microcebus_murinus ENSMICG00000027251
otolemur_garnettii ENSOGAG00000011421
tupaia_belangeri ENSTBEG00000011887
castor_canadensis ENSCCNG00000007556
dipodomys_ordii ENSDORG00000011527
urocitellus_parryii ENSUPAG00010006628
ictidomys_tridecemlineatus ENSSTOG00000023267
marmota_marmota_marmota ENSMMMG00000000616
spermophilus_dauricus ENSSDAG00000018627
microtus_ochrogaster ENSMOCG00000018609
