tetraodon_nigroviridis ENSTNIG00000007777
takifugu_rubripes ENSTRUG00000014523
mola_mola ENSMMOG00000012144
cynoglossus_semilaevis ENSCSEG00000016584
seriola_dumerili ENSSDUG00000021208
seriola_lalandi_dorsalis ENSSLDG00000018115
scophthalmus_maximus ENSSMAG00000015383
amphiprion_ocellaris ENSAOCG00000006161
amphiprion_percula ENSAPEG00000012544
acanthochromis_polyacanthus ENSAPOG00000005198
stegastes_partitus ENSSPAG00000017341
astatotilapia_calliptera ENSACLG00000018994
maylandia_zebra ENSMZEG00005015886
pundamilia_nyererei ENSPNYG00000017774
haplochromis_burtoni ENSHBUG00000017879
neolamprologus_brichardi ENSNBRG00000007291
oreochromis_niloticus ENSONIG00000006151
amphilophus_citrinellus ENSACIG00000001716
xiphophorus_couchianus ENSXCOG00000012728
xiphophorus_maculatus ENSXMAG00000022084
gambusia_affinis ENSGAFG00000011536
poecilia_mexicana ENSPMEG00000009210
poecilia_formosa ENSPFOG00000005690
poecilia_reticulata ENSPREG00000022460
poecilia_latipinna ENSPLAG00000012235
fundulus_heteroclitus ENSFHEG00000006431
cyprinodon_variegatus ENSCVAG00000017914
kryptolebias_marmoratus ENSKMAG00000009540
oryzias_latipes ENSORLG00020022110
oryzias_latipes ENSORLG00000007482
oryzias_latipes_asm223469v1 ENSORLG00015003622
oryzias_melastigma ENSOMEG00000015060
mastacembelus_armatus ENSMAMG00000010264
labrus_bergylta ENSLBEG00000019375
hippocampus_comes ENSHCOG00000006141
periophthalmus_magnuspinnatus ENSPMGG00000009671
gadus_morhua ENSGMOG00000008475
esox_lucius ENSELUG00000005730
esox_lucius ENSELUG00000015685
pygocentrus_nattereri ENSPNAG00000008478
ictalurus_punctatus ENSIPUG00000012100
danio_rerio ENSDARG00000062319
scleropages_formosus ENSSFOG00015002349
paramormyrops_kingsleyae ENSPKIG00000009666
lepisosteus_oculatus ENSLOCG00000001204
latimeria_chalumnae ENSLACG00000018848
xenopus_tropicalis ENSXETG00000032923
