latimeria_chalumnae ENSLACG00000001184
xenopus_tropicalis ENSXETG00000021040
gasterosteus_aculeatus ENSGACG00000001147
takifugu_rubripes ENSTRUG00000001595
poecilia_latipinna ENSPLAG00000000548
poecilia_formosa ENSPFOG00000007787
poecilia_mexicana ENSPMEG00000004020
poecilia_reticulata ENSPREG00000008526
gambusia_affinis ENSGAFG00000020424
xiphophorus_maculatus ENSXMAG00000026337
xiphophorus_couchianus ENSXCOG00000013153
fundulus_heteroclitus ENSFHEG00000008976
cyprinodon_variegatus ENSCVAG00000017120
kryptolebias_marmoratus ENSKMAG00000007206
oryzias_melastigma ENSOMEG00000007303
hippocampus_comes ENSHCOG00000008258
periophthalmus_magnuspinnatus ENSPMGG00000003543
cynoglossus_semilaevis ENSCSEG00000005875
seriola_dumerili ENSSDUG00000014051
scophthalmus_maximus ENSSMAG00000004994
astatotilapia_calliptera ENSACLG00000008141
maylandia_zebra ENSMZEG00005027682
oreochromis_niloticus ENSONIG00000004567
pundamilia_nyererei ENSPNYG00000015466
neolamprologus_brichardi ENSNBRG00000023354
amphilophus_citrinellus ENSACIG00000021396
amphiprion_percula ENSAPEG00000020960
amphiprion_ocellaris ENSAOCG00000015323
mastacembelus_armatus ENSMAMG00000011039
monopterus_albus ENSMALG00000004858
anabas_testudineus ENSATEG00000018532
seriola_lalandi_dorsalis ENSSLDG00000005563
mola_mola ENSMMOG00000011076
acanthochromis_polyacanthus ENSAPOG00000011738
stegastes_partitus ENSSPAG00000006171
anabas_testudineus ENSATEG00000018634
tetraodon_nigroviridis ENSTNIG00000001826
gadus_morhua ENSGMOG00000017774
esox_lucius ENSELUG00000021325
danio_rerio ENSDARG00000002240
pygocentrus_nattereri ENSPNAG00000022883
astyanax_mexicanus ENSAMXG00000002691
ictalurus_punctatus ENSIPUG00000020905
esox_lucius ENSELUG00000018917
paramormyrops_kingsleyae ENSPKIG00000005887
scleropages_formosus ENSSFOG00015017508
lepisosteus_oculatus ENSLOCG00000013698
