phascolarctos_cinereus ENSPCIG00000000003
sarcophilus_harrisii ENSSHAG00000002073
monodelphis_domestica ENSMODG00000025082
ornithorhynchus_anatinus ENSOANG00000031312
chrysemys_picta_bellii ENSCPBG00000025586
gopherus_agassizii ENSGAGG00000004851
pelodiscus_sinensis ENSPSIG00000011510
calidris_pygmaea ENSCPGG00000012235
calidris_pugnax ENSCPUG00000010038
taeniopygia_guttata ENSTGUG00000006340
lonchura_striata_domestica ENSLSDG00000011881
serinus_canaria ENSSCAG00000002899
parus_major ENSPMJG00000003745
cyanistes_caeruleus ENSCCEG00000009716
junco_hyemalis ENSJHYG00000008397
zonotrichia_albicollis ENSZALG00000013286
ficedula_albicollis ENSFALG00000006886
melopsittacus_undulatus ENSMUNG00000016220
anser_brachyrhynchus ENSABRG00000002082
anas_platyrhynchos_platyrhynchos ENSAPLG00000003693
gallus_gallus ENSGALG00000002638
coturnix_japonica ENSCJPG00005012772
numida_meleagris ENSNMEG00000013869
anolis_carolinensis ENSACAG00000024834
pogona_vitticeps ENSPVIG00000008276
fundulus_heteroclitus ENSFHEG00000020811
cyprinodon_variegatus ENSCVAG00000005303
xiphophorus_couchianus ENSXCOG00000006513
xiphophorus_maculatus ENSXMAG00000007525
gambusia_affinis ENSGAFG00000002545
poecilia_mexicana ENSPMEG00000018938
poecilia_latipinna ENSPLAG00000019773
poecilia_formosa ENSPFOG00000005014
poecilia_reticulata ENSPREG00000010867
kryptolebias_marmoratus ENSKMAG00000000987
oryzias_latipes_asm223469v1 ENSORLG00015012285
oryzias_latipes ENSORLG00000000468
oryzias_latipes ENSORLG00020005421
oryzias_melastigma ENSOMEG00000000665
astatotilapia_calliptera ENSACLG00000017033
maylandia_zebra ENSMZEG00005018046
haplochromis_burtoni ENSHBUG00000008604
pundamilia_nyererei ENSPNYG00000005941
neolamprologus_brichardi ENSNBRG00000019239
oreochromis_niloticus ENSONIG00000007510
amphilophus_citrinellus ENSACIG00000015519
amphiprion_percula ENSAPEG00000006236
amphiprion_ocellaris ENSAOCG00000019597
acanthochromis_polyacanthus ENSAPOG00000009208
stegastes_partitus ENSSPAG00000022819
anabas_testudineus ENSATEG00000009538
mastacembelus_armatus ENSMAMG00000011112
cynoglossus_semilaevis ENSCSEG00000010547
hippocampus_comes ENSHCOG00000006113
seriola_lalandi_dorsalis ENSSLDG00000000123
seriola_dumerili ENSSDUG00000020529
scophthalmus_maximus ENSSMAG00000015139
takifugu_rubripes ENSTRUG00000009534
tetraodon_nigroviridis ENSTNIG00000017090
mola_mola ENSMMOG00000008145
labrus_bergylta ENSLBEG00000009458
gasterosteus_aculeatus ENSGACG00000002791
periophthalmus_magnuspinnatus ENSPMGG00000018624
gadus_morhua ENSGMOG00000001694
esox_lucius ENSELUG00000000793
astyanax_mexicanus ENSAMXG00000003097
pygocentrus_nattereri ENSPNAG00000002368
ictalurus_punctatus ENSIPUG00000019247
danio_rerio ENSDARG00000100613
scleropages_formosus ENSSFOG00015006147
lepisosteus_oculatus ENSLOCG00000012908
ciona_savignyi ENSCSAVG00000003637
ciona_savignyi ENSCSAVG00000005610
ciona_intestinalis ENSCING00000009373
drosophila_melanogaster FBgn0037684
caenorhabditis_elegans_strain_n2 WBGene00010456
