scleropages_formosus ENSSFOG00015011281
paramormyrops_kingsleyae ENSPKIG00000005502
takifugu_rubripes ENSTRUG00000017919
labrus_bergylta ENSLBEG00000012747
oryzias_latipes ENSORLG00020005247
oryzias_latipes_asm223469v1 ENSORLG00015020238
oryzias_latipes ENSORLG00000013866
oryzias_melastigma ENSOMEG00000016767
fundulus_heteroclitus ENSFHEG00000007772
cyprinodon_variegatus ENSCVAG00000005642
xiphophorus_maculatus ENSXMAG00000007830
gambusia_affinis ENSGAFG00000001089
poecilia_formosa ENSPFOG00000009448
poecilia_mexicana ENSPMEG00000007031
poecilia_latipinna ENSPLAG00000007828
poecilia_reticulata ENSPREG00000002568
kryptolebias_marmoratus ENSKMAG00000008171
tetraodon_nigroviridis ENSTNIG00000013089
cynoglossus_semilaevis ENSCSEG00000010732
hippocampus_comes ENSHCOG00000004739
amphiprion_ocellaris ENSAOCG00000004742
amphiprion_percula ENSAPEG00000024754
acanthochromis_polyacanthus ENSAPOG00000015495
stegastes_partitus ENSSPAG00000000146
pundamilia_nyererei ENSPNYG00000003717
haplochromis_burtoni ENSHBUG00000011558
astatotilapia_calliptera ENSACLG00000020515
maylandia_zebra ENSMZEG00005011324
neolamprologus_brichardi ENSNBRG00000016905
oreochromis_niloticus ENSONIG00000010306
amphilophus_citrinellus ENSACIG00000003669
seriola_dumerili ENSSDUG00000018080
seriola_dumerili ENSSDUG00000010327
seriola_lalandi_dorsalis ENSSLDG00000020058
scophthalmus_maximus ENSSMAG00000012737
mola_mola ENSMMOG00000008449
gasterosteus_aculeatus ENSGACG00000003346
monopterus_albus ENSMALG00000007825
mastacembelus_armatus ENSMAMG00000013406
anabas_testudineus ENSATEG00000012192
periophthalmus_magnuspinnatus ENSPMGG00000009003
gadus_morhua ENSGMOG00000005525
esox_lucius ENSELUG00000020935
pygocentrus_nattereri ENSPNAG00000003318
astyanax_mexicanus ENSAMXG00000004725
ictalurus_punctatus ENSIPUG00000021274
danio_rerio ENSDARG00000061437
lepisosteus_oculatus ENSLOCG00000011429
latimeria_chalumnae ENSLACG00000022273
petromyzon_marinus ENSPMAG00000006594
latimeria_chalumnae ENSLACG00000011318
eptatretus_burgeri ENSEBUG00000011641
xenopus_tropicalis ENSXETG00000010235
choloepus_hoffmanni ENSCHOG00000006465
dasypus_novemcinctus ENSDNOG00000015072
bos_taurus ENSBTAG00000021801
bos_mutus ENSBMUG00000007450
bison_bison_bison ENSBBBG00000000062
capra_hircus ENSCHIG00000013653
ovis_aries ENSOARG00000003189
tursiops_truncatus ENSTTRG00000009469
sus_scrofa ENSSSCG00000010687
vicugna_pacos ENSVPAG00000001244
neovison_vison ENSNVIG00000005245
mustela_putorius_furo ENSMPUG00000003046
ursus_maritimus ENSUMAG00000003243
ursus_americanus ENSUAMG00000025081
ailuropoda_melanoleuca ENSAMEG00000010186
canis_lupus_dingo ENSCAFG00020013935
canis_lupus_familiaris ENSCAFG00000012205
vulpes_vulpes ENSVVUG00000011092
panthera_pardus ENSPPRG00000002675
panthera_tigris_altaica ENSPTIG00000011407
felis_catus ENSFCAG00000024040
pteropus_vampyrus ENSPVAG00000009259
myotis_lucifugus ENSMLUG00000009215
equus_asinus_asinus ENSEASG00005014445
equus_caballus ENSECAG00000014941
sorex_araneus ENSSARG00000006422
