labrus_bergylta ENSLBEG00000026963
takifugu_rubripes ENSTRUG00000019542
fundulus_heteroclitus ENSFHEG00000019717
cyprinodon_variegatus ENSCVAG00000022679
oryzias_latipes ENSORLG00020002039
oryzias_latipes_asm223469v1 ENSORLG00015004281
oryzias_melastigma ENSOMEG00000019927
acanthochromis_polyacanthus ENSAPOG00000018436
acanthochromis_polyacanthus ENSAPOG00000005819
acanthochromis_polyacanthus ENSAPOG00000008244
neolamprologus_brichardi ENSNBRG00000012844
astyanax_mexicanus ENSAMXG00000036180
pygocentrus_nattereri ENSPNAG00000001795
