vombatus_ursinus ENSVURG00010019635
notamacropus_eugenii ENSMEUG00000005169
phascolarctos_cinereus ENSPCIG00000009172
sarcophilus_harrisii ENSSHAG00000012097
monodelphis_domestica ENSMODG00000017320
capra_hircus ENSCHIG00000021942
ovis_aries ENSOARG00000020401
bos_indicus ENSBIXG00000025547
bos_indicus ENSBIXG00005029367
bos_taurus ENSBTAG00000015887
bos_mutus ENSBMUG00000001588
bison_bison ENSBBBG00000009523
tursiops_truncatus ENSTTRG00000003605
sus_scrofa ENSSSCG00000023266
ursus_americanus ENSUAMG00000025911
ursus_maritimus ENSUMAG00000024387
ailuropoda_melanoleuca ENSAMEG00000000591
mustela_putorius ENSMPUG00000014045
neovison_vison ENSNVIG00000016128
canis_lupus ENSCAFG00020002970
canis_lupus ENSCAFG00020002985
canis_lupus ENSCAFG00000002563
vulpes_vulpes ENSVVUG00000001974
panthera_pardus ENSPPRG00000002362
panthera_tigris ENSPTIG00000013449
felis_catus ENSFCAG00000026568
sorex_araneus ENSSARG00000012947
pteropus_vampyrus ENSPVAG00000005491
vicugna_pacos ENSVPAG00000005858
erinaceus_europaeus ENSEEUG00000000025
equus_caballus ENSECAG00000008665
equus_asinus ENSEASG00005001210
myotis_lucifugus ENSMLUG00000005770
spermophilus_dauricus ENSSDAG00000004531
ictidomys_tridecemlineatus ENSSTOG00000007775
urocitellus_parryii ENSUPAG00010009073
marmota_marmota ENSMMMG00000002048
chinchilla_lanigera ENSCLAG00000004107
octodon_degus ENSODEG00000001809
cavia_aperea ENSCAPG00000001052
cavia_porcellus ENSCPOG00000024703
cavia_porcellus ENSCPOG00000034632
heterocephalus_glaber ENSHGLG00000003548
heterocephalus_glaber ENSHGLG00100019223
fukomys_damarensis ENSFDAG00000011690
castor_canadensis ENSCCNG00000027484
dipodomys_ordii ENSDORG00000015838
peromyscus_maniculatus ENSPEMG00000024269
microtus_ochrogaster ENSMOCG00000021577
mesocricetus_auratus ENSMAUG00000009384
mesocricetus_auratus ENSMAUG00000001626
cricetulus_griseus ENSCGRG00015002886
cricetulus_griseus ENSCGRG00000005799
cricetulus_griseus ENSCGRG00001024073
mus_spicilegus ENSMSIG00000010593
mus_musculus ENSMUSG00000032998
mus_spretus MGP_SPRETEiJ_G0027380
mus_caroli MGP_CAROLIEiJ_G0026403
mus_pahari MGP_PahariEiJ_G0028732
rattus_norvegicus ENSRNOG00000061851
meriones_unguiculatus ENSMUGG00000026627
nannospalax_galili ENSNGAG00000016213
jaculus_jaculus ENSJJAG00000018049
oryctolagus_cuniculus ENSOCUG00000011647
ochotona_princeps ENSOPRG00000003174
