chelonoidis_abingdonii ENSCABG00000016538
gopherus_agassizii ENSGAGG00000009590
chrysemys_picta ENSCPBG00000028012
gallus_gallus ENSGALG00000003660
coturnix_japonica ENSCJPG00005015301
numida_meleagris ENSNMEG00000008560
anser_brachyrhynchus ENSABRG00000018159
anas_platyrhynchos ENSAPLG00000020365
junco_hyemalis ENSJHYG00000015558
zonotrichia_albicollis ENSZALG00000015740
lonchura_striata ENSLSDG00000009091
taeniopygia_guttata ENSTGUG00000004603
ficedula_albicollis ENSFALG00000004784
cyanistes_caeruleus ENSCCEG00000007881
lepidothrix_coronata ENSLCOG00000011651
manacus_vitellinus ENSMVIG00005019058
melopsittacus_undulatus ENSMUNG00000004427
calidris_pygmaea ENSCPGG00000012091
calidris_pugnax ENSCPUG00000003849
apteryx_haastii ENSAHAG00000014930
apteryx_rowi ENSARWG00000017009
apteryx_owenii ENSAOWG00000001609
dromaius_novaehollandiae ENSDNVG00000013443
nothoprocta_perdicaria ENSNPEG00000008766
pogona_vitticeps ENSPVIG00000016088
anolis_carolinensis ENSACAG00000015133
notechis_scutatus ENSNSUG00000015182
salvator_merianae ENSSMRG00000003056
anas_platyrhynchos ENSAPLG00000014587
vombatus_ursinus ENSVURG00010002531
phascolarctos_cinereus ENSPCIG00000033578
notamacropus_eugenii ENSMEUG00000000832
monodelphis_domestica ENSMODG00000024521
heterocephalus_glaber ENSHGLG00100006374
heterocephalus_glaber ENSHGLG00000005261
cavia_porcellus ENSCPOG00000004340
octodon_degus ENSODEG00000000786
chinchilla_lanigera ENSCLAG00000002545
peromyscus_maniculatus ENSPEMG00000026089
microtus_ochrogaster ENSMOCG00000013896
cricetulus_griseus ENSCGRG00015018071
cricetulus_griseus ENSCGRG00001000085
mus_spicilegus ENSMSIG00000011513
mus_musculus ENSMUSG00000092118
mus_spretus MGP_SPRETEiJ_G0030900
mus_caroli MGP_CAROLIEiJ_G0029797
mus_pahari MGP_PahariEiJ_G0013022
rattus_norvegicus ENSRNOG00000023968
meriones_unguiculatus ENSMUGG00000009618
dipodomys_ordii ENSDORG00000026794
carlito_syrichta ENSTSYG00000036488
microcebus_murinus ENSMICG00000014074
prolemur_simus ENSPSMG00000019623
pan_troglodytes ENSPTRG00000003445
pan_paniscus ENSPPAG00000023735
homo_sapiens ENSG00000183161
pongo_abelii ENSPPYG00000003416
nomascus_leucogenys ENSNLEG00000018180
chlorocebus_sabaeus ENSCSAG00000019320
theropithecus_gelada ENSTGEG00000007654
macaca_mulatta ENSMMUG00000020817
rhinopithecus_roxellana ENSRROG00000005090
piliocolobus_tephrosceles ENSPTEG00000021545
callithrix_jacchus ENSCJAG00000023251
urocitellus_parryii ENSUPAG00010003829
marmota_marmota ENSMMMG00000006591
castor_canadensis ENSCCNG00000007532
oryctolagus_cuniculus ENSOCUG00000008345
equus_caballus ENSECAG00000026812
equus_asinus ENSEASG00005013093
myotis_lucifugus ENSMLUG00000017124
capra_hircus ENSCHIG00000007412
ovis_aries ENSOARG00000007616
bos_taurus ENSBTAG00000007230
bos_indicus ENSBIXG00000008004
bos_indicus ENSBIXG00005021632
bison_bison ENSBBBG00000013676
tursiops_truncatus ENSTTRG00000000896
sus_scrofa ENSSSCG00000037501
mustela_putorius ENSMPUG00000019450
neovison_vison ENSNVIG00000017038
ursus_americanus ENSUAMG00000010973
felis_catus ENSFCAG00000048115
dasypus_novemcinctus ENSDNOG00000009749
loxodonta_africana ENSLAFG00000011367
echinops_telfairi ENSETEG00000017428
canis_lupus ENSCAFG00000029498
latimeria_chalumnae ENSLACG00000004579
xenopus_tropicalis ENSXETG00000013577
paramormyrops_kingsleyae ENSPKIG00000004234
scleropages_formosus ENSSFOG00015004283
astyanax_mexicanus ENSAMXG00005003287
astyanax_mexicanus ENSAMXG00000017849
pygocentrus_nattereri ENSPNAG00000000434
electrophorus_electricus ENSEEEG00000001857
ictalurus_punctatus ENSIPUG00000022355
danio_rerio ENSDARG00000019250
clupea_harengus ENSCHAG00000025490
poecilia_formosa ENSPFOG00000020580
poecilia_latipinna ENSPLAG00000009270
poecilia_mexicana ENSPMEG00000022924
poecilia_reticulata ENSPREG00000014199
xiphophorus_maculatus ENSXMAG00000020217
xiphophorus_couchianus ENSXCOG00000016751
gambusia_affinis ENSGAFG00000000582
cyprinodon_variegatus ENSCVAG00000004819
fundulus_heteroclitus ENSFHEG00000011756
kryptolebias_marmoratus ENSKMAG00000021484
oryzias_latipes ENSORLG00020010398
oryzias_latipes ENSORLG00015003335
oryzias_latipes ENSORLG00000005752
oryzias_melastigma ENSOMEG00000016724
gouania_willdenowi ENSGWIG00000016580
larimichthys_crocea ENSLCRG00005001396
gasterosteus_aculeatus ENSGACG00000005906
scophthalmus_maximus ENSSMAG00000012575
cynoglossus_semilaevis ENSCSEG00000006252
betta_splendens ENSBSLG00000001957
cottoperca_gobio ENSCGOG00000010059
labrus_bergylta ENSLBEG00000017139
mola_mola ENSMMOG00000012972
takifugu_rubripes ENSTRUG00000012160
seriola_dumerili ENSSDUG00000020199
seriola_lalandi ENSSLDG00000021601
lates_calcarifer ENSLCAG00010010003
hippocampus_comes ENSHCOG00000019386
monopterus_albus ENSMALG00000006466
mastacembelus_armatus ENSMAMG00000003238
anabas_testudineus ENSATEG00000012336
amphiprion_ocellaris ENSAOCG00000007854
amphiprion_ocellaris ENSAOCG00000016520
amphiprion_percula ENSAPEG00000023343
acanthochromis_polyacanthus ENSAPOG00000013535
stegastes_partitus ENSSPAG00000022896
parambassis_ranga ENSPRNG00000022782
maylandia_zebra ENSMZEG00005002170
astatotilapia_calliptera ENSACLG00000010917
haplochromis_burtoni ENSHBUG00000010830
pundamilia_nyererei ENSPNYG00000019710
oreochromis_niloticus ENSONIG00000008288
neolamprologus_brichardi ENSNBRG00000013180
amphilophus_citrinellus ENSACIG00000011987
periophthalmus_magnuspinnatus ENSPMGG00000010834
gadus_morhua ENSGMOG00000018554
hucho_hucho ENSHHUG00000005616
esox_lucius ENSELUG00000020993
erpetoichthys_calabaricus ENSECRG00000020648
callorhinchus_milii ENSCMIG00000016611
