ciona_savignyi ENSCSAVG00000000936
ciona_intestinalis ENSCING00000007295
ciona_intestinalis ENSCING00000021226
caenorhabditis_elegans WBGene00013529
petromyzon_marinus ENSPMAG00000007540
eptatretus_burgeri ENSEBUG00000005818
petromyzon_marinus ENSPMAG00000004421
anolis_carolinensis ENSACAG00000010258
pogona_vitticeps ENSPVIG00000002451
notechis_scutatus ENSNSUG00000003152
salvator_merianae ENSSMRG00000007599
sphenodon_punctatus ENSSPUG00000014607
chelonoidis_abingdonii ENSCABG00000018923
gopherus_agassizii ENSGAGG00000004600
chrysemys_picta ENSCPBG00000021494
pelodiscus_sinensis ENSPSIG00000006675
nothoprocta_perdicaria ENSNPEG00000008644
calidris_pygmaea ENSCPGG00000004240
bos_mutus ENSBMUG00000007880
bos_taurus ENSBTAG00000046757
bos_indicus ENSBIXG00000012914
bos_indicus ENSBIXG00005015973
bison_bison ENSBBBG00000003470
ovis_aries ENSOARG00000010909
capra_hircus ENSCHIG00000022533
vicugna_pacos ENSVPAG00000003700
tursiops_truncatus ENSTTRG00000012237
equus_asinus ENSEASG00005019866
equus_caballus ENSECAG00000039843
myotis_lucifugus ENSMLUG00000026371
ursus_maritimus ENSUMAG00000019892
ailuropoda_melanoleuca ENSAMEG00000013069
neovison_vison ENSNVIG00000018877
canis_lupus ENSCAFG00020019235
canis_lupus ENSCAFG00000032081
vulpes_vulpes ENSVVUG00000010738
panthera_tigris ENSPTIG00000014924
panthera_pardus ENSPPRG00000006921
felis_catus ENSFCAG00000018423
pteropus_vampyrus ENSPVAG00000004195
ursus_americanus ENSUAMG00000000347
castor_canadensis ENSCCNG00000028817
dipodomys_ordii ENSDORG00000027344
mus_spretus MGP_SPRETEiJ_G0022437
mus_spicilegus ENSMSIG00000014824
mus_musculus ENSMUSG00000001524
mus_caroli MGP_CAROLIEiJ_G0021530
mus_pahari MGP_PahariEiJ_G0020524
rattus_norvegicus ENSRNOG00000000831
meriones_unguiculatus ENSMUGG00000015287
cricetulus_griseus ENSCGRG00000015237
cricetulus_griseus ENSCGRG00001013679
cricetulus_griseus ENSCGRG00015028222
mesocricetus_auratus ENSMAUG00000021324
peromyscus_maniculatus ENSPEMG00000000516
microtus_ochrogaster ENSMOCG00000014694
nannospalax_galili ENSNGAG00000003621
jaculus_jaculus ENSJJAG00000014159
chinchilla_lanigera ENSCLAG00000007312
octodon_degus ENSODEG00000018048
cavia_porcellus ENSCPOG00000024694
cavia_aperea ENSCAPG00000014947
heterocephalus_glaber ENSHGLG00000013246
heterocephalus_glaber ENSHGLG00100010062
fukomys_damarensis ENSFDAG00000019704
ictidomys_tridecemlineatus ENSSTOG00000023493
spermophilus_dauricus ENSSDAG00000016489
urocitellus_parryii ENSUPAG00010003828
marmota_marmota ENSMMMG00000020350
gorilla_gorilla ENSGGOG00000014239
homo_sapiens ENSG00000213780
pan_troglodytes ENSPTRG00000017943
pan_paniscus ENSPPAG00000039926
pongo_abelii ENSPPYG00000016423
nomascus_leucogenys ENSNLEG00000005583
rhinopithecus_bieti ENSRBIG00000024686
rhinopithecus_roxellana ENSRROG00000045346
piliocolobus_tephrosceles ENSPTEG00000030764
colobus_angolensis ENSCANG00000043559
macaca_mulatta ENSMMUG00000018605
macaca_nemestrina ENSMNEG00000028676
macaca_fascicularis ENSMFAG00000022244
chlorocebus_sabaeus ENSCSAG00000008313
theropithecus_gelada ENSTGEG00000012254
theropithecus_gelada ENSTGEG00000008836
papio_anubis ENSPANG00000026494
mandrillus_leucophaeus ENSMLEG00000042941
cercocebus_atys ENSCATG00000043577
cebus_capucinus ENSCCAG00000021702
callithrix_jacchus ENSCJAG00000048231
saimiri_boliviensis ENSSBOG00000030725
aotus_nancymaae ENSANAG00000026288
carlito_syrichta ENSTSYG00000009895
prolemur_simus ENSPSMG00000005950
microcebus_murinus ENSMICG00000047381
propithecus_coquereli ENSPCOG00000022557
otolemur_garnettii ENSOGAG00000026192
choloepus_hoffmanni ENSCHOG00000001840
ursus_americanus ENSUAMG00000026256
dasypus_novemcinctus ENSDNOG00000038660
loxodonta_africana ENSLAFG00000020792
procavia_capensis ENSPCAG00000006874
oryctolagus_cuniculus ENSOCUG00000021496
ochotona_princeps ENSOPRG00000018466
phascolarctos_cinereus ENSPCIG00000015032
vombatus_ursinus ENSVURG00010001623
notamacropus_eugenii ENSMEUG00000014465
monodelphis_domestica ENSMODG00000015851
ornithorhynchus_anatinus ENSOANG00000010993
latimeria_chalumnae ENSLACG00000008796
erpetoichthys_calabaricus ENSECRG00000000372
xenopus_tropicalis ENSXETG00000017470
denticeps_clupeoides ENSDCDG00000028453
denticeps_clupeoides ENSDCDG00000006429
clupea_harengus ENSCHAG00000017497
astyanax_mexicanus ENSAMXG00005007988
astyanax_mexicanus ENSAMXG00000017868
pygocentrus_nattereri ENSPNAG00000027035
ictalurus_punctatus ENSIPUG00000015859
electrophorus_electricus ENSEEEG00000008603
electrophorus_electricus ENSEEEG00000003392
danio_rerio ENSDARG00000036071
paramormyrops_kingsleyae ENSPKIG00000011270
scleropages_formosus ENSSFOG00015016041
esox_lucius ENSELUG00000018007
hucho_hucho ENSHHUG00000035609
gadus_morhua ENSGMOG00000008479
tetraodon_nigroviridis ENSTNIG00000000314
tetraodon_nigroviridis ENSTNIG00000005348
tetraodon_nigroviridis ENSTNIG00000003170
takifugu_rubripes ENSTRUG00000014176
labrus_bergylta ENSLBEG00000012332
periophthalmus_magnuspinnatus ENSPMGG00000000666
betta_splendens ENSBSLG00000011052
cynoglossus_semilaevis ENSCSEG00000018752
hippocampus_comes ENSHCOG00000018003
larimichthys_crocea ENSLCRG00005003717
poecilia_mexicana ENSPMEG00000014621
poecilia_formosa ENSPFOG00000012432
poecilia_latipinna ENSPLAG00000011867
poecilia_reticulata ENSPREG00000019694
xiphophorus_couchianus ENSXCOG00000003447
xiphophorus_maculatus ENSXMAG00000013496
gambusia_affinis ENSGAFG00000004630
fundulus_heteroclitus ENSFHEG00000022491
kryptolebias_marmoratus ENSKMAG00000001461
oryzias_latipes ENSORLG00015010483
oryzias_latipes ENSORLG00000010704
oryzias_latipes ENSORLG00020018686
oryzias_melastigma ENSOMEG00000008442
gouania_willdenowi ENSGWIG00000002546
monopterus_albus ENSMALG00000019691
mastacembelus_armatus ENSMAMG00000020366
anabas_testudineus ENSATEG00000012410
amphiprion_ocellaris ENSAOCG00000012938
amphiprion_percula ENSAPEG00000009332
acanthochromis_polyacanthus ENSAPOG00000021081
stegastes_partitus ENSSPAG00000005721
parambassis_ranga ENSPRNG00000003469
cyprinodon_variegatus ENSCVAG00000003887
pundamilia_nyererei ENSPNYG00000010431
haplochromis_burtoni ENSHBUG00000002377
astatotilapia_calliptera ENSACLG00000018857
maylandia_zebra ENSMZEG00005017637
oreochromis_niloticus ENSONIG00000004743
neolamprologus_brichardi ENSNBRG00000001203
amphilophus_citrinellus ENSACIG00000009123
cottoperca_gobio ENSCGOG00000015592
gasterosteus_aculeatus ENSGACG00000001471
mola_mola ENSMMOG00000011958
scophthalmus_maximus ENSSMAG00000020790
seriola_lalandi ENSSLDG00000015880
lates_calcarifer ENSLCAG00010009512
seriola_dumerili ENSSDUG00000011367
clupea_harengus ENSCHAG00000017052
drosophila_melanogaster FBgn0261109
hucho_hucho ENSHHUG00000023124
piliocolobus_tephrosceles ENSPTEG00000014540
saccharomyces_cerevisiae YPL122C
