scleropages_formosus ENSSFOG00015014062
danio_rerio ENSDARG00000078754
astyanax_mexicanus ENSAMXG00000037221
pygocentrus_nattereri ENSPNAG00000000572
ictalurus_punctatus ENSIPUG00000024675
danio_rerio ENSDARG00000031819
periophthalmus_magnuspinnatus ENSPMGG00000013200
hippocampus_comes ENSHCOG00000000576
haplochromis_burtoni ENSHBUG00000021120
maylandia_zebra ENSMZEG00005027604
astatotilapia_calliptera ENSACLG00000013067
pundamilia_nyererei ENSPNYG00000011519
neolamprologus_brichardi ENSNBRG00000018719
oreochromis_niloticus ENSONIG00000018514
amphilophus_citrinellus ENSACIG00000019336
poecilia_formosa ENSPFOG00000013711
poecilia_mexicana ENSPMEG00000021832
poecilia_latipinna ENSPLAG00000023609
poecilia_reticulata ENSPREG00000016033
xiphophorus_maculatus ENSXMAG00000003157
xiphophorus_couchianus ENSXCOG00000013288
gambusia_affinis ENSGAFG00000009724
cyprinodon_variegatus ENSCVAG00000015182
kryptolebias_marmoratus ENSKMAG00000018101
gasterosteus_aculeatus ENSGACG00000008729
mola_mola ENSMMOG00000010358
oryzias_latipes ENSORLG00020005416
oryzias_latipes_asm223469v1 ENSORLG00015010580
oryzias_latipes ENSORLG00000022491
oryzias_melastigma ENSOMEG00000005016
takifugu_rubripes ENSTRUG00000006895
scophthalmus_maximus ENSSMAG00000020752
cynoglossus_semilaevis ENSCSEG00000004926
seriola_dumerili ENSSDUG00000010817
seriola_lalandi_dorsalis ENSSLDG00000025556
amphiprion_percula ENSAPEG00000011456
amphiprion_ocellaris ENSAOCG00000022114
acanthochromis_polyacanthus ENSAPOG00000017183
stegastes_partitus ENSSPAG00000009126
fundulus_heteroclitus ENSFHEG00000021734
labrus_bergylta ENSLBEG00000001180
mastacembelus_armatus ENSMAMG00000021311
monopterus_albus ENSMALG00000005885
anabas_testudineus ENSATEG00000003554
gadus_morhua ENSGMOG00000012592
esox_lucius ENSELUG00000024297
paramormyrops_kingsleyae ENSPKIG00000007681
lepisosteus_oculatus ENSLOCG00000005123
apteryx_rowi ENSARWG00000008984
apteryx_owenii ENSAOWG00000010480
apteryx_haastii ENSAHAG00000001624
dromaius_novaehollandiae ENSDNVG00000015646
lonchura_striata_domestica ENSLSDG00000018191
parus_major ENSPMJG00000015345
zonotrichia_albicollis ENSZALG00000013000
junco_hyemalis ENSJHYG00000013866
ficedula_albicollis ENSFALG00000012606
lepidothrix_coronata ENSLCOG00000011318
gallus_gallus ENSGALG00000037904
coturnix_japonica ENSCJPG00005009677
numida_meleagris ENSNMEG00000017078
anas_platyrhynchos_platyrhynchos ENSAPLG00000025263
taeniopygia_guttata ENSTGUG00000004591
calidris_pugnax ENSCPUG00000014916
melopsittacus_undulatus ENSMUNG00000011611
anser_brachyrhynchus ENSABRG00000021920
crocodylus_porosus ENSCPRG00005009613
anolis_carolinensis ENSACAG00000008388
pogona_vitticeps ENSPVIG00000022361
notechis_scutatus ENSNSUG00000008818
salvator_merianae ENSSMRG00000012747
notamacropus_eugenii ENSMEUG00000011831
gopherus_agassizii ENSGAGG00000017974
chelonoidis_abingdonii ENSCABG00000015891
chrysemys_picta_bellii ENSCPBG00000025890
pelodiscus_sinensis ENSPSIG00000004398
sphenodon_punctatus ENSSPUG00000016308
phascolarctos_cinereus ENSPCIG00000015273
monodelphis_domestica ENSMODG00000012161
sus_scrofa ENSSSCG00000034444
felis_catus ENSFCAG00000036699
heterocephalus_glaber_female ENSHGLG00000007653
heterocephalus_glaber_male ENSHGLG00100016402
heterocephalus_glaber_female ENSHGLG00000020548
heterocephalus_glaber_male ENSHGLG00100000583
heterocephalus_glaber_female ENSHGLG00000011838
chinchilla_lanigera ENSCLAG00000013838
ochotona_princeps ENSOPRG00000015819
propithecus_coquereli ENSPCOG00000020121
prolemur_simus ENSPSMG00000007393
microcebus_murinus ENSMICG00000031264
otolemur_garnettii ENSOGAG00000005714
carlito_syrichta ENSTSYG00000037472
vulpes_vulpes ENSVVUG00000021616
canis_lupus_dingo ENSCAFG00020025874
mustela_putorius_furo ENSMPUG00000004300
ursus_americanus ENSUAMG00000008214
bos_taurus ENSBTAG00000053726
