pygocentrus_nattereri ENSPNAG00000002701
astyanax_mexicanus ENSAMXG00000043525
ictalurus_punctatus ENSIPUG00000021896
danio_rerio ENSDARG00000100528
labrus_bergylta ENSLBEG00000014423
periophthalmus_magnuspinnatus ENSPMGG00000012308
maylandia_zebra ENSMZEG00005013680
astatotilapia_calliptera ENSACLG00000002460
haplochromis_burtoni ENSHBUG00000002056
pundamilia_nyererei ENSPNYG00000015336
neolamprologus_brichardi ENSNBRG00000019902
neolamprologus_brichardi ENSNBRG00000019912
oreochromis_niloticus ENSONIG00000006756
amphilophus_citrinellus ENSACIG00000017903
oryzias_latipes ENSORLG00000020050
oryzias_latipes_asm223469v1 ENSORLG00015022649
oryzias_melastigma ENSOMEG00000009556
poecilia_formosa ENSPFOG00000009539
poecilia_latipinna ENSPLAG00000023849
poecilia_reticulata ENSPREG00000004296
poecilia_mexicana ENSPMEG00000010860
xiphophorus_maculatus ENSXMAG00000000781
xiphophorus_couchianus ENSXCOG00000012936
gambusia_affinis ENSGAFG00000000321
fundulus_heteroclitus ENSFHEG00000015038
cyprinodon_variegatus ENSCVAG00000007687
kryptolebias_marmoratus ENSKMAG00000008039
tetraodon_nigroviridis ENSTNIG00000004740
takifugu_rubripes ENSTRUG00000010294
hippocampus_comes ENSHCOG00000009993
seriola_lalandi_dorsalis ENSSLDG00000006847
seriola_dumerili ENSSDUG00000019330
gasterosteus_aculeatus ENSGACG00000019711
mola_mola ENSMMOG00000018682
monopterus_albus ENSMALG00000008311
amphiprion_ocellaris ENSAOCG00000000274
scophthalmus_maximus ENSSMAG00000020959
cynoglossus_semilaevis ENSCSEG00000001128
amphiprion_percula ENSAPEG00000022466
acanthochromis_polyacanthus ENSAPOG00000008104
stegastes_partitus ENSSPAG00000019199
mastacembelus_armatus ENSMAMG00000018790
monopterus_albus ENSMALG00000007718
anabas_testudineus ENSATEG00000016457
gadus_morhua ENSGMOG00000011624
scleropages_formosus ENSSFOG00015008934
paramormyrops_kingsleyae ENSPKIG00000020581
scleropages_formosus ENSSFOG00015000250
paramormyrops_kingsleyae ENSPKIG00000023997
esox_lucius ENSELUG00000015770
lepisosteus_oculatus ENSLOCG00000015907
