gasterosteus_aculeatus ENSGACG00000006107
labrus_bergylta ENSLBEG00000013739
takifugu_rubripes ENSTRUG00000016713
scophthalmus_maximus ENSSMAG00000005225
cynoglossus_semilaevis ENSCSEG00000018671
seriola_lalandi_dorsalis ENSSLDG00000023717
amphiprion_percula ENSAPEG00000019432
acanthochromis_polyacanthus ENSAPOG00000003256
stegastes_partitus ENSSPAG00000011547
kryptolebias_marmoratus ENSKMAG00000001637
hippocampus_comes ENSHCOG00000004911
periophthalmus_magnuspinnatus ENSPMGG00000008427
gadus_morhua ENSGMOG00000007225
esox_lucius ENSELUG00000021227
lepisosteus_oculatus ENSLOCG00000012773
felis_catus ENSFCAG00000045988
myotis_lucifugus ENSMLUG00000027510
ursus_maritimus ENSUMAG00000012086
ursus_americanus ENSUAMG00000004335
mustela_putorius_furo ENSMPUG00000015059
neovison_vison ENSNVIG00000002797
canis_lupus_familiaris ENSCAFG00000023144
canis_lupus_dingo ENSCAFG00020016659
vulpes_vulpes ENSVVUG00000010829
panthera_tigris_altaica ENSPTIG00000006294
panthera_tigris_altaica ENSPTIG00000011373
panthera_pardus ENSPPRG00000005210
felis_catus ENSFCAG00000043179
capra_hircus ENSCHIG00000020305
capra_hircus ENSCHIG00000023317
ovis_aries ENSOARG00000011077
bos_taurus ENSBTAG00000002701
bos_mutus ENSBMUG00000018157
bison_bison_bison ENSBBBG00000000338
tursiops_truncatus ENSTTRG00000008271
sus_scrofa ENSSSCG00000020824
pteropus_vampyrus ENSPVAG00000001518
equus_caballus ENSECAG00000034415
equus_caballus ENSECAG00000036492
equus_caballus ENSECAG00000038092
equus_asinus_asinus ENSEASG00005014765
equus_caballus ENSECAG00000039222
equus_caballus ENSECAG00000030833
equus_caballus ENSECAG00000029527
equus_asinus_asinus ENSEASG00005014770
equus_caballus ENSECAG00000033941
equus_caballus ENSECAG00000039871
equus_caballus ENSECAG00000035248
equus_caballus ENSECAG00000035759
equus_asinus_asinus ENSEASG00005014762
ailuropoda_melanoleuca ENSAMEG00000012397
ursus_maritimus ENSUMAG00000012092
panthera_pardus ENSPPRG00000006065
panthera_tigris_altaica ENSPTIG00000012800
panthera_pardus ENSPPRG00000001984
panthera_tigris_altaica ENSPTIG00000011688
felis_catus ENSFCAG00000001017
neovison_vison ENSNVIG00000002873
neovison_vison ENSNVIG00000002845
ursus_americanus ENSUAMG00000004326
ursus_maritimus ENSUMAG00000012100
ursus_maritimus ENSUMAG00000012110
ailuropoda_melanoleuca ENSAMEG00000002540
canis_lupus_dingo ENSCAFG00020016667
canis_lupus_familiaris ENSCAFG00000032039
vulpes_vulpes ENSVVUG00000010872
panthera_pardus ENSPPRG00000005568
panthera_tigris_altaica ENSPTIG00000013186
panthera_pardus ENSPPRG00000004855
canis_lupus_dingo ENSCAFG00020016660
canis_lupus_dingo ENSCAFG00020016662
capra_hircus ENSCHIG00000015428
ovis_aries ENSOARG00000011108
bos_taurus ENSBTAG00000050563
vicugna_pacos ENSVPAG00000009234
propithecus_coquereli ENSPCOG00000015550
propithecus_coquereli ENSPCOG00000026238
prolemur_simus ENSPSMG00000005081
prolemur_simus ENSPSMG00000004121
prolemur_simus ENSPSMG00000004355
prolemur_simus ENSPSMG00000005068
prolemur_simus ENSPSMG00000002527
otolemur_garnettii ENSOGAG00000007228
pan_paniscus ENSPPAG00000031288
pan_troglodytes ENSPTRG00000051465
homo_sapiens ENSG00000168671
gorilla_gorilla ENSGGOG00000003108
nomascus_leucogenys ENSNLEG00000015982
piliocolobus_tephrosceles ENSPTEG00000024926
rhinopithecus_bieti ENSRBIG00000040455
theropithecus_gelada ENSTGEG00000007051
cercocebus_atys ENSCATG00000044360
mandrillus_leucophaeus ENSMLEG00000041808
chlorocebus_sabaeus ENSCSAG00000017039
callithrix_jacchus ENSCJAG00000018354
saimiri_boliviensis_boliviensis ENSSBOG00000021569
oryctolagus_cuniculus ENSOCUG00000011414
ochotona_princeps ENSOPRG00000010049
tupaia_belangeri ENSTBEG00000013144
dasypus_novemcinctus ENSDNOG00000039343
choloepus_hoffmanni ENSCHOG00000010607
loxodonta_africana ENSLAFG00000000415
echinops_telfairi ENSETEG00000013293
dasypus_novemcinctus ENSDNOG00000008622
meriones_unguiculatus ENSMUGG00000025128
peromyscus_maniculatus_bairdii ENSPEMG00000028702
peromyscus_maniculatus_bairdii ENSPEMG00000024009
peromyscus_maniculatus_bairdii ENSPEMG00000013123
peromyscus_maniculatus_bairdii ENSPEMG00000029009
microtus_ochrogaster ENSMOCG00000007394
microtus_ochrogaster ENSMOCG00000022525
mus_spicilegus ENSMSIG00000030898
mus_spicilegus ENSMSIG00000030917
mus_spicilegus ENSMSIG00000030908
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020554
mus_musculus ENSMUSG00000049152
mus_spicilegus ENSMSIG00000030899
mus_musculus ENSMUSG00000072664
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020553
mus_spicilegus ENSMSIG00000003423
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019656
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019657
rattus_norvegicus ENSRNOG00000059568
nannospalax_galili ENSNGAG00000017914
jaculus_jaculus ENSJJAG00000002933
jaculus_jaculus ENSJJAG00000023154
castor_canadensis ENSCCNG00000024425
octodon_degus ENSODEG00000017596
ornithorhynchus_anatinus ENSOANG00000003603
xenopus_tropicalis ENSXETG00000009055
xenopus_tropicalis ENSXETG00000018709
xenopus_tropicalis ENSXETG00000006085
xenopus_tropicalis ENSXETG00000006082
gopherus_agassizii ENSGAGG00000021004
gopherus_agassizii ENSGAGG00000021003
chelonoidis_abingdonii ENSCABG00000021998
chrysemys_picta_bellii ENSCPBG00000004707
gopherus_agassizii ENSGAGG00000021002
chelonoidis_abingdonii ENSCABG00000021997
pelodiscus_sinensis ENSPSIG00000012121
latimeria_chalumnae ENSLACG00000012801
anolis_carolinensis ENSACAG00000008989
eptatretus_burgeri ENSEBUG00000007473
