notechis_scutatus ENSNSUG00000014227
salvator_merianae ENSSMRG00000002225
poecilia_reticulata ENSPREG00000016986
poecilia_mexicana ENSPMEG00000011338
fundulus_heteroclitus ENSFHEG00000018226
oryzias_latipes ENSORLG00020014880
oryzias_latipes ENSORLG00000029273
oryzias_latipes ENSORLG00015014865
oryzias_melastigma ENSOMEG00000023100
stegastes_partitus ENSSPAG00000014871
mastacembelus_armatus ENSMAMG00000011499
cynoglossus_semilaevis ENSCSEG00000015871
mola_mola ENSMMOG00000006276
electrophorus_electricus ENSEEEG00000002085
