poecilia_formosa ENSPFOG00000007838
poecilia_latipinna ENSPLAG00000007967
poecilia_reticulata ENSPREG00000002253
poecilia_mexicana ENSPMEG00000017201
xiphophorus_couchianus ENSXCOG00000020683
gambusia_affinis ENSGAFG00000021924
fundulus_heteroclitus ENSFHEG00000021611
cyprinodon_variegatus ENSCVAG00000023266
kryptolebias_marmoratus ENSKMAG00000006420
oryzias_latipes ENSORLG00000023219
oryzias_melastigma ENSOMEG00000016044
oryzias_latipes ENSORLG00015003432
acanthochromis_polyacanthus ENSAPOG00000005426
monopterus_albus ENSMALG00000004007
periophthalmus_magnuspinnatus ENSPMGG00000020930
labrus_bergylta ENSLBEG00000028760
gasterosteus_aculeatus ENSGACG00000002436
maylandia_zebra ENSMZEG00005014967
astatotilapia_calliptera ENSACLG00000006690
amphilophus_citrinellus ENSACIG00000000142
stegastes_partitus ENSSPAG00000005841
mastacembelus_armatus ENSMAMG00000014047
anabas_testudineus ENSATEG00000008321
seriola_lalandi ENSSLDG00000013781
seriola_dumerili ENSSDUG00000003498
hippocampus_comes ENSHCOG00000016371
takifugu_rubripes ENSTRUG00000008960
