ailuropoda_melanoleuca ENSAMEG00000003790
ursus_americanus ENSUAMG00000013164
neovison_vison ENSNVIG00000007669
mustela_putorius_furo ENSMPUG00000003906
panthera_pardus ENSPPRG00000017504
sorex_araneus ENSSARG00000008939
pteropus_vampyrus ENSPVAG00000000914
myotis_lucifugus ENSMLUG00000010710
tursiops_truncatus ENSTTRG00000012704
vicugna_pacos ENSVPAG00000010020
capra_hircus ENSCHIG00000006623
ovis_aries ENSOARG00000020328
bos_taurus ENSBTAG00000007577
bos_mutus ENSBMUG00000021308
bison_bison_bison ENSBBBG00000010773
pan_troglodytes ENSPTRG00000044067
pan_paniscus ENSPPAG00000032351
homo_sapiens ENSG00000163960
gorilla_gorilla ENSGGOG00000014753
pongo_abelii ENSPPYG00000014439
nomascus_leucogenys ENSNLEG00000001501
cercocebus_atys ENSCATG00000020457
theropithecus_gelada ENSTGEG00000026965
papio_anubis ENSPANG00000017226
macaca_fascicularis ENSMFAG00000037092
macaca_mulatta ENSMMUG00000019100
macaca_nemestrina ENSMNEG00000030704
mandrillus_leucophaeus ENSMLEG00000040001
chlorocebus_sabaeus ENSCSAG00000008596
rhinopithecus_roxellana ENSRROG00000042179
rhinopithecus_bieti ENSRBIG00000036451
piliocolobus_tephrosceles ENSPTEG00000000930
colobus_angolensis_palliatus ENSCANG00000033026
saimiri_boliviensis_boliviensis ENSSBOG00000013375
callithrix_jacchus ENSCJAG00000018130
cebus_capucinus ENSCCAG00000027870
aotus_nancymaae ENSANAG00000024750
loxodonta_africana ENSLAFG00000011525
procavia_capensis ENSPCAG00000005716
choloepus_hoffmanni ENSCHOG00000006354
mus_spicilegus ENSMSIG00000001742
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021566
mus_musculus ENSMUSG00000053774
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020670
mus_pahari MGP_PahariEiJ_G0016373
rattus_norvegicus ENSRNOG00000046969
rattus_norvegicus ENSRNOG00000001756
meriones_unguiculatus ENSMUGG00000026994
meriones_unguiculatus ENSMUGG00000026961
cricetulus_griseus_crigri-picr ENSCGRG00015022041
cricetulus_griseus_chok1gshd ENSCGRG00001022847
cricetulus_griseus_crigri ENSCGRG00000014722
mesocricetus_auratus ENSMAUG00000017723
peromyscus_maniculatus_bairdii ENSPEMG00000013410
jaculus_jaculus ENSJJAG00000019439
heterocephalus_glaber_male ENSHGLG00100016239
heterocephalus_glaber_female ENSHGLG00000013332
chinchilla_lanigera ENSCLAG00000012110
castor_canadensis ENSCCNG00000008838
dipodomys_ordii ENSDORG00000004229
spermophilus_dauricus ENSSDAG00000006443
marmota_marmota_marmota ENSMMMG00000010021
ochotona_princeps ENSOPRG00000013749
tupaia_belangeri ENSTBEG00000011884
echinops_telfairi ENSETEG00000009034
erinaceus_europaeus ENSEEUG00000002729
notamacropus_eugenii ENSMEUG00000004385
ornithorhynchus_anatinus ENSOANG00000020903
apteryx_rowi ENSARWG00000000914
apteryx_haastii ENSAHAG00000002629
apteryx_owenii ENSAOWG00000000336
dromaius_novaehollandiae ENSDNVG00000002697
nothoprocta_perdicaria ENSNPEG00000013785
anser_brachyrhynchus ENSABRG00000020056
anas_platyrhynchos_platyrhynchos ENSAPLG00000015073
meleagris_gallopavo ENSMGAG00000003262
coturnix_japonica ENSCJPG00005001388
gallus_gallus ENSGALG00000006385
numida_meleagris ENSNMEG00000014765
calidris_pygmaea ENSCPGG00000014433
calidris_pugnax ENSCPUG00000013618
lonchura_striata_domestica ENSLSDG00000016622
taeniopygia_guttata ENSTGUG00000005882
serinus_canaria ENSSCAG00000007974
junco_hyemalis ENSJHYG00000017055
zonotrichia_albicollis ENSZALG00000006192
parus_major ENSPMJG00000016533
cyanistes_caeruleus ENSCCEG00000020554
lepidothrix_coronata ENSLCOG00000007042
manacus_vitellinus ENSMVIG00005014870
melopsittacus_undulatus ENSMUNG00000008840
crocodylus_porosus ENSCPRG00005009545
chelonoidis_abingdonii ENSCABG00000017961
gopherus_agassizii ENSGAGG00000020959
pelodiscus_sinensis ENSPSIG00000015941
pogona_vitticeps ENSPVIG00000013735
anolis_carolinensis ENSACAG00000016312
notechis_scutatus ENSNSUG00000013499
salvator_merianae ENSSMRG00000000052
sphenodon_punctatus ENSSPUG00000008299
xenopus_tropicalis ENSXETG00000003125
latimeria_chalumnae ENSLACG00000005304
takifugu_rubripes ENSTRUG00000005252
tetraodon_nigroviridis ENSTNIG00000015240
mola_mola ENSMMOG00000018921
labrus_bergylta ENSLBEG00000018726
gasterosteus_aculeatus ENSGACG00000013594
monopterus_albus ENSMALG00000017711
mastacembelus_armatus ENSMAMG00000012451
anabas_testudineus ENSATEG00000011307
scophthalmus_maximus ENSSMAG00000000256
cynoglossus_semilaevis ENSCSEG00000016678
seriola_dumerili ENSSDUG00000008982
seriola_lalandi_dorsalis ENSSLDG00000012169
neolamprologus_brichardi ENSNBRG00000015360
oreochromis_niloticus ENSONIG00000009852
maylandia_zebra ENSMZEG00005025452
pundamilia_nyererei ENSPNYG00000011215
astatotilapia_calliptera ENSACLG00000024131
haplochromis_burtoni ENSHBUG00000003475
amphilophus_citrinellus ENSACIG00000014364
amphiprion_ocellaris ENSAOCG00000010747
amphiprion_percula ENSAPEG00000007352
stegastes_partitus ENSSPAG00000009000
acanthochromis_polyacanthus ENSAPOG00000021283
fundulus_heteroclitus ENSFHEG00000022796
cyprinodon_variegatus ENSCVAG00000004489
poecilia_formosa ENSPFOG00000009450
poecilia_latipinna ENSPLAG00000022445
poecilia_mexicana ENSPMEG00000011680
poecilia_reticulata ENSPREG00000003005
